group_1,group_2,n,mean_diff,ci95_lo,ci95_hi,wilcoxon_stat,p_raw,rank_biserial_r,p_holm,sig_holm_05
claude-sonnet-4.6,gpt-5.4-mini,1978,-0.00997463463313694,-0.016667107510103276,-0.003335476440179148,902846.0,0.002859012872761777,-0.07742519917168694,0.017154077236570663,True
claude-sonnet-4.6,qwen-3.5-flash,1978,-0.016079392753413368,-0.023764796588566672,-0.008333391047418821,887866.0,0.0003540501752027235,-0.09273253897981383,0.0024783512264190642,True
claude-sonnet-4.6,qwen-3.5-plus,1978,-0.05824817291102062,-0.0653311031985925,-0.051357464380794915,598103.0,1.0216002759889266e-50,-0.38882737908810966,1.838880496780068e-49,True
claude-sonnet-4.6,ui-tars-1.5,1978,0.1075254380657067,0.09838308608934687,0.1169950468549382,456574.0,7.849667821765282e-94,0.5334490410176418,1.883920277223668e-92,True
gemini-3.1-flash-lite,gemini-3.1-pro,1978,0.01614124216026368,0.009294500138430493,0.02294385025427526,883029.0,0.00016818480384197206,0.09767523608608283,0.0013454784307357765,True
gemini-3.1-flash-lite,gpt-5.4,1978,-0.06637082441383291,-0.07253015317238326,-0.060311282603605,486910.0,1.8524345189808296e-83,-0.5024501451285004,4.260599393655908e-82,True
gemini-3.1-flash-lite,gpt-5.4-mini,1978,0.053246862442886456,0.04680827088240216,0.059720409649366146,575626.0,1.1463644887034835e-56,0.4117955417628272,2.292728977406967e-55,True
gemini-3.1-flash-lite,qwen-3.5-flash,1978,0.047142104322610026,0.04076027189831183,0.05343503823907931,635246.0,1.2582942956182378e-41,0.350872738067198,1.887441443427357e-40,True
gemini-3.1-flash-lite,qwen-3.5-plus,1978,0.0049733241650027704,-0.0006915611009754017,0.010555346947464149,930858.0,0.06012560734042139,0.04880108684156341,0.12025121468084278,False
gemini-3.1-flash-lite,ui-tars-1.5,1978,0.1707469351417301,0.16100087078260972,0.18081596960311577,266725.0,8.75652604702938e-173,0.7274465814203842,2.714523074579108e-171,True
gemini-3.1-pro,gpt-5.4,1978,-0.08251206657409657,-0.08925737208954386,-0.07577030670538402,427568.0,2.5058556215141787e-104,-0.5630888740266223,6.264639053785447e-103,True
gemini-3.1-pro,gpt-5.4-mini,1978,0.03710562028262277,0.029985303356302045,0.04419607557102921,703457.0,2.4539755001923236e-27,0.28117120564716175,2.6993730502115557e-26,True
gemini-3.1-pro,qwen-3.5-flash,1978,0.031000862162346342,0.023872053819574874,0.03821147159219187,772948.0,5.695501580057199e-16,0.2101617029364444,5.6955015800571996e-15,True
gemini-3.1-pro,qwen-3.5-plus,1978,-0.011167917995260911,-0.017633800916874384,-0.0046596529446935216,903517.0,0.0031156502461055706,-0.07673953662086898,0.017154077236570663,True
gemini-3.1-pro,ui-tars-1.5,1978,0.1546056929814664,0.14475918072039048,0.1647049959260037,321383.0,1.4291240546520397e-147,0.6715942063047233,4.1444597584909155e-146,True
gpt-5.4,gpt-5.4-mini,1978,0.11961768685671936,0.11451152648210368,0.12485636723468609,135804.0,2.4321796159542364e-241,0.8612284395658969,8.512628655839828e-240,True
gpt-5.4,qwen-3.5-flash,1978,0.11351292873644295,0.10691841232898633,0.12030754346302143,280448.0,2.8923473352761554e-166,0.7134237093117777,8.677042005828466e-165,True
gpt-5.4,qwen-3.5-plus,1978,0.07134414857883568,0.06574276075841796,0.07697339185540963,409784.0,4.8350092405014664e-111,0.5812614862527724,1.2571024025303814e-109,True
gpt-5.4,ui-tars-1.5,1978,0.237117759555563,0.22822022734986397,0.24641874601895045,99117.0,1.2827020013846383e-262,0.8987171161707534,4.617727204984698e-261,True
gpt-5.4-mini,qwen-3.5-flash,1978,-0.006104758120276431,-0.0127780217049533,0.0003986028628914037,915877.0,0.013527695690519962,-0.0641094485014799,0.05411078276207985,False
gpt-5.4-mini,qwen-3.5-plus,1978,-0.048273538277883686,-0.054109350759710864,-0.042516092527985605,579680.0,1.4371326005044706e-55,-0.4076529546078107,2.730551940958494e-54,True
gpt-5.4-mini,ui-tars-1.5,1978,0.11750007269884365,0.10842393642070905,0.12679283814739598,396244.0,2.690256996259483e-116,0.5950973594838831,7.263693889900604e-115,True
qwen-3.5-flash,qwen-3.5-plus,1978,-0.04216878015760724,-0.04796212940466149,-0.036368307239725624,639267.0,1.0677832402827188e-40,-0.34676387202123815,1.4948965363958062e-39,True
qwen-3.5-flash,ui-tars-1.5,1978,0.12360483081912006,0.1143200500176992,0.13295280310635743,377703.0,1.0830495037183795e-123,0.6140435135147563,3.0325386104114625e-122,True
qwen-3.5-plus,ui-tars-1.5,1978,0.16577361097672733,0.15665127813983457,0.1750003304762586,247833.0,5.76636272412944e-182,0.7467514054294051,1.8452360717214208e-180,True
