model,image_id,run,n_points,x_divisor,x_rescaled_ok,x_spread,x_n_plausible,x_disagreement,y_divisor,y_rescaled_ok,y_spread,y_n_plausible,y_disagreement,mixed_axes
gemini-3.1-flash-lite,091b5e,1,30,1000.0,1.0,0.2454230270822651,2,0.021093750000000022,1000.0,1.0,0.27431753903500633,1,0.0,False
gemini-3.1-flash-lite,092bd5,1,30,1.0,1.0,0.26447936277398537,1,0.0,1.0,1.0,0.2885328789275534,1,0.0,False
gemini-3.1-flash-lite,091ab0,1,45,1.0,1.0,0.14000458546282435,1,0.0,1.0,1.0,0.2247549007966206,1,0.0,False
gemini-3.1-flash-lite,09942c,1,50,1.0,1.0,0.14198718252011341,1,0.0,1000.0,1.0,0.2566536039100172,2,0.416875,True
gemini-3.1-flash-lite,093c65,1,40,1.0,1.0,0.13863621460498696,1,0.0,1.0,1.0,0.2556382942753296,1,0.0,False
gemini-3.1-flash-lite,0950e7,1,50,1.0,1.0,0.23960092570772756,1,0.0,1000.0,1.0,0.30703308551359737,1,0.0,True
gemini-3.1-flash-lite,0939f7,1,40,1.0,1.0,0.2567386803736438,1,0.0,100.0,1.0,0.2500398718204759,1,0.0,True
gemini-3.1-flash-lite,09d330,1,50,1.0,1.0,0.2878130643316943,1,0.0,1.0,1.0,0.27196058537957296,1,0.0,False
gemini-3.1-flash-lite,09d1d9,1,40,1.0,1.0,0.13872634933566155,1,0.0,1.0,1.0,0.15006477767950746,1,0.0,False
gemini-3.1-flash-lite,09bb5b,1,50,1.0,1.0,0.24771152577141017,1,0.0,100.0,1.0,0.26518861212352235,1,0.0,True
gemini-3.1-flash-lite,0a0c95,1,46,1.0,1.0,0.2944352352393861,1,0.0,1000.0,1.0,0.2687059411284603,2,0.4360416666666667,True
gemini-3.1-flash-lite,0a22ef,1,40,1.0,1.0,0.2860506948077561,1,0.0,1000.0,1.0,0.3354170678051432,1,0.0,True
gemini-3.1-flash-lite,0a588b,1,40,1.0,1.0,0.24844403293297262,1,0.0,1000.0,1.0,0.3190781164150873,2,0.43125,True
gemini-3.1-flash-lite,0a87be,1,41,1.0,1.0,0.29203317512194144,1,0.0,1000.0,1.0,0.25897121772918247,1,0.0,True
gemini-3.1-flash-lite,0b2a15,1,50,1.0,1.0,0.27663810294317737,1,0.0,1.0,1.0,0.23616943070600815,1,0.0,False
gemini-3.1-flash-lite,0af35a,1,50,1.0,1.0,0.17895518992194664,1,0.0,1.0,1.0,0.23988463894130443,1,0.0,False
gemini-3.1-flash-lite,0b777c,1,44,1.0,1.0,0.3617475804804658,1,0.0,1000.0,1.0,0.26283656110069553,1,0.0,True
gemini-3.1-flash-lite,0b86e9,1,43,1.0,1.0,0.23290021353484297,1,0.0,1.0,1.0,0.14281266401753673,1,0.0,False
gemini-3.1-flash-lite,0b81bd,1,40,1.0,1.0,0.20440018957916845,1,0.0,1.0,1.0,0.14776332427229702,1,0.0,False
gemini-3.1-flash-lite,0ba80a,1,40,1.0,1.0,0.19803787516533297,1,0.0,1.0,1.0,0.25287830571245135,1,0.0,False
gemini-3.1-flash-lite,0bdd56,1,50,1.0,1.0,0.22905021283552654,1,0.0,1000.0,1.0,0.2767181960045273,2,0.4360416666666667,True
gemini-3.1-flash-lite,0bce2b,1,37,1.0,1.0,0.22694142530315334,1,0.0,1.0,1.0,0.2744809830941856,1,0.0,False
gemini-3.1-flash-lite,0be8eb,1,50,1.0,1.0,0.23929270778692777,1,0.0,1.0,1.0,0.20438013602109184,1,0.0,False
gemini-3.1-flash-lite,0c11b6,1,35,1000.0,1.0,0.2741594411718726,2,0.14666666666666672,1000.0,1.0,0.2967996424443636,1,0.0,False
gemini-3.1-flash-lite,0c21ef,1,42,1.0,1.0,0.2664220817116756,1,0.0,1.0,1.0,0.23323078407332035,1,0.0,False
gemini-3.1-flash-lite,0c51af,1,36,1.0,1.0,0.28576348217873043,1,0.0,1000.0,1.0,0.23456266616330673,1,0.0,True
gemini-3.1-flash-lite,0c5a84,1,48,1.0,1.0,0.2449401145631769,1,0.0,1000.0,1.0,0.2566510242798359,2,0.44083333333333335,True
gemini-3.1-flash-lite,0cf59b,1,41,1.0,1.0,0.24306416922878463,1,0.0,1.0,1.0,0.1997023364922802,1,0.0,False
gemini-3.1-flash-lite,0ce287,1,50,1.0,1.0,0.17412926233117743,1,0.0,1000.0,1.0,0.2708663109358563,2,0.47916666666666663,True
gemini-3.1-flash-lite,0db596,1,41,1.0,1.0,0.16936579043496627,1,0.0,1000.0,1.0,0.29545828446401295,1,0.0,True
gemini-3.1-flash-lite,0d8830,1,33,1.0,1.0,0.184116912990685,1,0.0,1000.0,1.0,0.22105377894623188,1,0.0,True
gemini-3.1-flash-lite,0dbd98,1,50,1.0,1.0,0.18400478254654143,1,0.0,1000.0,1.0,0.24963621532141522,2,0.22365269461077847,True
gemini-3.1-flash-lite,0dc366,1,40,1.0,1.0,0.12967266481413886,1,0.0,1.0,1.0,0.2035127453011236,1,0.0,False
gemini-3.1-flash-lite,0cee4a,1,40,1.0,1.0,0.26913704687389284,1,0.0,1.0,1.0,0.2818216412910832,1,0.0,False
gemini-3.1-flash-lite,0e1c44,1,40,1000.0,1.0,0.2766100312262735,2,0.15508417508417505,1000.0,1.0,0.2409604479992515,1,0.0,False
gemini-3.1-flash-lite,0e136e,1,50,1.0,1.0,0.218,1,0.0,1.0,1.0,0.2711752201068527,1,0.0,False
gemini-3.1-flash-lite,0e1dea,1,45,1.0,1.0,0.2532686077158418,1,0.0,1.0,1.0,0.24946302826097458,1,0.0,False
gemini-3.1-flash-lite,0ec997,1,50,1.0,1.0,0.2073837023490515,1,0.0,1.0,1.0,0.1643008216656265,1,0.0,False
gemini-3.1-flash-lite,0eb2be,1,40,1000.0,1.0,0.2670788448660807,2,0.14898819561551424,1000.0,1.0,0.30473338757018403,1,0.0,False
gemini-3.1-flash-lite,0eef1f,1,50,1.0,1.0,0.2219030418899209,1,0.0,1000.0,1.0,0.20427393372625888,1,0.0,True
gemini-3.1-flash-lite,0ef09e,1,40,1.0,1.0,0.14910650555894603,1,0.0,1.0,0.975,0.2966031650202,0,0.0,False
gemini-3.1-flash-lite,0ef9b2,1,40,1.0,1.0,0.2321136776990964,1,0.0,1000.0,1.0,0.27640764732546746,1,0.0,True
gemini-3.1-flash-lite,0f712c,1,50,1.0,1.0,0.16489560333738434,1,0.0,1000.0,1.0,0.2817074546404479,1,0.0,True
gemini-3.1-flash-lite,0f1984,1,50,1.0,1.0,0.2564371267971937,1,0.0,1.0,1.0,0.26988886601710715,1,0.0,False
gemini-3.1-flash-lite,0f5056,1,40,1.0,1.0,0.23470393584258445,1,0.0,1.0,1.0,0.3087600200803206,1,0.0,False
gemini-3.1-flash-lite,0f858f,1,50,1.0,1.0,0.19997689866582088,1,0.0,1000.0,1.0,0.30556465764220836,2,0.09999999999999998,True
gemini-3.1-flash-lite,0f81ca,1,41,1.0,1.0,0.2854596468750901,1,0.0,1.0,1.0,0.2898866421866708,1,0.0,False
gemini-3.1-flash-lite,0f85bd,1,49,1.0,1.0,0.2617528537281281,1,0.0,1000.0,1.0,0.26573975551149404,2,0.2859036144578314,True
gemini-3.1-flash-lite,0fa6b9,1,46,1.0,1.0,0.1880177162549021,1,0.0,100.0,1.0,0.28694696953798304,1,0.0,True
gemini-3.1-flash-lite,0f8ece,1,50,1000.0,1.0,0.1392501705564485,2,0.4012143611404435,1080.0,0.72,0.32640169399624963,0,0.0,True
gemini-3.1-flash-lite,0fc384,1,40,1.0,1.0,0.2400416630503963,1,0.0,1000.0,1.0,0.22402218082145348,1,0.0,True
gemini-3.1-flash-lite,0feea2,1,40,1.0,1.0,0.20429375296371644,1,0.0,1.0,1.0,0.2738357171736368,1,0.0,False
gemini-3.1-flash-lite,0ff0be,1,40,1.0,1.0,0.2412725378073518,1,0.0,1000.0,1.0,0.31879458021584994,1,0.0,True
gemini-3.1-flash-lite,10b93c,1,40,1.0,1.0,0.1710380074720236,1,0.0,1000.0,1.0,0.1528406032440333,2,0.033333333333333326,True
gemini-3.1-flash-lite,10579e,1,48,1.0,1.0,0.23310545047610248,1,0.0,1000.0,1.0,0.32822650546366433,2,0.22669172932330822,True
gemini-3.1-flash-lite,10298c,1,45,1.0,1.0,0.26107432364967603,1,0.0,1000.0,1.0,0.273502973554603,1,0.0,True
gemini-3.1-flash-lite,1055b2,1,41,1.0,1.0,0.2570423918261671,1,0.0,1.0,1.0,0.23720913495505883,1,0.0,False
gemini-3.1-flash-lite,10c4f3,1,40,1.0,1.0,0.22985375785485868,1,0.0,1000.0,1.0,0.2665313947267751,2,0.034791666666666665,True
gemini-3.1-flash-lite,110636,1,40,1.0,1.0,0.15889442249493846,1,0.0,1.0,1.0,0.28418084031123564,1,0.0,False
gemini-3.1-flash-lite,11412e,1,40,1000.0,1.0,0.3128315830842532,2,0.15413468013468012,1000.0,1.0,0.2808318491553264,1,0.0,False
gemini-3.1-flash-lite,111cd2,1,40,1.0,1.0,0.22719815140093017,1,0.0,1000.0,1.0,0.24748030224646164,1,0.0,True
gemini-3.1-flash-lite,11482d,1,50,1.0,1.0,0.3001756818931207,1,0.0,1000.0,1.0,0.27763782163098744,2,0.35470365699873896,True
gemini-3.1-flash-lite,1193c7,1,42,1.0,1.0,0.26546508625079235,1,0.0,1000.0,1.0,0.24275654429060894,2,0.46239583333333334,True
gemini-3.1-flash-lite,11f8c6,1,50,1.0,1.0,0.34205847453322946,1,0.0,1000.0,1.0,0.32040905105817463,1,0.0,True
gemini-3.1-flash-lite,11a99d,1,50,1.0,1.0,0.2404163056034262,1,0.0,1.0,1.0,0.2963625482411703,1,0.0,False
gemini-3.1-flash-lite,128abc,1,40,1.0,1.0,0.3140134352221255,1,0.0,1.0,1.0,0.23670181663857168,1,0.0,False
gemini-3.1-flash-lite,1102e9,1,30,1.0,1.0,0.25091034255287287,1,0.0,1.0,1.0,0.26328037442155755,1,0.0,False
gemini-3.1-flash-lite,12a0ed,1,45,1.0,1.0,0.1640797758393952,1,0.0,1.0,1.0,0.25007909859793476,1,0.0,False
gemini-3.1-flash-lite,12be73,1,45,1.0,1.0,0.2625534292479848,1,0.0,1000.0,1.0,0.2719869132654259,1,0.0,True
gemini-3.1-flash-lite,13349c,1,50,1000.0,1.0,0.22037822033948817,2,0.14114671163575043,1000.0,1.0,0.247271591574932,1,0.0,False
gemini-3.1-flash-lite,13642b,1,41,1.0,1.0,0.24938949847822287,1,0.0,100.0,1.0,0.3423441603018838,1,0.0,True
gemini-3.1-flash-lite,1356d2,1,40,1.0,1.0,0.24932095278977257,1,0.0,1000.0,1.0,0.32589405870619975,1,0.0,True
gemini-3.1-flash-lite,134669,1,50,1.0,1.0,0.24537840165752162,1,0.0,1000.0,1.0,0.33859450674811603,1,0.0,True
gemini-3.1-flash-lite,13a206,1,41,1.0,1.0,0.2121606363903339,1,0.0,1000.0,1.0,0.18193912207217175,2,0.46239583333333334,True
gemini-3.1-flash-lite,13ae19,1,50,1.0,1.0,0.16150058823422286,1,0.0,1000.0,1.0,0.17541949720598332,1,0.0,True
gemini-3.1-flash-lite,13af7a,1,40,1.0,1.0,0.288508123802433,1,0.0,1.0,1.0,0.23212281232140886,1,0.0,False
gemini-3.1-flash-lite,13a393,1,50,1.0,1.0,0.23077096871140443,1,0.0,1000.0,1.0,0.22496221905022187,2,0.4216666666666667,True
gemini-3.1-flash-lite,13f898,1,50,1.0,1.0,0.31020825263039026,1,0.0,1.0,1.0,0.16502230152315778,1,0.0,False
gemini-3.1-flash-lite,13bd83,1,45,1.0,1.0,0.12883281538873417,1,0.0,1000.0,1.0,0.22757655502063856,1,0.0,True
gemini-3.1-flash-lite,142b9c,1,40,1.0,1.0,0.22666053913286274,1,0.0,1000.0,1.0,0.2889344378487964,2,0.1875,True
gemini-3.1-flash-lite,147ff4,1,49,1.0,1.0,0.252161170966653,1,0.0,1000.0,1.0,0.2525381361380527,1,0.0,True
gemini-3.1-flash-lite,1408dc,1,50,1.0,1.0,0.19229362963967372,1,0.0,1000.0,1.0,0.29159917421007897,1,0.0,True
gemini-3.1-flash-lite,1411d0,1,40,1.0,1.0,0.2892472990366548,1,0.0,1000.0,1.0,0.304423122479223,1,0.0,True
gemini-3.1-flash-lite,14a621,1,40,1.0,1.0,0.20706279240848657,1,0.0,1.0,1.0,0.2585493183127738,1,0.0,False
gemini-3.1-flash-lite,14a7b0,1,45,1000.0,1.0,0.2613143360442022,2,0.3790740740740741,1000.0,1.0,0.2863440475725782,2,0.07185185185185183,False
gemini-3.1-flash-lite,14c026,1,40,1.0,1.0,0.2649032358711384,1,0.0,100.0,0.975,0.29727295537939535,0,0.0,True
gemini-3.1-flash-lite,14e331,1,40,1.0,1.0,0.29244390487749955,1,0.0,100.0,1.0,0.2963355361747896,1,0.0,True
gemini-3.1-flash-lite,14f8a2,1,50,1.0,1.0,0.2513464541225915,1,0.0,1000.0,1.0,0.28491051226657116,1,0.0,True
gemini-3.1-flash-lite,15ac57,1,40,1.0,1.0,0.20491217630975472,1,0.0,100.0,1.0,0.25891890622355096,1,0.0,True
gemini-3.1-flash-lite,15723a,1,40,1.0,1.0,0.2497794026736392,1,0.0,1000.0,1.0,0.21294233374319912,2,0.43125,True
gemini-3.1-flash-lite,151d2e,1,40,1.0,1.0,0.2706011825546962,1,0.0,1000.0,1.0,0.2298320038636917,2,0.43125,True
gemini-3.1-flash-lite,15fd54,1,40,1.0,1.0,0.20686574752723083,1,0.0,1000.0,1.0,0.2472588471622401,2,0.0379166666666666,True
gemini-3.1-flash-lite,1626dc,1,50,1.0,1.0,0.2687612948324219,1,0.0,1000.0,1.0,0.35415697084767367,1,0.0,True
gemini-3.1-flash-lite,163518,1,40,1.0,1.0,0.25539136633801857,1,0.0,1.0,1.0,0.27376815008324107,1,0.0,False
gemini-3.1-flash-lite,162809,1,45,1.0,1.0,0.18850156367036547,1,0.0,1.0,1.0,0.13922643427165687,1,0.0,False
gemini-3.1-flash-lite,163ce0,1,40,1.0,1.0,0.246884461843997,1,0.0,1000.0,1.0,0.18579474561999862,1,0.0,True
gemini-3.1-flash-lite,150e9a,1,50,1.0,1.0,0.24568239660179156,1,0.0,1000.0,1.0,0.289831399265159,1,0.0,True
gemini-3.1-flash-lite,164cf7,1,42,1.0,1.0,0.2505703245165809,1,0.0,1.0,1.0,0.290064110514584,1,0.0,False
gemini-3.1-flash-lite,166bc9,1,40,1.0,1.0,0.19481786365731454,1,0.0,1000.0,1.0,0.36677130135821695,1,0.0,True
gemini-3.1-flash-lite,1655e9,1,50,1.0,1.0,0.25464485072351256,1,0.0,1.0,1.0,0.2246580512690342,1,0.0,False
gemini-3.1-flash-lite,1680c9,1,40,1.0,1.0,0.2913416164917055,1,0.0,1.0,1.0,0.2904410439314664,1,0.0,False
gemini-3.1-flash-lite,16830b,1,40,1.0,1.0,0.2131689470818862,1,0.0,1000.0,1.0,0.1908662817262389,1,0.0,True
gemini-3.1-flash-lite,168b3b,1,50,1.0,1.0,0.1887131156014335,1,0.0,1000.0,1.0,0.2381260380554802,2,0.45520833333333327,True
gemini-3.1-flash-lite,16a13e,1,40,1.0,1.0,0.1668702415051887,1,0.0,1000.0,1.0,0.2443862465442767,1,0.0,True
gemini-3.1-flash-lite,16a273,1,45,1.0,1.0,0.24008290749059125,1,0.0,1000.0,1.0,0.20478172661532953,1,0.0,True
gemini-3.1-flash-lite,16d9d5,1,50,1.0,1.0,0.1746310396235446,1,0.0,100.0,1.0,0.20687194106499798,1,0.0,True
gemini-3.1-flash-lite,16e611,1,40,1.0,1.0,0.11915090222067141,1,0.0,1000.0,1.0,0.23095927671345004,2,0.033958333333333424,True
gemini-3.1-flash-lite,16a5c4,1,42,1.0,1.0,0.26849880814879656,1,0.0,1000.0,1.0,0.2625446727995438,2,0.03874999999999995,True
gemini-3.1-flash-lite,172c5d,1,50,1.0,1.0,0.21886068628239289,1,0.0,1.0,1.0,0.2524110932585967,1,0.0,False
gemini-3.1-flash-lite,179165,1,40,1.0,1.0,0.2759935461201946,1,0.0,1000.0,1.0,0.2887607140869408,1,0.0,True
gemini-3.1-flash-lite,174696,1,37,1.0,1.0,0.2644232391056218,1,0.0,1.0,1.0,0.26574509004931357,1,0.0,False
gemini-3.1-flash-lite,17a8d1,1,40,1.0,1.0,0.22554378732299413,1,0.0,1000.0,1.0,0.3015132407954914,2,0.46958333333333335,True
gemini-3.1-flash-lite,17b8da,1,48,1000.0,1.0,0.19906552522557325,1,0.0,1000.0,1.0,0.2419190492476541,1,0.0,False
gemini-3.1-flash-lite,18177f,1,50,1.0,1.0,0.25246696496769633,1,0.0,1000.0,1.0,0.2636213951863543,1,0.0,True
gemini-3.1-flash-lite,17e6bf,1,40,1000.0,1.0,0.19312394821720064,2,0.460546875,1000.0,1.0,0.21222850303387622,2,0.11875000000000002,False
gemini-3.1-flash-lite,18230e,1,41,1.0,1.0,0.11548413469327144,1,0.0,1.0,1.0,0.26223720592495375,1,0.0,False
gemini-3.1-flash-lite,183534,1,50,1.0,1.0,0.14871785366928883,1,0.0,10.0,0.98,0.27175064746932986,1,0.0,True
gemini-3.1-flash-lite,18db69,1,40,1.0,1.0,0.1597887277000477,1,0.0,100.0,1.0,0.20336528096014816,1,0.0,True
gemini-3.1-flash-lite,188089,1,40,1.0,1.0,0.23470713133605464,1,0.0,1000.0,1.0,0.2840884545348508,1,0.0,True
gemini-3.1-flash-lite,182715,1,40,1.0,1.0,0.29474878180409836,1,0.0,1000.0,1.0,0.2904737509655563,2,0.32451274362818594,True
