model,image_id,CC_chosen,CC_alt
gemini-3.1-flash-lite,08d1eb,0.23119726492569415,0.23119726492569415
gemini-3.1-flash-lite,08aaa5,0.4291050145137404,0.4291050145137404
gemini-3.1-flash-lite,09094b,0.38515615013943716,0.38515615013943716
gemini-3.1-flash-lite,091b5e,0.31849911027938527,0.34209094363683445
gemini-3.1-flash-lite,092bd5,0.09541529251593389,0.09541529251593389
gemini-3.1-flash-lite,07e9bb,0.04392410643556002,0.04392410643556002
gemini-3.1-flash-lite,08b92b,0.37717510939844123,0.37717510939844123
gemini-3.1-flash-lite,09bb5b,0.18461111402951694,0.18461111402951694
gemini-3.1-flash-lite,0950e7,0.24984284184412728,0.24984284184412728
gemini-3.1-flash-lite,091ab0,0.6302424663326784,0.6302424663326784
gemini-3.1-flash-lite,0a22ef,0.33913588957538254,0.33913588957538254
gemini-3.1-flash-lite,093c65,0.6884703132474833,0.6884703132474833
gemini-3.1-flash-lite,09942c,0.5526531390759872,0.31929464580098915
gemini-3.1-flash-lite,09d1d9,0.5838992596910015,0.5838992596910015
gemini-3.1-flash-lite,0b777c,0.11628009424045767,0.11628009424045767
gemini-3.1-flash-lite,0a87be,0.4739774830447835,0.4739774830447835
gemini-3.1-flash-lite,0a0c95,0.3817123341500808,0.4884295598636971
gemini-3.1-flash-lite,0af35a,0.12562311593421746,0.12562311593421746
gemini-3.1-flash-lite,0ba80a,0.5112233501201067,0.5112233501201067
gemini-3.1-flash-lite,0939f7,0.2209837449402757,0.2209837449402757
gemini-3.1-flash-lite,0a588b,0.14926093670380558,-0.04701349436742668
gemini-3.1-flash-lite,0b2a15,0.11492224971518006,0.11492224971518006
gemini-3.1-flash-lite,0bce2b,0.38390052613664116,0.38390052613664116
gemini-3.1-flash-lite,0be8eb,0.5733299648913824,0.5733299648913824
gemini-3.1-flash-lite,0c51af,0.3502387459485663,0.3502387459485663
gemini-3.1-flash-lite,0c11b6,0.4243351915599185,0.4720719302623897
gemini-3.1-flash-lite,0b86e9,0.5694420300507219,0.5694420300507219
gemini-3.1-flash-lite,0bdd56,0.28761693310578523,0.35786731987908527
gemini-3.1-flash-lite,0b81bd,0.5170266869119313,0.5170266869119313
gemini-3.1-flash-lite,0cf59b,0.28998489214816436,0.28998489214816436
gemini-3.1-flash-lite,0c21ef,0.5210459008453252,0.5210459008453252
gemini-3.1-flash-lite,0c5a84,0.24471906305578495,0.08170308359576148
gemini-3.1-flash-lite,0d8830,0.39392241910943343,0.39392241910943343
gemini-3.1-flash-lite,0dbd98,0.5704247007606225,0.5309267201183954
gemini-3.1-flash-lite,0db596,0.38906816995972515,0.38906816995972515
gemini-3.1-flash-lite,0cee4a,0.07500762641220295,0.07500762641220295
gemini-3.1-flash-lite,0e1dea,0.3895217624984843,0.3895217624984843
gemini-3.1-flash-lite,0e136e,0.1323012532046987,0.1323012532046987
gemini-3.1-flash-lite,0ce287,0.2796277128786381,0.317618735643419
gemini-3.1-flash-lite,0e1c44,0.6420255227645053,0.036570362832127126
gemini-3.1-flash-lite,0eb2be,0.49526954375756427,0.38241247212382334
gemini-3.1-flash-lite,0eef1f,0.6643919397987523,0.6643919397987523
gemini-3.1-flash-lite,0ef9b2,0.5502141674548867,0.5502141674548867
gemini-3.1-flash-lite,0f1984,0.2798363037017946,0.2798363037017946
gemini-3.1-flash-lite,0dc366,0.6649807886906817,0.6649807886906817
gemini-3.1-flash-lite,0f712c,0.3747767997993821,0.3747767997993821
gemini-3.1-flash-lite,0f5056,0.1582653526712224,0.1582653526712224
gemini-3.1-flash-lite,0f858f,0.09700818777680467,0.05616100000939176
gemini-3.1-flash-lite,09d330,0.2618797916259437,0.2618797916259437
gemini-3.1-flash-lite,0fc384,0.3816562204615451,0.3816562204615451
gemini-3.1-flash-lite,0f85bd,0.5412152554459252,0.5130526755902383
gemini-3.1-flash-lite,0ef09e,0.1061796978293138,0.1061796978293138
gemini-3.1-flash-lite,0fa6b9,0.4083993500756246,0.4083993500756246
gemini-3.1-flash-lite,0ec997,0.49159408620802447,0.49159408620802447
gemini-3.1-flash-lite,10298c,0.4710631907596267,0.4710631907596267
gemini-3.1-flash-lite,10579e,0.2181948544388591,0.2251436148711188
gemini-3.1-flash-lite,10b93c,0.43830278850103105,0.3632388334907036
gemini-3.1-flash-lite,0f81ca,0.16123114783495054,0.16123114783495054
gemini-3.1-flash-lite,0ff0be,0.23208867478709377,0.23208867478709377
gemini-3.1-flash-lite,10c4f3,0.4211469500761116,0.3305291196538014
gemini-3.1-flash-lite,111cd2,0.2533347066955232,0.2533347066955232
gemini-3.1-flash-lite,11412e,0.2702152470199449,0.17645230422159847
gemini-3.1-flash-lite,1055b2,0.12280671421559346,0.12280671421559346
gemini-3.1-flash-lite,0f8ece,0.07251555289502108,-0.024884652213238777
gemini-3.1-flash-lite,0feea2,0.16847635989032408,0.16847635989032408
gemini-3.1-flash-lite,11f8c6,0.33393473153223463,0.33393473153223463
gemini-3.1-flash-lite,12a0ed,0.6865675872735928,0.6865675872735928
gemini-3.1-flash-lite,1102e9,0.16063661776948646,0.16063661776948646
gemini-3.1-flash-lite,11a99d,0.15846445799996034,0.15846445799996034
gemini-3.1-flash-lite,110636,0.5846870839294334,0.5846870839294334
gemini-3.1-flash-lite,1356d2,0.5169936364284309,0.5169936364284309
gemini-3.1-flash-lite,13349c,0.5391837433181247,0.2977465619394986
gemini-3.1-flash-lite,12be73,0.13273128852008015,0.13273128852008015
gemini-3.1-flash-lite,134669,-0.031454094899419256,-0.031454094899419256
gemini-3.1-flash-lite,1193c7,0.48358539770987774,0.26702605882329217
gemini-3.1-flash-lite,13ae19,0.30120673224534666,0.30120673224534666
gemini-3.1-flash-lite,128abc,0.34285391333255516,0.34285391333255516
gemini-3.1-flash-lite,13bd83,0.5913829039765118,0.5913829039765118
gemini-3.1-flash-lite,1408dc,0.13498023381713942,0.13498023381713942
gemini-3.1-flash-lite,1411d0,0.3514058458381756,0.3514058458381756
gemini-3.1-flash-lite,142b9c,0.5794544667748343,0.3202057171825482
gemini-3.1-flash-lite,13642b,0.40258680174157246,0.40258680174157246
gemini-3.1-flash-lite,147ff4,0.29141977149892134,0.29141977149892134
gemini-3.1-flash-lite,13af7a,0.2320825298858712,0.2320825298858712
gemini-3.1-flash-lite,13a393,0.4611745008324827,0.004611413987528953
gemini-3.1-flash-lite,13f898,0.6617126501939521,0.6617126501939521
gemini-3.1-flash-lite,13a206,0.3870511940474027,0.14328222908330634
gemini-3.1-flash-lite,14c026,0.4056385776031202,0.4056385776031202
gemini-3.1-flash-lite,11482d,0.3046125625882279,0.3338904247228267
gemini-3.1-flash-lite,14e331,0.3339247405082929,0.3339247405082929
gemini-3.1-flash-lite,14f8a2,0.07856876991498679,0.07856876991498679
gemini-3.1-flash-lite,150e9a,0.33103130183689705,0.33103130183689705
gemini-3.1-flash-lite,15fd54,0.4123899063253161,0.41733916594863957
gemini-3.1-flash-lite,15ac57,0.6518427549739936,0.6518427549739936
gemini-3.1-flash-lite,14a7b0,0.3292159588498327,0.012050344514173857
gemini-3.1-flash-lite,14a621,0.3569209475434486,0.3569209475434486
gemini-3.1-flash-lite,1626dc,0.2316157117950713,0.2316157117950713
gemini-3.1-flash-lite,164cf7,0.0627936449469084,0.0627936449469084
gemini-3.1-flash-lite,163ce0,0.611018063287579,0.611018063287579
gemini-3.1-flash-lite,151d2e,0.3363583565170323,0.33888557337355313
gemini-3.1-flash-lite,1655e9,0.6333864913017606,0.6333864913017606
gemini-3.1-flash-lite,15723a,-0.045033291364236935,-0.0350507473463597
gemini-3.1-flash-lite,166bc9,0.36952973858751414,0.36952973858751414
gemini-3.1-flash-lite,16830b,0.6615203097777539,0.6787481332698073
gemini-3.1-flash-lite,16a13e,0.5699141089275512,0.5699141089275512
gemini-3.1-flash-lite,162809,0.5931067782761617,0.5931067782761617
gemini-3.1-flash-lite,163518,0.02065270701595536,0.02065270701595536
gemini-3.1-flash-lite,16a5c4,0.28880166054885537,0.16317709948559211
gemini-3.1-flash-lite,16e611,0.5079533298138025,0.32038478626085054
gemini-3.1-flash-lite,16a273,0.12829633984093353,0.12829633984093353
gemini-3.1-flash-lite,16d9d5,0.09540950079283134,0.09540950079283134
gemini-3.1-flash-lite,172c5d,0.4365992092747066,0.4365992092747066
gemini-3.1-flash-lite,17b8da,0.36908372767727615,0.36908372767727615
gemini-3.1-flash-lite,168b3b,0.39341867616551873,0.176972162627971
gemini-3.1-flash-lite,1680c9,0.20514538616095568,0.20514538616095568
gemini-3.1-flash-lite,179165,0.12219730165714529,0.12219730165714529
gemini-3.1-flash-lite,18230e,0.433379629874335,0.433379629874335
gemini-3.1-flash-lite,182715,0.35636614460187316,0.33818267702724525
gemini-3.1-flash-lite,18177f,0.5102294747429392,0.5102294747429392
gemini-3.1-flash-lite,170ea3,0.05803157218562459,0.05803157218562459
gemini-3.1-flash-lite,18f09a,-0.10073081238142478,-0.10073081238142478
gemini-3.1-flash-lite,17a8d1,0.25026527131134446,0.357891555449693
gemini-3.1-flash-lite,174696,0.16850098431252572,0.16850098431252572
gemini-3.1-flash-lite,173a17,0.4533614985899637,0.4533614985899637
gemini-3.1-flash-lite,183534,0.06754591027134424,0.06754591027134424
gemini-3.1-flash-lite,188089,0.2832472219476938,0.2832472219476938
gemini-3.1-flash-lite,18db69,0.4603622685718983,0.4603622685718983
gemini-3.1-flash-lite,1a03d5,-0.34301027047673627,-0.34301027047673627
gemini-3.1-flash-lite,195990,0.19263574461758343,0.2113876778388657
gemini-3.1-flash-lite,1a27f3,0.37835705400318986,0.3277094928349381
gemini-3.1-flash-lite,196a1e,0.2201729242959471,0.2201729242959471
gemini-3.1-flash-lite,17e6bf,0.4537326695118665,0.11239556035284234
gemini-3.1-flash-lite,1a5c70,0.29134035470000785,0.29134035470000785
gemini-3.1-flash-lite,1a3e47,0.3803824011595649,0.43233023831420836
gemini-3.1-flash-lite,1ad1cc,0.5283398825722327,0.5283398825722327
gemini-3.1-flash-lite,18f66d,0.5489700534904003,0.5489700534904003
gemini-3.1-flash-lite,1acfdd,0.23907875284118155,0.07618713253424172
gemini-3.1-flash-lite,193df9,0.49483279960350657,0.4071940950676958
gemini-3.1-flash-lite,1a9f12,0.4642928191767607,0.4708695696730536
gemini-3.1-flash-lite,1a2169,0.6190633953692354,0.6190633953692354
gemini-3.1-flash-lite,1a2fc7,0.5481308783156539,0.5481308783156539
gemini-3.1-flash-lite,1b3eec,0.1927733988721032,0.1927733988721032
gemini-3.1-flash-lite,1b0094,0.15133153390271462,0.15133153390271462
gemini-3.1-flash-lite,1b984b,0.5625242337775576,0.5625242337775576
gemini-3.1-flash-lite,1ba5bc,0.5457833747015405,0.5457833747015405
gemini-3.1-flash-lite,1b436f,0.39785054717360735,0.39785054717360735
gemini-3.1-flash-lite,1c2bc5,0.567363506451571,0.567363506451571
gemini-3.1-flash-lite,1bafe2,0.21626706370912469,0.21626706370912469
gemini-3.1-flash-lite,1bf5c6,0.725482646345061,0.725482646345061
gemini-3.1-flash-lite,1b307f,0.48865598846106184,0.48865598846106184
gemini-3.1-flash-lite,1c27b9,0.39184799501960865,0.39184799501960865
gemini-3.1-flash-lite,1c381f,0.1698293988592189,0.17722976072094765
gemini-3.1-flash-lite,1ce5f5,0.4465499616743378,0.4481129434750517
gemini-3.1-flash-lite,1d0e96,0.6577669665155348,0.6656470627716675
gemini-3.1-flash-lite,1d1d01,0.015154948580441384,0.015154948580441384
gemini-3.1-flash-lite,00ee0c,0.14627731082635242,0.14627731082635242
gemini-3.1-flash-lite,1b4c8d,0.3128676274507617,0.3128676274507617
gemini-3.1-flash-lite,1d26b4,0.4897460900495676,0.4897460900495676
gemini-3.1-flash-lite,1dd3f0,0.2414510709546448,0.2414510709546448
gemini-3.1-flash-lite,1d99c7,0.26864205396759405,0.13005944841423506
gemini-3.1-flash-lite,1d5a20,0.38576000086831763,0.38576000086831763
gemini-3.1-flash-lite,1de187,0.17930857952475798,0.17930857952475798
gemini-3.1-flash-lite,1e1131,0.531850100909252,0.531850100909252
gemini-3.1-flash-lite,1bc531,0.5514387925321789,0.08075781784372771
gemini-3.1-flash-lite,1c375b,0.3945518611544582,0.2735942702143793
gemini-3.1-flash-lite,1eb64a,0.7299341979328325,0.7299341979328325
gemini-3.1-flash-lite,1e27b2,0.5886470281154627,0.5886470281154627
gemini-3.1-flash-lite,1ed970,0.2663353746967869,0.2663353746967869
gemini-3.1-flash-lite,1f1fff,0.3229317383049466,0.31991515158023964
gemini-3.1-flash-lite,1e79f1,0.5079634437301159,0.5079634437301159
gemini-3.1-flash-lite,1ee232,0.16339568740050536,0.16339568740050536
gemini-3.1-flash-lite,1f192b,0.34285639901853593,0.34285639901853593
gemini-3.1-flash-lite,1f3437,0.6936358983438277,0.536788155366697
gemini-3.1-flash-lite,1dd09f,0.343045587608964,0.18052992926487776
gemini-3.1-flash-lite,1fdbf2,0.26275188566747976,0.26275188566747976
gemini-3.1-flash-lite,1f5664,0.2604515111655695,0.2604515111655695
gemini-3.1-flash-lite,2019ad,0.08927088362701455,0.08927088362701455
gemini-3.1-flash-lite,2089d4,0.7151068786361197,0.7151068786361197
gemini-3.1-flash-lite,2021b7,0.3086888106813014,0.270646717650324
gemini-3.1-flash-lite,1f1736,0.06042166610158728,0.06042166610158728
gemini-3.1-flash-lite,1f0773,0.22278910535689317,0.15105928357178944
gemini-3.1-flash-lite,20eedb,-0.1423090761636886,-0.1423090761636886
gemini-3.1-flash-lite,20beb4,0.4506076675495869,0.4506076675495869
gemini-3.1-flash-lite,20bf03,0.11186145740742023,0.11473310923147988
gemini-3.1-flash-lite,212589,0.21051978685980655,0.21051978685980655
gemini-3.1-flash-lite,2103ee,0.13490730296387077,0.13490730296387077
gemini-3.1-flash-lite,210e46,0.3191921046746915,0.3191921046746915
gemini-3.1-flash-lite,207fd4,0.2899145329798887,0.2088021802386789
gemini-3.1-flash-lite,2154a3,0.3795633214174313,0.3795633214174313
gemini-3.1-flash-lite,217ab4,0.07837248188416568,0.024535743510443492
gemini-3.1-flash-lite,217749,0.37584762035804536,0.37584762035804536
gemini-3.1-flash-lite,215977,0.20746890785072294,0.20746890785072294
gemini-3.1-flash-lite,22411d,-0.149978154090542,-0.06799612376312
gemini-3.1-flash-lite,20e9c6,0.19540289715819317,0.0031159417076347465
gemini-3.1-flash-lite,21d79e,0.1363471325583086,0.1051800460702198
gemini-3.1-flash-lite,221587,0.20056829347643362,0.20056829347643362
gemini-3.1-flash-lite,21c674,0.1425523458357188,0.025080807448857264
gemini-3.1-flash-lite,215727,0.4990357211962662,0.14147383265204863
gemini-3.1-flash-lite,229d89,0.5687482878419805,0.5687482878419805
gemini-3.1-flash-lite,22dd48,0.3045635351786863,0.3045635351786863
gemini-3.1-flash-lite,22eaed,0.23137998739057408,0.23137998739057408
gemini-3.1-flash-lite,2304c8,0.46228455631237936,0.46228455631237936
gemini-3.1-flash-lite,226f76,0.2375303096096884,0.2375303096096884
gemini-3.1-flash-lite,224be3,0.36656639045150863,0.36656639045150863
gemini-3.1-flash-lite,22651b,0.3067463727324394,0.1510812080884832
gemini-3.1-flash-lite,230d6a,0.07063734544482833,0.07063734544482833
gemini-3.1-flash-lite,2298de,0.7343810338980541,0.7343810338980541
gemini-3.1-flash-lite,235508,0.29677086401571307,0.29677086401571307
gemini-3.1-flash-lite,23981a,0.5766092696100777,0.5766092696100777
gemini-3.1-flash-lite,239f23,0.3186155250637123,0.3186155250637123
gemini-3.1-flash-lite,237216,0.4849720827813938,0.4849720827813938
gemini-3.1-flash-lite,2428cc,0.178948869508414,0.178948869508414
gemini-3.1-flash-lite,2336ff,0.33105903732367736,0.33105903732367736
gemini-3.1-flash-lite,24425e,0.3738855800442479,0.3738855800442479
gemini-3.1-flash-lite,244817,0.42265700473833,0.42265700473833
gemini-3.1-flash-lite,244dfc,0.32272812199453016,0.32272812199453016
gemini-3.1-flash-lite,233a4c,0.5001016949251325,0.5812689073926108
gemini-3.1-flash-lite,24776f,0.2187370650479752,0.2187370650479752
gemini-3.1-flash-lite,23b246,0.37152801456922513,0.37085630127594427
gemini-3.1-flash-lite,2481a3,-0.002239768147428999,-0.002239768147428999
gemini-3.1-flash-lite,23f03c,0.3031931735878567,-0.035761947569100346
gemini-3.1-flash-lite,24f619,0.6131425386832229,0.20939966941334168
gemini-3.1-flash-lite,2511d9,0.22549729782251723,0.22549729782251723
gemini-3.1-flash-lite,256121,0.3693739473373661,0.3693739473373661
gemini-3.1-flash-lite,251672,0.052395427115843246,0.052395427115843246
gemini-3.1-flash-lite,25426d,0.47905145754099243,0.47905145754099243
gemini-3.1-flash-lite,256ef1,0.5391551386088654,0.5391551386088654
gemini-3.1-flash-lite,25265d,0.18188125404229502,0.18170049489707701
gemini-3.1-flash-lite,249820,0.047644291977429386,-0.011735269504070812
gemini-3.1-flash-lite,1fac04,0.02594428064258402,-0.00829265999348463
gemini-3.1-flash-lite,2586ee,0.5318560436187016,0.5318560436187016
gemini-3.1-flash-lite,259405,-0.04057458147022366,-0.04057458147022366
gemini-3.1-flash-lite,25c458,0.4893126077384914,0.44880935992233084
gemini-3.1-flash-lite,203a7b,0.28934688447931517,0.15135241663616217
gemini-3.1-flash-lite,25d5bc,0.12591323128602616,0.12591323128602616
gemini-3.1-flash-lite,25acbb,-0.03578645876360638,-0.03578645876360638
gemini-3.1-flash-lite,25d2e6,0.15133787672701904,0.15133787672701904
gemini-3.1-flash-lite,24ff3e,0.49357118604237404,0.30309143971510244
gemini-3.1-flash-lite,26781f,-0.1246893833624258,-0.1246893833624258
gemini-3.1-flash-lite,25e2f5,0.3813080041268913,0.3813080041268913
gemini-3.1-flash-lite,268f27,0.15432633769023796,0.15432633769023796
gemini-3.1-flash-lite,2675a8,0.3627560347255656,0.3627560347255656
gemini-3.1-flash-lite,26fb2d,0.7372311333049102,0.6558584916529064
gemini-3.1-flash-lite,2711d3,0.06476679873134891,0.06476679873134891
gemini-3.1-flash-lite,25bf7b,0.35832271291792916,0.35832271291792916
gemini-3.1-flash-lite,271112,0.5917682749893061,-0.050678680745528365
gemini-3.1-flash-lite,27b0cb,0.6545075551745794,0.6545075551745794
gemini-3.1-flash-lite,27d67e,0.13080824446024986,0.1396817644717575
gemini-3.1-flash-lite,28422f,0.6166519684559977,0.5564838598256334
gemini-3.1-flash-lite,27f3f7,0.465896426503672,0.465896426503672
gemini-3.1-flash-lite,27e29a,0.24957706920406553,0.24957706920406553
gemini-3.1-flash-lite,26c4ef,0.6269632949584203,0.6269632949584203
gemini-3.1-flash-lite,274fcc,-0.01867051967047728,-0.01867051967047728
gemini-3.1-flash-lite,285c1c,0.5244818578467746,0.47761385635471615
gemini-3.1-flash-lite,28d46f,0.3692513923863167,0.3692513923863167
gemini-3.1-flash-lite,286b3f,0.718662430219442,0.739811558977222
gemini-3.1-flash-lite,286cb0,0.3497978551933183,0.3497978551933183
gemini-3.1-flash-lite,287cec,0.43678919333084626,0.43272856616725236
gemini-3.1-flash-lite,28867f,-0.018063747793443323,-0.018063747793443323
gemini-3.1-flash-lite,28cf69,0.2835438974574412,0.2835438974574412
gemini-3.1-flash-lite,290bcd,-0.03901436265683521,-0.04350214927167053
gemini-3.1-flash-lite,27c37d,0.3982132086128396,0.49252603297626996
gemini-3.1-flash-lite,28a531,0.6783580043534594,0.6783580043534594
gemini-3.1-flash-lite,2917cc,0.4892819313738396,0.4892819313738396
gemini-3.1-flash-lite,29d7dd,0.1649400224617114,0.1649400224617114
gemini-3.1-flash-lite,2a1907,0.49472213187488784,0.49472213187488784
gemini-3.1-flash-lite,297a9c,0.3743020374726721,0.3743020374726721
gemini-3.1-flash-lite,29227b,0.10431855605790077,0.14897502386670655
gemini-3.1-flash-lite,2a4ccc,0.31504041333616106,0.31504041333616106
gemini-3.1-flash-lite,2a5307,0.45882047045877433,0.45882047045877433
gemini-3.1-flash-lite,2a4b2d,0.5591543987135705,0.5591543987135705
gemini-3.1-flash-lite,29b4ce,0.16075422526594674,0.16075422526594674
gemini-3.1-flash-lite,2a8ea5,0.05458725532840972,0.05390322403017107
gemini-3.1-flash-lite,2a8f6b,0.2448770938454193,0.2448770938454193
gemini-3.1-flash-lite,2a97ca,0.20188191908196834,0.214504459165989
gemini-3.1-flash-lite,299635,0.1770492180778478,0.1770492180778478
gemini-3.1-flash-lite,2a3bf3,0.11815178228925835,0.027482998336337883
gemini-3.1-flash-lite,2ad4e3,0.0720393741005036,0.0720393741005036
gemini-3.1-flash-lite,2ad31e,0.11180682943505499,0.11180682943505499
gemini-3.1-flash-lite,2adbfe,0.5096547572392773,0.5343238837443645
gemini-3.1-flash-lite,2ab326,0.1825983190527199,0.10371605638927442
gemini-3.1-flash-lite,2b30aa,0.3155555356064449,0.3155555356064449
gemini-3.1-flash-lite,2ab8bb,0.24779645535462605,0.48517401615434225
gemini-3.1-flash-lite,2b48a6,0.07894444886449198,0.07894444886449198
gemini-3.1-flash-lite,2b56f2,-0.06973976868280435,-0.06973976868280435
gemini-3.1-flash-lite,257df7,0.20861168474598957,0.12296122428260758
gemini-3.1-flash-lite,2ad467,0.5265938474741825,0.41932768508967067
gemini-3.1-flash-lite,2aff6a,0.20482219781316302,0.20076954350461113
gemini-3.1-flash-lite,2b837f,0.10827340076300355,0.10827340076300355
gemini-3.1-flash-lite,2b0b4e,0.41354337114755857,0.4012003313456597
gemini-3.1-flash-lite,298ce9,0.34872882725824117,0.34872882725824117
gemini-3.1-flash-lite,2bb7d4,0.35411554194021677,0.35411554194021677
gemini-3.1-flash-lite,2c9c76,0.519085087577743,0.519085087577743
gemini-3.1-flash-lite,2c6579,0.6957188391342851,0.6957188391342851
gemini-3.1-flash-lite,2c663c,0.3397241085309606,0.3397241085309606
gemini-3.1-flash-lite,2cf681,0.6134236532437425,0.5982194163907775
gemini-3.1-flash-lite,2b7751,0.34972032604140235,0.42718423755862284
gemini-3.1-flash-lite,2c9ce5,0.5545552076700186,0.5545552076700186
gemini-3.1-flash-lite,2cb6b4,0.4627754844875195,0.4627754844875195
gemini-3.1-flash-lite,2b80bb,-0.07373271603027312,-0.07373271603027312
gemini-3.1-flash-lite,2d23e1,0.481772958103771,0.481772958103771
gemini-3.1-flash-lite,2e5cd6,0.6661554098111302,0.6661554098111302
gemini-3.1-flash-lite,2c29d4,-0.006145146832146229,-0.006145146832146229
gemini-3.1-flash-lite,2d86fb,0.11212542316847357,0.10926140407055124
gemini-3.1-flash-lite,2dfd9c,0.2530371328284988,0.2530371328284988
gemini-3.1-flash-lite,2ef49e,0.7539261315639392,0.7539261315639392
gemini-3.1-flash-lite,2e93e6,0.5927037978271994,0.5927037978271994
gemini-3.1-flash-lite,2d170d,0.3470535814651201,0.09311507507422252
gemini-3.1-flash-lite,2ea01b,0.13788006018839366,0.13788006018839366
gemini-3.1-flash-lite,2f0568,0.2317851123168678,0.2317851123168678
gemini-3.1-flash-lite,2f6fcd,0.4464616142641419,0.38948730552853333
gemini-3.1-flash-lite,2d811c,0.09207263154006984,0.09207263154006984
gemini-3.1-flash-lite,2e122d,0.4180920821875812,0.48205099258731654
