image_id,category,gt_entropy_bits,gt_entropy_norm,height,width
d28ecf,poster,19.530627678199135,0.9441263216234704,1125,1500
7d1335,web,18.49334512015279,0.9442624727758262,768,1024
4571a8,web,18.640132960196297,0.9336038441783542,800,1280
700dbf,web,18.741878170609954,0.9386998228267771,800,1280
ffdc28,desktop,17.51535883316036,0.8999903153379267,660,1094
1bc531,poster,19.541105442156443,0.9230597387957257,1152,2048
2e5cd6,desktop,17.399828934542857,0.899273165423443,667,1001
bcdde6,web,18.284882497127125,0.9336184583684466,768,1024
81e5e3,desktop,17.373633705374317,0.8949940866075646,665,1049
3f3349,web,19.745585341449313,0.9420160498187166,1080,1890
e8b226,desktop,18.443896716345204,0.93839128996594,670,1232
3aecb7,desktop,17.972607198930582,0.9386066183444208,664,875
67225a,desktop,17.183581389620073,0.8988417832654291,666,854
5062ba,desktop,17.565760707464168,0.9157721548003671,668,890
529ce0,desktop,17.85852360738181,0.9168002925171139,665,1099
07950c,desktop,16.578079533245905,0.8461565029687277,667,1185
700a42,mobile,20.131940241107014,0.9594082216109991,1920,1080
a69a78,mobile,19.84147032984616,0.94556558063071,1920,1080
5bcc14,mobile,19.564243178206056,0.9323540369169934,1920,1080
e93e5e,poster,16.482371759770515,0.9178933673102755,424,600
80e107,mobile,19.321122470675082,0.9207678707126636,1920,1080
371069,mobile,19.989821062114373,0.9526353866462035,1920,1080
78666b,mobile,19.94193511825449,0.9503533329698786,1920,1080
2b80bb,mobile,19.63211963942502,0.9355887591627094,1920,1080
39f80c,mobile,20.162494410957738,0.9479708326671371,2340,1080
8d7422,poster,16.089701228911935,0.9294989422296707,325,500
ab791d,poster,19.566181519948408,0.9778114479987384,1600,660
6e6daf,poster,18.04777929113984,0.9538858549847626,820,605
cd91c5,mobile,19.197875412934742,0.9148944060058687,1920,1080
c3c939,web,18.65677891268757,0.934437568125981,800,1280
009085,web,18.21337345700053,0.912229301755615,800,1280
09d1d9,poster,19.10520639735322,0.9104781692014314,1920,1080
48582c,poster,20.849533603101914,0.9230799611356703,2100,3000
a9793b,web,18.411106939135905,0.9221329188295146,800,1280
b28a85,web,18.58067192344116,0.9306256973694248,800,1280
b8a1c2,poster,19.134549547000603,0.9038553299407986,1152,2048
4093f0,poster,18.73297803887258,0.8848863676936172,1152,2048
48806f,web,18.773014296970427,0.9402592970711419,800,1280
b93b7e,web,18.944284759644876,0.9488374956649243,800,1280
21d79e,web,18.809997258052313,0.9465256877284643,800,1200
5a64a8,web,18.20330983224025,0.9117252582070724,800,1280
38dec1,poster,20.345891042624864,0.9493913461359408,1615,1750
d165df,desktop,17.900923353071928,0.9136753550959029,667,1185
daaa3f,desktop,18.286150190066678,0.9158743743472315,800,1280
cf477d,web,19.39743753013758,0.9253393656989519,1080,1892
46e6ec,desktop,18.27994052937286,0.9329048066039671,667,1187
5b5a0c,desktop,18.70627409373705,0.9412877967832447,665,1444
c7e7cd,desktop,18.820596928407394,0.9482363282531241,666,1417
fcac91,desktop,17.759834513441803,0.9023851625189142,665,1264
d5f959,desktop,18.14879585452085,0.9263269368781906,667,1185
c9e860,desktop,18.11067343551754,0.9247332916352294,663,1186
9b2668,desktop,18.39417486347675,0.938780180456611,666,1188
3b6541,mobile,20.003137948533794,0.9532700165012518,1920,1080
6cb6d4,mobile,19.969671915591583,0.9516751584416245,1920,1080
599a18,mobile,20.017177073043598,0.9539390653518649,1920,1080
b33b46,mobile,19.524204804599325,0.9304459672347779,1920,1080
7cf580,poster,17.373895357331406,0.9454000221221487,681,500
b36130,mobile,19.665292373313616,0.9371696397556811,1920,1080
4e14f5,mobile,19.591403069943667,0.9336483693618077,1920,1080
4193f2,mobile,19.466284320656968,0.9276857072782875,1920,1080
d31d43,poster,16.30481434623598,0.907862657371988,357,714
3ea1d8,mobile,20.12190428935407,0.9589299480562324,1920,1080
dc2864,poster,18.13993425563482,0.9381106625637221,715,926
a16835,poster,17.42382742219664,0.9201586595059844,626,801
e948ad,poster,17.93817484515801,0.9420024028538501,900,600
18230e,web,17.804123943024138,0.9090711275228918,768,1024
d2c979,poster,18.445832628030914,0.9406296174984956,1067,750
e946d8,mobile,20.169817361652434,0.9612132945660651,1920,1080
31b0f0,web,18.328781604001783,0.9358599284183914,768,1024
ffd262,web,18.395405177409188,0.9392617002320955,768,1024
6e6737,web,18.19394716503634,0.9507850946632049,800,720
e0f578,poster,19.031402547586364,0.9243181873789432,1578,1000
a2d191,web,17.575501837611128,0.9184661814638753,800,720
4ab184,poster,19.854744567077688,0.9461981779950484,1920,1080
71e30d,web,18.615675817460122,0.9324315494699045,800,1279
d9baa1,web,18.44322469258333,0.9237415585398062,800,1280
5eb5e5,desktop,17.440944113771117,0.8840162348310957,666,1305
5073f5,web,18.466910125160663,0.9249278596757716,800,1280
96f6e0,web,18.660038575819108,0.9346008305896569,800,1280
5f562b,poster,20.418375829553845,0.9562542429695621,1785,1500
42b098,desktop,18.14823018867491,0.9261256341776355,667,1188
0eb2be,desktop,17.621492106874356,0.8995560369752347,665,1186
0720ce,desktop,16.79036044354631,0.8705210920372778,640,1000
512240,desktop,18.132182666345408,0.9222266546540788,666,1245
2c663c,desktop,18.069724697527207,0.9224377731213765,665,1186
ab9e2a,desktop,17.60744559771517,0.8986280210059232,666,1188
d320e4,desktop,18.151498410581702,0.9265672460505329,666,1185
0ff0be,desktop,18.028607088597155,0.9201352668908154,667,1186
f38ac2,mobile,17.931517843372042,0.9445741343334649,960,540
96d95b,mobile,17.511264004329874,0.9224365267042091,960,540
f96a6e,mobile,19.481134462065164,0.9283934059694459,1920,1080
f05508,poster,18.352892828590328,0.9133033770492822,800,1400
2e9a8b,mobile,19.076788022894227,0.9091238624741986,1920,1080
2b7751,mobile,19.206162080959714,0.9152893156538064,1920,1080
e69624,mobile,20.21647593329344,0.9634368565628171,1920,1080
39fa7c,mobile,19.61046793964698,0.9345569252445614,1920,1080
6b51ee,mobile,19.494978767173805,0.9290531705020566,1920,1080
1c2bc5,poster,16.793816336845296,0.9278951952358752,543,517
020ba5,mobile,19.86412788121848,0.9466453494362914,1920,1080
c41f2f,poster,18.174294819282842,0.9468440083290273,1000,600
b5edbf,poster,19.04394851716715,0.9506504221095725,1430,750
f68906,poster,19.34931968999857,0.9556432808815796,1554,801
16a273,web,18.120424847551234,0.9252213195140917,768,1024
8b12a0,poster,18.33843766205196,0.9221437775489743,792,1224
856a72,web,18.26010557739199,0.9188549446617497,800,1200
7aad84,poster,19.260806628826945,0.9178934575230033,1920,1080
b67326,web,18.262196193164826,0.9189601451838451,800,1200
63aef5,poster,19.71756497508509,0.9396607441054818,1920,1080
2b48a6,web,17.34918115791689,0.9144800992289892,714,720
a3d37d,web,17.924289524348787,0.8977503347122908,800,1280
5b04c4,web,18.305972651586398,0.9346953128407743,768,1024
45d01a,poster,19.618859500798642,0.926732593500544,1152,2048
7f6c14,web,18.478011136146108,0.9434795259610893,768,1024
52fbfe,desktop,17.94606652765834,0.9159669504990979,666,1187
14a7b0,web,19.259680021879007,0.9188346347422707,1080,1890
d8d91d,desktop,17.978305353840202,0.9175110527433848,667,1187
869868,web,19.188700198223874,0.915515067537688,1080,1888
c35930,desktop,17.864552872808346,0.9118630858007841,666,1186
c6a670,desktop,17.646427604255138,0.9238133296222306,665,846
1ce5f5,desktop,16.880696911451096,0.8722805508804821,668,1002
61ea3d,desktop,17.70494755044829,0.9030611842029925,779,1024
55079d,desktop,18.090465216962087,0.9303042987156708,668,1069
fafbcc,desktop,18.084014254233047,0.9230650864276586,666,1186
949207,desktop,18.096853532884722,0.9238226676282635,665,1186
aff2b7,mobile,17.570744121348255,0.9255697461301071,960,540
10b93c,mobile,17.45186541573709,0.9193076019310394,960,540
f21770,mobile,17.264797139817908,0.9094534525873504,960,540
5b5e85,mobile,19.638261313602698,0.9358814469329864,1920,1080
064f44,mobile,18.582260185603953,0.8855566321312922,1920,1080
b7690d,poster,18.627846733046,0.9321517517050266,900,1152
00d37d,mobile,19.81741014302426,0.9444189677968763,1920,1080
3c29dc,poster,19.7007018950694,0.9603559230965678,1844,812
a4f49f,mobile,19.553575850481877,0.9318456744939667,1920,1080
b46333,poster,17.53889494528182,0.9169011200039286,652,879
25d5bc,poster,18.241563055625967,0.9559391962655948,907,612
52b67f,mobile,20.117314612566673,0.9587112223103962,1920,1080
9f2268,poster,18.47069688117819,0.9519753049329828,990,700
7d61f6,poster,19.06592605645514,0.9593851093958029,1037,926
39a8fb,poster,18.86504148518949,0.9609328403367947,1250,650
2ea01b,poster,18.812332945798083,0.950976202123366,1288,700
70d755,mobile,19.78803626952158,0.9303651044818733,2340,1080
0f858f,web,17.50371792407852,0.9147148748120368,800,720
bbc4d8,web,18.030351914321415,0.9422358818658656,800,720
ddc145,web,17.833991159275577,0.9094501851027826,800,1000
e0966a,poster,18.41432954973184,0.9103017744868837,1280,960
1d1d01,web,17.651189629965756,0.9224214982604986,800,720
042af0,web,18.212570075870175,0.912240581657799,800,1279
3a7320,desktop,17.692866677065005,0.9033244130034972,666,1182
7881e5,web,18.35789693727284,0.9373465451668271,768,1024
a0e299,web,18.306396049136406,0.9211842975054564,800,1200
73386c,desktop,18.081139576388793,0.9192050634578351,667,1251
ecd2f0,web,19.20104643355232,0.9158375683967183,1080,1896
387531,desktop,18.666914819651996,0.9538471694205257,667,1167
538ccc,desktop,17.589129804376377,0.9198471365625798,668,854
009d6b,desktop,17.960916912523608,0.9253985990580059,668,1042
6581b4,desktop,17.771232370682334,0.9112623016167561,627,1184
e3d8f9,desktop,17.884016340026864,0.9131503999238364,768,1024
f01758,desktop,17.23970238838916,0.9195567786069822,668,659
6a4f04,web,18.65934820179144,0.8900646808961591,1080,1894
623ccb,mobile,17.856208580411728,0.9406070868983633,960,540
6e09d5,mobile,17.877487200833585,0.9417279755281127,960,540
8bc82b,desktop,17.752879137586575,0.9061754109131532,667,1184
cc787e,mobile,17.323078328231805,0.9125235163474202,960,540
eb529b,mobile,18.069037706449627,0.9518182341779285,960,540
22411d,poster,15.756215782387084,0.9055950280874484,360,480
c9131a,poster,16.716258977975404,0.9439865182951164,401,534
b602c0,poster,16.445869784080358,0.9372476188428571,500,383
e8d8ff,mobile,19.308754759727602,0.9201784747864185,1920,1080
aa635a,mobile,19.888072375972012,0.947786448846171,1920,1080
661e84,mobile,19.840583802028696,0.9455233322400146,1920,1080
93562f,mobile,20.162473822571283,0.9608633306934428,1920,1080
935ba3,mobile,19.94697533276628,0.9505935295521939,1920,1080
935066,poster,20.256324731680806,0.9699146088246928,2200,880
a26a7d,poster,19.690124243010665,0.9638533276705094,1738,812
0b81bd,poster,19.03730211896525,0.8992616703964815,1152,2048
4afbad,web,17.99370355224246,0.92536332293239,697,1024
9e5e48,poster,19.502014197791915,0.9212131926052284,1152,2048
a8f62a,poster,19.55416113248731,0.9631346003107735,1437,900
8dcfba,web,18.17567281932744,0.9280422578627952,768,1024
b02b39,web,18.80560238793094,0.9418914939583709,800,1280
e7e0d0,web,17.89965254930427,0.9354057527568259,800,720
8bcc12,web,17.81605172580153,0.9310369142542756,800,720
e7022f,web,17.694137460510998,0.8862230107386169,800,1280
82a8ca,web,17.323021745741247,0.8833931335112233,800,1000
3250cb,web,18.05482295275726,0.9085250506806162,800,1200
285c1c,desktop,17.81680934273409,0.9093696658338097,666,1187
d924c7,web,18.783890625270438,0.940804045433888,800,1280
555c68,desktop,17.649164567601673,0.9007694643299105,667,1186
ea4596,desktop,17.519320904272682,0.9137117406702522,666,888
6f11a2,desktop,17.19381674701211,0.8795823262972763,667,1149
ccf32c,desktop,17.490676158015702,0.9042383708918961,667,997
f4d6e9,desktop,17.932939255471027,0.9152969347351838,666,1187
2fe128,desktop,17.8925073229279,0.9217140780128091,667,1046
583824,desktop,17.198738211327278,0.8845700296055444,668,1067
40f316,desktop,17.930049301668358,0.9016030777105224,758,1279
4867f6,mobile,17.986508912952594,0.9474708853167801,960,540
7e3369,mobile,17.681142671336367,0.9313851832669714,960,540
12a0ed,mobile,17.27749946163693,0.9101225696549087,960,540
74e427,mobile,19.92640329661263,0.9496131481093368,1920,1080
eed5f3,poster,15.805726777441949,0.916210996513945,260,600
5f07a6,mobile,20.078443307419896,0.9568587704703883,1920,1080
51e73b,poster,15.332328172487252,0.8837337253095067,334,500
163518,mobile,19.8293183543234,0.944986465796982,1920,1080
943fdb,mobile,18.93746034619485,0.9024840594088985,1920,1080
e8739a,poster,21.41790073135533,0.967668798911616,3160,1456
c9b04c,poster,16.522278836243576,0.9281841656903048,302,756
f861f0,poster,15.712738060370434,0.8710237861192227,449,600
605f70,mobile,19.6407543335568,0.9360002543510475,1920,1080
0c21ef,mobile,19.223697784107756,0.9161249975389338,1920,1080
01d4b9,poster,18.72571812776332,0.9817918938959517,1103,500
fdc3d7,web,17.90419024049232,0.9356428848704155,800,720
0f712c,web,17.51684262298837,0.8932770922456932,800,1000
2a97ca,web,18.37083563299836,0.9380071895630083,768,1024
47293c,web,18.223553187216396,0.9170156155127642,800,1200
