model,run,image_id,category,n_points,CC,SIM,KL
gpt-5.4-mini,2,1a9f12,desktop,39,0.33046512100762565,0.436070585605852,1.2263611881267251
gpt-5.4-mini,3,1a9f12,desktop,38,0.1587947510563143,0.37952193441792664,1.376049640487862
gpt-5.4-mini,2,1acfdd,web,40,-0.0014541287320919464,0.21439006754401757,2.946293799806703
gpt-5.4-mini,3,1acfdd,web,45,0.021837200290360913,0.23349417467285694,2.4532046600009436
gpt-5.4-mini,1,1b0094,poster,41,-0.10592787524702929,0.3078649496217931,2.8689253104565253
gpt-5.4-mini,1,1b3eec,web,42,-0.03164042988111082,0.29453934244836716,3.487357572180282
gpt-5.4-mini,3,1b0094,poster,40,-0.1868777190066249,0.26497927767297713,3.5780883133273433
gpt-5.4-mini,2,1b0094,poster,40,-0.08877124918973972,0.3041019727362581,3.0162518362389927
gpt-5.4-mini,2,1b3eec,web,39,0.16780177975023242,0.36339544927880213,1.5161598812845745
gpt-5.4-mini,3,1b3eec,web,40,0.43417243660608684,0.4476458323517583,1.029721506402618
gpt-5.4-mini,1,1b436f,desktop,40,0.314788369613464,0.4041348347796096,1.193225172425321
gpt-5.4-mini,2,1b436f,desktop,40,0.35357722822144066,0.397828493724557,1.1577928831187547
gpt-5.4-mini,3,1b436f,desktop,41,0.24113529260969416,0.3732963284568921,1.212815098865799
gpt-5.4-mini,1,1b307f,mobile,42,0.13084325419940826,0.27353386970952187,2.707771556762277
gpt-5.4-mini,2,1b307f,mobile,37,0.15928212415597637,0.27270537429947866,3.239574761826948
gpt-5.4-mini,3,1b307f,mobile,36,0.22781677022771976,0.31300838988896285,2.1225395714842556
gpt-5.4-mini,1,1b984b,desktop,40,0.4591484299005839,0.415281123872959,1.1342487086785018
gpt-5.4-mini,2,1b984b,desktop,38,0.3992365244011462,0.36376898567468896,1.3194180167167187
gpt-5.4-mini,3,1b984b,desktop,47,0.4615214526746372,0.4426829117400246,1.14700836004321
gpt-5.4-mini,1,1ba5bc,web,37,0.2942449475930519,0.3681711202486355,1.370438400010058
gpt-5.4-mini,2,1ba5bc,web,45,0.5219016118110077,0.46294696064635,0.956699794604408
gpt-5.4-mini,3,1ba5bc,web,41,0.32576900186457636,0.38012749181781086,1.1627481651601352
gpt-5.4-mini,1,1bafe2,web,44,0.24131463265033673,0.28746262305325515,1.550651076696598
gpt-5.4-mini,3,1bafe2,web,39,0.13474925247877279,0.2573247216083729,1.9688064474852838
gpt-5.4-mini,2,1bafe2,web,45,0.03135476105545641,0.23585589151907102,2.6273809231332876
gpt-5.4-mini,2,1b4c8d,poster,44,0.20270719797108147,0.29374355076604863,3.6187673332048775
gpt-5.4-mini,1,1b4c8d,poster,40,0.23193679559775396,0.32177193034628543,2.8945307773085522
gpt-5.4-mini,3,1b4c8d,poster,40,0.1804735748810578,0.27405023392038036,4.0297319351125305
gpt-5.4-mini,2,1bf5c6,desktop,41,0.5264203683717492,0.5038269639077657,0.7927587188934233
gpt-5.4-mini,1,1bf5c6,desktop,40,0.669446499068814,0.5897167819852679,0.6154631837259988
gpt-5.4-mini,3,1bf5c6,desktop,39,0.6085148964869982,0.5400077661783241,0.7647294501534453
gpt-5.4-mini,2,1c2bc5,poster,41,0.10191068032628622,0.3572820343565271,1.2534347681930025
gpt-5.4-mini,1,1c2bc5,poster,37,-0.016075523050080413,0.3145776631330539,1.8546660800421113
gpt-5.4-mini,2,1c27b9,web,45,0.37165165939818545,0.278939785988256,2.577333091775607
gpt-5.4-mini,3,1c2bc5,poster,40,0.17033463217681927,0.38605578525884254,1.41033474906704
gpt-5.4-mini,1,1c27b9,web,46,0.2598320118168917,0.2741398279248279,2.5129882962125487
gpt-5.4-mini,3,1c27b9,web,45,0.11827405728595906,0.22822683942744665,3.1663146534332034
gpt-5.4-mini,2,1c381f,desktop,46,0.21009173046385143,0.24608114914911294,2.333191979579201
gpt-5.4-mini,1,1bc531,poster,38,0.12409942087089551,0.2882638671482332,3.8915862586126915
gpt-5.4-mini,1,1c381f,desktop,40,0.06336864001099582,0.17952936633461378,2.712274294528557
gpt-5.4-mini,2,1bc531,poster,41,0.17667315247959903,0.33731149284137085,2.1553872593039847
gpt-5.4-mini,3,1bc531,poster,40,0.1440064391618083,0.29740961854795234,3.4491417825177724
gpt-5.4-mini,3,1c381f,desktop,47,0.08737171133088821,0.19817795269023272,2.960614224371205
gpt-5.4-mini,1,1ce5f5,desktop,39,0.2552401737252338,0.24382068435845455,1.8936235456312724
gpt-5.4-mini,2,1ce5f5,desktop,45,0.3472662932352403,0.2832346294654842,1.665441713455944
gpt-5.4-mini,3,1ce5f5,desktop,40,0.14573671551415787,0.21216416575363756,2.233415985696344
gpt-5.4-mini,1,1d0e96,desktop,42,0.6278334004546562,0.5877477420057327,0.6209174306472517
gpt-5.4-mini,2,1d0e96,desktop,40,0.7264031215671716,0.6412933086430239,0.5353960229728163
gpt-5.4-mini,1,1d1d01,web,40,0.15293610023768195,0.3008431891142376,1.451211873862615
gpt-5.4-mini,3,1d0e96,desktop,43,0.5470567612691211,0.5127497483465373,0.834752370290878
gpt-5.4-mini,2,1c375b,mobile,36,0.2070147990666534,0.35604365383610465,2.848416862008142
gpt-5.4-mini,2,1d1d01,web,41,0.18863725375560295,0.3347241136319141,1.4375336816093762
gpt-5.4-mini,1,1c375b,mobile,35,0.2856662035352324,0.36572049425196534,2.1678657846805134
gpt-5.4-mini,3,1d1d01,web,45,0.07971690535397111,0.3203971321319281,1.6675317526775872
gpt-5.4-mini,3,1c375b,mobile,40,0.10999121038320621,0.3322720490133144,2.9873436083596494
gpt-5.4-mini,1,1d26b4,web,40,0.19422277362358653,0.22086243765038466,3.2991313979192554
gpt-5.4-mini,2,1d26b4,web,40,0.15399928867202348,0.23644975984025424,2.3261769585151453
gpt-5.4-mini,3,1d26b4,web,41,0.2489080283524821,0.3015872253238795,1.713592180307093
gpt-5.4-mini,1,1d5a20,web,46,0.5066483570613594,0.45787272003662066,1.1745220117479052
gpt-5.4-mini,2,1d5a20,web,45,0.4996869714627121,0.4502344632678593,1.128045565795612
gpt-5.4-mini,3,1d5a20,web,40,0.4816970818689963,0.43098857899309373,1.1221432616241023
gpt-5.4-mini,1,1d99c7,web,39,0.1612563188569655,0.3232074309202262,2.3076820271755443
gpt-5.4-mini,2,1d99c7,web,39,0.28006129970214855,0.3497893081023703,1.4750650931248608
gpt-5.4-mini,3,1d99c7,web,39,-0.10269643129274325,0.26987835634783847,5.697877061349718
gpt-5.4-mini,1,1dd3f0,desktop,40,0.10871663474873575,0.29362531153980836,1.8137804850317636
gpt-5.4-mini,2,1dd3f0,desktop,40,-0.08331590573712236,0.20319812663683393,5.877993955347946
gpt-5.4-mini,3,1dd3f0,desktop,43,-0.07491421699706095,0.17659724866460044,4.25301469805371
gpt-5.4-mini,1,1de187,poster,39,0.15644944867755906,0.3441811984610762,1.861334523761247
gpt-5.4-mini,2,1de187,poster,40,0.17085740806499075,0.3428594522778095,1.9881813764976737
gpt-5.4-mini,3,1de187,poster,40,0.1243066364829826,0.31176874428075485,2.319796584345855
gpt-5.4-mini,2,1e1131,poster,42,0.16523696061453413,0.3551661444590193,1.784905932527925
gpt-5.4-mini,1,1e1131,poster,41,0.24690645304763265,0.3602651983842004,1.3807533671738774
gpt-5.4-mini,3,1e1131,poster,41,0.33871766726779684,0.37232357545719313,1.2233151561499571
gpt-5.4-mini,1,1dd09f,mobile,40,0.06014003842097737,0.23119871194516012,3.619801409693112
gpt-5.4-mini,1,1e27b2,desktop,40,0.2638448716975086,0.3507501629443698,1.4758924173864323
gpt-5.4-mini,2,1dd09f,mobile,37,0.022336645622746204,0.2152327681200767,5.076876559160176
gpt-5.4-mini,3,1e27b2,desktop,40,0.4980508129758178,0.44325058369751197,1.3626190027900682
gpt-5.4-mini,2,1e27b2,desktop,45,0.3994490851387468,0.3956777056902927,1.3250772744438655
gpt-5.4-mini,3,1dd09f,mobile,36,-0.033744991091819415,0.19336642142350974,5.2434610972619415
gpt-5.4-mini,1,1e79f1,web,40,0.2648732201045633,0.3288152401149175,1.8295860697177337
gpt-5.4-mini,1,1eb64a,mobile,39,0.46452783582867985,0.4300930652993716,1.6243984292520153
gpt-5.4-mini,2,1e79f1,web,41,0.2516357415484247,0.33376802244745196,1.8064021771682044
gpt-5.4-mini,2,1eb64a,mobile,39,0.47778494880781325,0.435578848425354,1.6353402525835956
gpt-5.4-mini,3,1e79f1,web,40,0.1833652203465216,0.31616065996705706,1.9421248111058873
gpt-5.4-mini,3,1eb64a,mobile,40,0.15426835675538703,0.3284359715184917,2.263321419420368
gpt-5.4-mini,2,1ed970,desktop,41,0.19494828155076604,0.28238342984593023,1.6624117038782276
gpt-5.4-mini,1,1ed970,desktop,38,0.28495015104846627,0.2798195974984412,1.5675206924655138
gpt-5.4-mini,3,1ed970,desktop,39,0.3856154082336045,0.31616886401508193,1.3895961844301117
gpt-5.4-mini,2,1ee232,web,40,0.07687721481618756,0.3856385916854893,1.4858778588427186
gpt-5.4-mini,1,1ee232,web,40,0.13367721211708322,0.4084175343928279,1.2782031714313236
gpt-5.4-mini,3,1ee232,web,45,0.1503708675330448,0.41036637385940133,1.2326308883442134
gpt-5.4-mini,1,1f192b,web,38,0.2777872148134558,0.30760475384705915,2.0791243311983565
gpt-5.4-mini,2,1f192b,web,39,0.2581919071822656,0.3389794425773423,1.7587444848602267
gpt-5.4-mini,2,1f0773,mobile,40,0.044639586531469044,0.31269974348580254,3.2464447069027935
gpt-5.4-mini,1,1f0773,mobile,39,0.15157892327346714,0.31044402007735505,3.4652406004261924
gpt-5.4-mini,3,1f0773,mobile,38,0.1670210849620009,0.3674508035865576,3.285852586536919
gpt-5.4-mini,3,1f192b,web,39,0.17683628538369298,0.29358181002747397,1.6815240832779006
gpt-5.4-mini,2,1f1fff,desktop,39,0.5296806491161141,0.42597797573870066,1.0047195020733406
gpt-5.4-mini,3,1f1736,mobile,37,0.19886367438578584,0.28042932743122556,2.7983250520076886
gpt-5.4-mini,2,1f1736,mobile,35,0.26122595521495623,0.2937044870843302,2.407241902745992
gpt-5.4-mini,1,1f1736,mobile,39,0.14824628013814922,0.28362878799841873,2.997931012626095
gpt-5.4-mini,3,1f1fff,desktop,41,0.21248340455023276,0.33981641607750335,1.483295936772836
gpt-5.4-mini,1,1f1fff,desktop,39,0.1727468170950595,0.30718086866713634,1.6334817072970416
gpt-5.4-mini,1,1f3437,desktop,40,0.6319846420857127,0.49454543553620117,0.9858194974523293
gpt-5.4-mini,2,1f3437,desktop,36,0.6506487909799441,0.5455154416833342,0.9825297278889253
gpt-5.4-mini,3,1f3437,desktop,40,0.6585637883040165,0.48807869410234467,0.9743243347256442
gpt-5.4-mini,1,1fdbf2,desktop,39,0.3516473243966547,0.43792208861903836,1.1712527599343459
gpt-5.4-mini,2,1fdbf2,desktop,41,0.19909523278141328,0.40380558667835087,1.2553899064476233
gpt-5.4-mini,3,1fdbf2,desktop,42,0.15092665172790498,0.4007839261512757,1.4662805497650941
gpt-5.4-mini,2,1f5664,poster,40,-0.11526137280336016,0.2626903008426878,2.986656002428519
gpt-5.4-mini,3,1f5664,poster,44,0.05785080799455097,0.32172702158627114,2.0321751599414926
gpt-5.4-mini,1,1f5664,poster,41,-0.01613914045441354,0.3024189967794467,2.3517114621540376
gpt-5.4-mini,1,2019ad,web,40,0.11732464822307455,0.33792269776140627,1.9465883695577266
gpt-5.4-mini,1,2021b7,desktop,39,0.6466059073828758,0.5614498242580742,0.6998013911674407
gpt-5.4-mini,2,2019ad,web,41,0.05050271492930571,0.3072517817921334,2.295237124143134
gpt-5.4-mini,3,2021b7,desktop,40,0.6985180131250865,0.5167198484268833,0.9474763323098708
gpt-5.4-mini,3,2019ad,web,39,0.04991748090346718,0.3172625823141084,2.164562558975177
gpt-5.4-mini,2,2021b7,desktop,38,0.4731315794340526,0.45765781094199975,0.9833027963746531
gpt-5.4-mini,3,207fd4,mobile,38,0.16152182181830943,0.3166421895523772,3.129595522261947
gpt-5.4-mini,1,207fd4,mobile,46,0.1789361572362645,0.30388534756533003,3.8885090483828932
gpt-5.4-mini,2,207fd4,mobile,40,0.2233082527702282,0.34555853661980496,3.6827383470135535
gpt-5.4-mini,1,2089d4,poster,40,0.47627109968471215,0.500218921818966,0.9853394780535424
gpt-5.4-mini,2,2089d4,poster,40,0.17919211302034854,0.3825647953107992,1.597507446014319
gpt-5.4-mini,3,2089d4,poster,39,0.426600599385823,0.4644326547087446,1.1976825937820939
gpt-5.4-mini,1,20beb4,desktop,41,0.1152415011226604,0.3427693052189611,2.174631415312682
gpt-5.4-mini,2,20beb4,desktop,44,0.2469452001101723,0.3848242338507093,1.6428335726052798
gpt-5.4-mini,3,20beb4,desktop,40,0.2995057664781644,0.4005740074900671,1.1698230885273415
gpt-5.4-mini,1,20bf03,web,40,0.1288990109781568,0.27610792270877355,2.1608237707295377
gpt-5.4-mini,2,20bf03,web,40,0.244233636563098,0.303494773304821,1.9879684605668826
gpt-5.4-mini,3,20bf03,web,40,0.11664046903827377,0.26099003681060245,2.102466856506215
gpt-5.4-mini,2,20e9c6,mobile,40,0.0997804481662635,0.3065243976789872,2.710941476333226
gpt-5.4-mini,1,20e9c6,mobile,39,0.08640744494464832,0.30536670892728157,2.6019432221995875
gpt-5.4-mini,3,20e9c6,mobile,39,0.12498417581779046,0.3143292788983799,3.2473068565716128
gpt-5.4-mini,1,1fac04,poster,40,0.10646491779142395,0.17416766322363114,4.899007741136359
gpt-5.4-mini,2,1fac04,poster,41,0.06273213919384574,0.15534812899194245,5.491174080667894
gpt-5.4-mini,1,20eedb,web,44,-0.04859110461783987,0.24936842004297344,2.512641955012814
gpt-5.4-mini,2,20eedb,web,40,0.1579355266218021,0.3085641993273027,1.4442022402716876
gpt-5.4-mini,3,1fac04,poster,40,0.12334185357565573,0.20056660049416775,4.4564288207596
gpt-5.4-mini,3,20eedb,web,43,-0.02840886144189214,0.261325248101377,2.4305365970004815
gpt-5.4-mini,1,2103ee,web,46,0.1565505292838662,0.36852544346356386,1.5645277318302793
gpt-5.4-mini,2,203a7b,poster,45,0.03598063224562824,0.1462555889650305,6.275996974236439
gpt-5.4-mini,1,212589,poster,42,0.3858605643792854,0.37151715549330466,1.1232086128509968
gpt-5.4-mini,3,2103ee,web,43,0.02227652441958601,0.32552064519387036,2.1460885836260317
gpt-5.4-mini,2,210e46,desktop,41,0.3213567240918737,0.39207547555501204,1.4297883786520909
gpt-5.4-mini,2,2103ee,web,44,0.14964555300637564,0.3634611024014069,1.6765352236377804
gpt-5.4-mini,1,210e46,desktop,41,0.24204241223844136,0.3972313141968775,1.4207226737912497
gpt-5.4-mini,3,210e46,desktop,41,0.277208143336356,0.4211686562145138,1.0894415410450327
gpt-5.4-mini,3,212589,poster,40,0.2299650917748347,0.3548151465046819,1.2022617905643729
gpt-5.4-mini,2,212589,poster,43,0.32880704993560794,0.37146640812373755,1.1330083051029445
gpt-5.4-mini,1,2154a3,web,40,0.2103624931924632,0.33142570202934485,1.5252576225603192
gpt-5.4-mini,2,2154a3,web,45,0.14766980775001942,0.30962186368002187,1.9827797613321994
gpt-5.4-mini,3,2154a3,web,43,0.21284319263322657,0.3294668752241213,1.873071189184027
gpt-5.4-mini,3,203a7b,poster,46,0.022772607099156433,0.14092095250053038,6.1565997786551225
gpt-5.4-mini,1,203a7b,poster,46,0.048284030950009445,0.13809250910543142,6.310864853461953
gpt-5.4-mini,2,215977,web,44,0.22539013504063862,0.31494188101536236,1.7732659422589163
gpt-5.4-mini,1,215977,web,44,0.2929038495348258,0.3388437371467027,1.5612676669223764
gpt-5.4-mini,3,215977,web,38,0.4254474253076139,0.3747441064475599,1.2516253376857747
gpt-5.4-mini,1,217749,desktop,40,0.22793894047114716,0.34464513945792014,1.7694406645828984
gpt-5.4-mini,1,217ab4,mobile,40,0.015554208956688673,0.35551686232707497,1.2691683462256171
gpt-5.4-mini,2,217ab4,mobile,40,-0.05786535516898508,0.33900798739774657,1.396920124056752
gpt-5.4-mini,3,217ab4,mobile,40,-0.12666937896777258,0.31812633370926147,1.904337226698429
gpt-5.4-mini,2,217749,desktop,39,0.4725274017665282,0.47076121943758714,1.194941388356387
gpt-5.4-mini,3,217749,desktop,44,0.347025609657887,0.42213349102655456,1.50719333340139
gpt-5.4-mini,1,215727,mobile,40,0.21893119299273392,0.3679834007747886,1.925655002303644
gpt-5.4-mini,3,215727,mobile,35,0.11613259773801887,0.28854235128749,3.31725207342418
gpt-5.4-mini,2,215727,mobile,41,0.24357912285330838,0.3545311528261927,1.9417222986697562
gpt-5.4-mini,1,21c674,web,39,0.10460257068009993,0.36975623614155617,1.6241872796831078
gpt-5.4-mini,3,21c674,web,40,0.05848630926731122,0.3515866258427021,1.971050924456002
gpt-5.4-mini,2,21c674,web,41,0.05286115606368265,0.3811330798105763,1.4614175158894507
gpt-5.4-mini,1,21d79e,web,39,0.07375678603795355,0.38469274609385856,1.8226617078476577
gpt-5.4-mini,2,21d79e,web,40,0.11573987295884795,0.4015064271970067,1.3311557353049688
gpt-5.4-mini,1,22411d,poster,40,0.3282618935020871,0.3769678494776786,1.2938038543385744
gpt-5.4-mini,1,221587,desktop,43,0.3371804129586656,0.39157413369478467,1.9172139551134213
gpt-5.4-mini,3,21d79e,web,39,0.23563448141170823,0.43974090567687907,1.2645862613538337
gpt-5.4-mini,3,22411d,poster,41,0.3999601209840588,0.38646182979460986,1.2572028228981582
gpt-5.4-mini,2,22411d,poster,42,0.32964610693305324,0.4098410713476931,1.2486169260640592
gpt-5.4-mini,2,221587,desktop,43,0.17200989754519186,0.3241830010708154,1.6466435849759624
gpt-5.4-mini,3,221587,desktop,39,0.19036439020807044,0.33115986323943775,2.0613962124666814
gpt-5.4-mini,1,22651b,mobile,38,0.20202753732812379,0.39380052255314957,2.5621245101940184
gpt-5.4-mini,3,224be3,poster,36,0.3509190086088257,0.4285246522102685,2.5275440068757247
gpt-5.4-mini,2,226f76,mobile,38,0.03922293876181156,0.36191378607288666,2.6412678235037697
gpt-5.4-mini,1,224be3,poster,39,0.29775518940697465,0.39316679624891365,2.8789262285828245
gpt-5.4-mini,3,22651b,mobile,39,0.15624242863653104,0.36514547264715536,2.1358336340719313
gpt-5.4-mini,2,224be3,poster,40,0.12891063367374325,0.2562162939804783,5.055798750749426
gpt-5.4-mini,2,22651b,mobile,35,0.10493821000758308,0.3460329618735678,2.7432826164431483
gpt-5.4-mini,1,226f76,mobile,35,-0.01776524552790921,0.30859053235069167,3.689853344610064
gpt-5.4-mini,3,226f76,mobile,39,0.04649481585504803,0.35925500698428625,2.999735464049126
gpt-5.4-mini,1,229d89,desktop,40,0.524375708570247,0.4241320304692947,1.1523517790372386
gpt-5.4-mini,2,229d89,desktop,46,0.4370839219090226,0.4018362801267401,1.2845644746324336
gpt-5.4-mini,2,22dd48,desktop,44,0.1722471354094672,0.29705498509384154,2.0055207241069035
gpt-5.4-mini,3,22dd48,desktop,40,0.5034322199193878,0.38861900780645936,1.4161933777587006
gpt-5.4-mini,1,22dd48,desktop,40,0.3155273144432619,0.3661139127661767,1.3704313774473889
gpt-5.4-mini,3,229d89,desktop,40,0.5847420406863431,0.47334357476119926,1.2179681508325269
gpt-5.4-mini,1,22eaed,poster,40,0.1104643349186015,0.28252114609135787,1.6927299333743089
gpt-5.4-mini,2,22eaed,poster,36,0.13631646446327456,0.2876578248119324,1.857714865742499
gpt-5.4-mini,3,22eaed,poster,39,0.008541499081434622,0.24304836770942717,2.05603752762859
gpt-5.4-mini,1,2298de,poster,41,0.41023383349397835,0.45148650266416274,1.6508749842249104
gpt-5.4-mini,3,2304c8,web,40,0.4281955739817162,0.36664902798194,1.2063768534787316
gpt-5.4-mini,1,2304c8,web,40,0.40511588196182324,0.347579296735939,1.314611058399543
gpt-5.4-mini,2,2304c8,web,45,0.4345767735635353,0.4000546587269794,1.1881019292249062
gpt-5.4-mini,2,2298de,poster,39,0.373012339681814,0.43978271557259224,2.4268241098346923
gpt-5.4-mini,3,2298de,poster,40,0.5672520711850263,0.5154620448914504,1.742903882786946
gpt-5.4-mini,1,230d6a,poster,40,0.07805302337744598,0.22668266224000944,2.449700620451758
gpt-5.4-mini,3,230d6a,poster,40,0.11857633751804746,0.2723934273264477,2.1877113807381297
gpt-5.4-mini,2,230d6a,poster,40,0.16795961758217293,0.286391303125183,2.649672464559561
gpt-5.4-mini,1,235508,mobile,42,0.042622457752455295,0.3962784068225303,1.8217832517178987
gpt-5.4-mini,3,235508,mobile,39,0.11658253836691669,0.4075668290066453,1.1469485053641009
gpt-5.4-mini,2,235508,mobile,42,0.0064608023763387725,0.3877350400567362,1.4159716792257726
gpt-5.4-mini,1,2336ff,mobile,36,0.2377955474456913,0.35282802322323426,2.6624409985880315
gpt-5.4-mini,1,23981a,poster,40,0.2454351074403735,0.415752045149556,1.017070351592416
gpt-5.4-mini,2,2336ff,mobile,40,0.25501878713249104,0.3495163563605259,2.6992185879143267
gpt-5.4-mini,1,237216,desktop,40,0.3304969254999018,0.37147468099728753,1.3330775081388644
gpt-5.4-mini,3,2336ff,mobile,36,0.2617147127005542,0.31476628267993256,3.487685358234912
gpt-5.4-mini,2,23981a,poster,38,0.36690754853942703,0.41961936693024654,0.9918724908843379
gpt-5.4-mini,3,23981a,poster,43,0.2997420605699851,0.41426608354591504,1.0332334332964128
gpt-5.4-mini,1,233a4c,mobile,39,0.3013702865115318,0.4029759100927845,1.6565850607728603
gpt-5.4-mini,2,237216,desktop,42,0.37659956457746235,0.38568006072492866,1.343715002758939
gpt-5.4-mini,1,239f23,poster,44,0.21240776920139337,0.3346589263619479,1.4370524229507478
gpt-5.4-mini,2,233a4c,mobile,37,0.2702745637151075,0.3871552507833146,1.9090808921389901
gpt-5.4-mini,2,239f23,poster,40,0.02758854052935541,0.2884099509711056,1.8132002542319705
gpt-5.4-mini,3,237216,desktop,39,0.48474769520902417,0.4412330055421861,1.0414966279874307
gpt-5.4-mini,3,239f23,poster,44,0.36004444964604865,0.371705325772381,1.210824622635462
gpt-5.4-mini,3,233a4c,mobile,40,0.17236586787463593,0.34266506603132474,2.132721902722739
gpt-5.4-mini,1,2428cc,poster,41,0.028814519267525804,0.33203167605877615,1.61958277036554
gpt-5.4-mini,2,2428cc,poster,40,0.14400218389130276,0.38815954402757674,1.3635293580674344
gpt-5.4-mini,3,2428cc,poster,46,0.013113396584427587,0.34097386192772605,1.537542650866362
gpt-5.4-mini,1,24425e,web,46,0.13743317266465377,0.3336876499669357,2.1514606989610767
gpt-5.4-mini,2,24425e,web,44,0.2283270319479368,0.4005262176750326,1.7867489026054817
gpt-5.4-mini,3,24425e,web,44,0.19646626777044746,0.37668707934861867,1.698728668255314
gpt-5.4-mini,1,23b246,mobile,40,-0.05226429625595179,0.261235356983468,4.719677562986293
gpt-5.4-mini,2,23f03c,mobile,34,0.00790563650089508,0.3076867485353376,3.3059869449574113
gpt-5.4-mini,3,23f03c,mobile,40,0.04659125808257324,0.3178799434383808,2.4431314175240115
gpt-5.4-mini,1,23f03c,mobile,40,0.18814811608394763,0.37517540107936725,2.063063057298883
gpt-5.4-mini,3,23b246,mobile,40,0.05802598151182027,0.26187048301932747,4.086022929396087
gpt-5.4-mini,2,23b246,mobile,42,-0.044744397477176706,0.2589660691901463,3.8998616308280627
gpt-5.4-mini,1,244817,desktop,39,0.36968347796378187,0.46230128712246366,0.9564308730215438
gpt-5.4-mini,2,244817,desktop,40,0.32476740955889594,0.4421346455967421,1.0706584744164127
gpt-5.4-mini,1,244dfc,desktop,37,0.2529409614366249,0.3759058037840536,1.2744298303752717
gpt-5.4-mini,3,244817,desktop,37,0.24779414817358217,0.4202653142182834,1.1057971662448929
gpt-5.4-mini,3,244dfc,desktop,32,0.27795536579696656,0.3621888116072697,1.7043637281467783
gpt-5.4-mini,1,24776f,web,40,0.36605099668516466,0.3943341306408147,1.2259108564415278
gpt-5.4-mini,2,24776f,web,44,0.16365947464117836,0.3215160015129617,2.3144058470904323
gpt-5.4-mini,2,244dfc,desktop,43,0.17317521381299253,0.3602070576190682,1.4636458608746636
gpt-5.4-mini,3,24776f,web,46,-0.003961858675048668,0.27522401460634277,2.233465923635931
gpt-5.4-mini,1,2481a3,web,41,0.25282194565773886,0.44027285916369097,1.1350350457410219
gpt-5.4-mini,2,2481a3,web,41,0.058094505292168024,0.3904856932703892,1.458932292957651
gpt-5.4-mini,3,2481a3,web,43,0.07853035052025081,0.38011155415451914,1.917171817499931
gpt-5.4-mini,1,24f619,desktop,38,0.5338535905334688,0.4524644780300238,0.9370744433471045
gpt-5.4-mini,2,24f619,desktop,40,0.4405206217870272,0.4061699381875251,1.1445799949858229
gpt-5.4-mini,3,24f619,desktop,40,0.4045193803385038,0.40755316197509434,1.0907481234974001
gpt-5.4-mini,1,2511d9,web,46,0.05954757694886835,0.3686230932646842,1.5926972652172124
gpt-5.4-mini,1,249820,mobile,42,0.06515564729809846,0.32831272714070453,2.388622717898156
gpt-5.4-mini,2,2511d9,web,38,0.13305196779155007,0.39767734896775364,1.2780752489215588
gpt-5.4-mini,3,2511d9,web,44,0.15642313443867764,0.38436123495332936,1.3057757392298057
gpt-5.4-mini,2,249820,mobile,40,0.1344811994717689,0.3263085039627113,2.4592918745978687
gpt-5.4-mini,3,249820,mobile,35,0.06737552182719153,0.2838469938276502,2.6968944200381526
gpt-5.4-mini,2,251672,web,41,0.25586131014476793,0.3937632239814214,1.3395331190704507
gpt-5.4-mini,1,251672,web,41,0.2594042679925184,0.4009519011888974,1.4356112049087615
gpt-5.4-mini,3,251672,web,45,0.29315976314345327,0.3927958190107741,1.244935079590697
gpt-5.4-mini,2,24ff3e,poster,40,0.2781025372996824,0.2828861857879966,2.530311321986217
gpt-5.4-mini,1,25265d,web,35,0.16969954423796904,0.23583289159575274,2.071092221060109
gpt-5.4-mini,1,24ff3e,poster,43,0.22631026778738467,0.2526384547007229,3.468579175246254
gpt-5.4-mini,2,25265d,web,40,0.06842500560368404,0.20629704314850872,2.815435688826407
gpt-5.4-mini,1,25426d,web,40,0.5309348062226269,0.4749874355231599,0.9092820444452068
gpt-5.4-mini,3,25265d,web,45,0.01212860768994918,0.22064926806167134,2.6661717845398636
gpt-5.4-mini,3,24ff3e,poster,40,0.11466043768877432,0.18594517492712767,4.970423723604349
gpt-5.4-mini,2,25426d,web,42,0.4008399618559899,0.43097885920754153,1.072359174879547
gpt-5.4-mini,3,25426d,web,40,0.33583772045713023,0.4149626651036967,1.1521190508716403
gpt-5.4-mini,1,256121,desktop,42,0.44195548218488223,0.3871494038060163,1.6510360906087869
gpt-5.4-mini,2,256121,desktop,41,0.5543787197149219,0.46377053585642747,1.2336181795453336
gpt-5.4-mini,3,256121,desktop,40,0.6178996560679761,0.47949604348006214,0.9451949065642713
gpt-5.4-mini,1,256ef1,desktop,40,0.3683832609700725,0.4156288320262438,1.5939321690261559
gpt-5.4-mini,3,256ef1,desktop,40,0.42774344440032874,0.43911721378840274,1.5041820344496057
gpt-5.4-mini,2,256ef1,desktop,40,0.4623617884586577,0.4216350705336175,1.2458886792113169
gpt-5.4-mini,1,2586ee,poster,44,-0.0836858692890641,0.3127401736863734,2.0456527621458798
gpt-5.4-mini,2,2586ee,poster,40,0.19861242102956114,0.3694407631589687,2.009090399547287
gpt-5.4-mini,3,2586ee,poster,38,0.3065860554817125,0.432472182069369,1.51883036445898
gpt-5.4-mini,1,259405,web,37,-0.03649861090617426,0.22231000758211694,2.6174996375945794
gpt-5.4-mini,2,259405,web,40,0.03666261911529854,0.2435104619086707,2.7393351910130006
gpt-5.4-mini,3,259405,web,40,-0.10450882366682822,0.20864603463549583,2.931955613397123
gpt-5.4-mini,1,25acbb,web,40,0.38039050592233103,0.3923738718562676,1.57268761464809
