model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
gpt-5.4,2,02f37c,mobile,40,0.349509063311875,0.4523148946238621,0.9492227971648552,0.6850999045425951,0.6958563816017634,0.4117724769059561
gpt-5.4,3,02f37c,mobile,40,0.4198378947151597,0.5018558626576888,0.8595076754319781,0.6931776805559325,0.7146863685358833,0.5295020179478334
gpt-5.4,1,030bb3,desktop,46,0.4557442074014538,0.3854335779332411,1.1581532590784522,1.0799354356424122,0.7758876636527806,0.4051276284365166
gpt-5.4,2,030bb3,desktop,43,0.232145620157723,0.3011664000349552,1.7188859622579236,0.5521445848248775,0.6774141523568481,0.1985982634712974
gpt-5.4,3,030bb3,desktop,48,0.0599829933728908,0.2472723857272306,2.5293634860500953,0.0756065268346443,0.5801648482245766,0.0517185098509206
gpt-5.4,1,02a592,web,41,0.4040055672395908,0.3550318950548466,1.9352352897566605,1.1314002008747202,0.7473202031673898,0.3968455590407598
gpt-5.4,2,02a592,web,40,0.2874153162298682,0.333069996696243,2.988446734706395,0.7591478940754961,0.6336918985938228,0.2756237819178748
gpt-5.4,3,02a592,web,40,0.2958661383608834,0.3106845798933678,2.4365230224600816,0.8621489771033043,0.7033426551034869,0.2861646687992378
gpt-5.4,1,03474c,desktop,48,0.217305146111944,0.3405367507629792,1.3526831179666992,0.5095726564276603,0.6399543091758702,-0.0343031057860209
gpt-5.4,2,03474c,desktop,48,0.1863337158661934,0.3674458905387233,1.4431934705253335,0.4040030613191089,0.6561212328443943,-0.1799178359772009
gpt-5.4,3,03474c,desktop,48,0.149318190016618,0.3136620178076642,1.5500827394370629,0.3283014919904197,0.5950407866006441,-0.0169342239374795
gpt-5.4,1,03340d,mobile,40,0.3188924032335947,0.4235200703036924,1.9069503657390476,0.583243087304655,0.7389303679428222,0.0265014347147882
gpt-5.4,1,035da4,mobile,40,0.1032200658562323,0.3295278263148366,1.6463942916728391,0.1539768465828832,0.5574775612655704,-0.163508418038385
gpt-5.4,2,03340d,mobile,40,0.1743206409745049,0.3665519889310696,2.4705044510712844,0.2982106188810216,0.7166693455047664,-0.1389819348792035
gpt-5.4,2,035da4,mobile,35,-0.0539037492106611,0.2929243799694572,2.2926699177730954,-0.171407167948727,0.4733535837288819,-0.3287964785091772
gpt-5.4,3,035da4,mobile,40,0.4020693867011321,0.4234511960092554,1.0809980298508617,0.8939249065455129,0.7239175027153614,0.3016706824548504
gpt-5.4,2,037d19,desktop,40,0.5053019276858275,0.4973016209987249,1.1596590241373308,1.0363237505544372,0.7591528207281772,0.4108069553342292
gpt-5.4,1,037d19,desktop,40,0.4851266035584782,0.4928377533302774,1.1974483300360892,1.0303409218326596,0.7590271698012654,0.3480311929183219
gpt-5.4,3,03340d,mobile,40,0.222097564051153,0.3882590131542695,2.3311245821777407,0.3464986983339267,0.7185795589697218,-0.0694205265259881
gpt-5.4,1,038d71,desktop,40,0.5433174879310032,0.5219705112337502,0.7788064413406631,1.5134263292460648,0.8780888222645412,0.5016715629365428
gpt-5.4,3,037d19,desktop,40,0.4884757816841095,0.5053424657406325,1.2441781438841693,1.0482207369759846,0.7632822381512069,0.3539296407812415
gpt-5.4,2,038d71,desktop,40,0.5558631249523123,0.5039041110512652,1.0185837620405591,1.4938737024571374,0.8714982389668922,0.5165387593223381
gpt-5.4,3,038d71,desktop,40,0.6172350971762226,0.5423151049112154,0.7868239527048484,1.643812047790272,0.875409456254489,0.5842198325776311
gpt-5.4,1,042af0,web,40,0.2209641957827535,0.2591326577316409,1.864238259260681,0.7105477095763741,0.7223519574797143,0.0653244995077393
gpt-5.4,2,042af0,web,40,0.1332424548050113,0.203902228958021,2.5293347087698237,0.4149128497748813,0.6537668725750423,0.0717682919824013
gpt-5.4,3,042af0,web,40,0.2072282458502216,0.246936872078581,2.2742118792235733,0.5661192195649468,0.6909874983528543,0.1088483171711535
