model,category,image_id,CC_mean,CC_min,CC_max,SIM_mean,SIM_min,SIM_max,KL_mean,KL_min,KL_max
claude-opus-4.6,desktop,0db596,0.315381296091547,0.2375297569468429,0.41906284738863886,0.4422526556918511,0.4189732105631454,0.4832300869338316,1.3719365876514626,1.1297646075976384,1.5752336467161077
claude-opus-4.6,desktop,0dbd98,0.6423645244954862,0.6111181175139198,0.6933415646379645,0.5379829575257655,0.5261770900970784,0.5595524995742751,0.7482328724171654,0.7039955808067594,0.7812179600300587
claude-opus-4.6,desktop,0e1c44,0.3602226634921076,0.30137110020449875,0.4062639655408806,0.4951348977951618,0.4730375102634602,0.5094981383694203,1.1205904426594608,1.1080893268570762,1.1369812394896006
claude-opus-4.6,desktop,0e1dea,0.39760507132518325,0.3929904941643169,0.403304787457058,0.5445508434236007,0.5359319979254334,0.5514853238738956,1.178419541871585,1.096041056768974,1.2564584348837065
claude-opus-4.6,desktop,0eb2be,0.23899520233769564,0.2367551897658485,0.24310937106561917,0.39168255278178005,0.38133727831078135,0.4023755647440538,1.4981859033139007,1.4232105378103117,1.5551666317650261
claude-opus-4.6,desktop,0eef1f,0.4486074321061939,0.19856300280856518,0.6004381310004113,0.4827937620835649,0.37723012496349584,0.5445419918191865,1.1001882254665665,0.9043231351807749,1.4681174475137744
claude-opus-4.6,desktop,0ef9b2,0.46040639702127373,0.4276580839778473,0.48593541089328746,0.46995481067651607,0.45934481529844745,0.4802499170550869,1.0811710553535256,1.0378565632353443,1.1481246820939317
claude-opus-4.6,desktop,0f1984,0.26407657454859873,0.1776405809050825,0.39580244997299974,0.4280906620172447,0.37888279241339035,0.49679510290680773,1.785226642720515,1.383101020666526,2.3711541429006404
claude-opus-4.6,desktop,0f85bd,0.54442708607182,0.5347282244638321,0.5637249379649851,0.5487646194208978,0.5331580035463188,0.5593870939762942,0.680014100447377,0.6402245604592883,0.7398624885301088
claude-opus-4.6,desktop,0ff0be,0.4703386157354082,0.4508910549831969,0.49680164923207853,0.5180109184144398,0.49423864082788777,0.5312495178439464,0.9832785928781274,0.8631722732565654,1.1664017571632832
claude-opus-4.6,desktop,10298c,0.35148621670919605,0.3036691022698383,0.3801583769201975,0.5000831331278363,0.47601850947358454,0.5156773805466686,0.893426767900752,0.8223753956495341,0.9839887823640642
claude-opus-4.6,desktop,10579e,0.1845722746387626,0.17030496428458902,0.197480537956363,0.3959006871210877,0.37084065527103494,0.4207346652782056,1.673514092555888,1.1606076762543585,2.1540430832504955
claude-opus-4.6,desktop,111cd2,0.49446881756456396,0.4716241804818454,0.5088329975995689,0.5338425941548084,0.5263985069420154,0.539353380225429,1.3729591498963707,1.3334596694599994,1.3938144212281252
claude-opus-4.6,desktop,11412e,-0.04241922110521414,-0.07450248066814052,-0.006888728319555809,0.30890241810786173,0.29739283743813644,0.3317996146468736,3.1186236202532567,2.726715661372374,3.434480714777223
claude-opus-4.6,desktop,11482d,0.08891414562688309,0.07504161191545616,0.09847300845729678,0.26058780088418704,0.2459007105903521,0.2760160661261216,4.494449487821737,4.218797381913225,4.733364909830289
claude-opus-4.6,desktop,11f8c6,0.09755578920640719,0.018657641014320468,0.14932205849326696,0.3645189169801934,0.3156783042970047,0.3949677660873771,1.9135629880488654,1.4902405439791104,2.4854240840564543
claude-opus-4.6,desktop,13349c,0.11952619929810217,0.09013267817333111,0.13790336733317476,0.3621422640183383,0.33213339333083614,0.3868688551014675,2.412529999022903,1.918136182282903,3.211684816263675
claude-opus-4.6,desktop,13bd83,0.48829588232960375,0.43813778641326473,0.5435402386358359,0.5167038912965533,0.49178360951714994,0.5371715532548875,0.8485526918739906,0.7729705598845447,0.9980146899892224
claude-opus-4.6,desktop,1411d0,0.306665907519665,0.21260627403691426,0.409542034757722,0.47255032634218436,0.43654398393017446,0.5057476985473263,1.1888055206739456,0.9631150197736624,1.47795125775342
claude-opus-4.6,desktop,147ff4,0.20037898735686635,0.15413942545008144,0.2240880629652524,0.4712288183363831,0.4483171131725709,0.49376752235597626,1.2405772514525324,1.0152702384009977,1.4836087753807048
claude-opus-4.6,desktop,14c026,0.2896524875515503,0.22368836431019995,0.3316308985271479,0.48442775406728883,0.4574281446965345,0.5015360976895438,0.9349209264669321,0.887252755615491,1.019429492201827
claude-opus-4.6,desktop,15ac57,0.622964350398379,0.5881707920592973,0.6500708578168326,0.5873577056067748,0.560383419414563,0.6070833680356789,0.7151796825647292,0.661701014351075,0.806512070410757
claude-opus-4.6,desktop,163ce0,0.4929134075502217,0.45935520352913295,0.5147253635766855,0.49169234379650867,0.48646075397091315,0.4998723976461945,1.0024904850314866,0.9164332280092525,1.0993475658852752
claude-opus-4.6,desktop,1655e9,0.5058167913423907,0.44858405933060597,0.5689488458464751,0.4977767498049633,0.47325091338268455,0.5308346860302035,2.08243668937134,1.2221496126795266,2.5584156643188396
claude-opus-4.6,desktop,16830b,0.40472493427894635,0.39761087535238093,0.41162509689976623,0.42110500402896217,0.4166441703556763,0.42577385027578446,1.6736215056154604,1.5356706250770928,1.7566663597442438
claude-opus-4.6,desktop,16a13e,0.5100512809643426,0.5002923618679163,0.5243626057147154,0.4941755205153234,0.49073762346030203,0.49911366216361097,1.099528931871222,1.0835481533891669,1.1155032842655355
claude-opus-4.6,desktop,16d9d5,0.20422041407418243,0.08128915696911782,0.27221699311305647,0.37546745885558125,0.3259056515096597,0.40465691315183777,2.992907404110706,2.7968751245828343,3.2264271810527605
claude-opus-4.6,desktop,179165,0.29690325279187796,0.2534190411652111,0.3230939359864503,0.5530145957795941,0.5384330068441396,0.5615267237631747,1.0159360551279903,0.9429699377412348,1.0582184049646224
claude-opus-4.6,desktop,18177f,0.39812654482762094,0.3963595495777758,0.4001068607460465,0.5374870624837013,0.5306538462455404,0.546201435073549,1.1024522358608948,1.0641434590274255,1.1359118091094307
claude-opus-4.6,desktop,182715,0.3587556499601094,0.30073161055026315,0.44201485733300455,0.4768032227298928,0.4583707056315562,0.5112203370225179,1.0907514175798625,0.8927364025038522,1.2828161379331824
claude-opus-4.6,desktop,1a03d5,0.29810769841026563,0.16851278033170203,0.37718253599081564,0.4522758312760035,0.42209479861660654,0.4711908611784361,2.5219357905582966,1.7397765345227394,2.9160230488588708
claude-opus-4.6,desktop,1a3e47,0.6290023676645115,0.5989183134372604,0.6846156201532623,0.5726270831739696,0.5426622826312478,0.6034436974330394,0.7078495158120249,0.5910667780089365,0.831277762708694
claude-opus-4.6,desktop,1a9f12,0.4162375910084575,0.35704871222032986,0.4547114316966508,0.5527213838748706,0.5409726069458477,0.5646755165261903,0.7867924406374017,0.7390371219219207,0.8510391691880193
claude-opus-4.6,desktop,1b436f,0.5155759410592752,0.509381038337406,0.5279006064063108,0.5606620021781391,0.5584752017568273,0.5650143908935839,0.8020981432447791,0.7989226555992316,0.803831239383437
claude-opus-4.6,desktop,1b984b,0.5771818385848558,0.5304259942392892,0.6070537221321994,0.5815568128887026,0.5622016599371626,0.6011356602315752,1.3344697785817898,1.0869606521696917,1.4968603210034441
claude-opus-4.6,desktop,1bf5c6,0.6938998541665063,0.6841123597060231,0.7087960737628816,0.6440720303550197,0.6346154829633588,0.6599035743717871,0.7089405850080297,0.5808579343931584,0.7748963840451022
claude-opus-4.6,desktop,1c381f,0.270702705339485,0.23447530608111763,0.29561408814147916,0.39669422987019715,0.3738978860164794,0.41707759154822976,2.003425954436579,1.8830608996685188,2.218686510680417
claude-opus-4.6,desktop,1ce5f5,0.4043714169488466,0.3940435038268605,0.42019880422561956,0.4636645052190207,0.4531938865891323,0.47341850536019575,1.20355125682617,1.1762090085384496,1.2375244844682094
claude-opus-4.6,desktop,1d0e96,0.7244430433465624,0.7184906090587182,0.7316668842010635,0.6493959269228954,0.6459974966146507,0.6542929622221698,0.7995048040550033,0.7882353594062372,0.810042002427731
claude-opus-4.6,desktop,1dd3f0,0.30469368439037076,0.2748222636807822,0.332610466098017,0.4415064565965013,0.4297358164394915,0.4554070601702649,1.5869348401574033,1.487083216089895,1.7336296139418748
claude-opus-4.6,desktop,1e27b2,0.33898942826548845,0.3233620528486584,0.35973001779818276,0.43711715661523537,0.42287678799232736,0.45299632400789525,1.2952050867041824,1.267320971317714,1.3373161027824478
claude-opus-4.6,desktop,1ed970,0.37820648034867704,0.3332939138972907,0.4113471305783687,0.47557292935173584,0.4623355125863042,0.49749905066410255,1.0731336426937021,0.8767646054304432,1.3211382707796535
claude-opus-4.6,desktop,1f1fff,0.6033062293524861,0.5896538203970689,0.6213351871682421,0.6095628931684803,0.6033594977084406,0.6162218615962023,0.7384782775866697,0.6496530834929969,0.7841322983588929
claude-opus-4.6,desktop,1f3437,0.4719914708792134,0.4534837853388751,0.48905998033254316,0.44533674233459813,0.4347075116921393,0.45600674366561234,1.3082009475838732,1.244544739292954,1.409923066008862
claude-opus-4.6,desktop,1fdbf2,0.5603603446718094,0.5342016815481172,0.5987675303739772,0.6073085212729321,0.5960743749370098,0.6217140703727989,0.8459925128993796,0.7375028877068258,0.9902367838532902
claude-opus-4.6,desktop,2021b7,0.45663102202383293,0.18399784530817398,0.6359529497151379,0.5052649573297151,0.38908088698092924,0.5771221293853702,1.2135668334900365,0.6504863309337758,2.2613221820234095
claude-opus-4.6,desktop,20beb4,0.49253314784404406,0.47282579929700913,0.5308448184391159,0.5535060531456674,0.5398860478649797,0.5712868931379684,0.8490651817927318,0.7538604952729647,0.9400079573930655
claude-opus-4.6,desktop,210e46,0.343337186912865,0.328815340662336,0.35627692615591566,0.5347570509464441,0.530726268470882,0.5422772118635162,1.2706782407807202,1.2129168166905193,1.35734824927063
claude-opus-4.6,desktop,217749,0.33019598042822323,0.2711976866589224,0.41786380190980754,0.4222985033861462,0.3982801464403554,0.4540062026598064,1.8937824419698617,1.7563705259580735,2.090974253178839
claude-opus-4.6,desktop,221587,0.44987270487425346,0.4375164619519739,0.4618962064696498,0.49395294723734207,0.487685940605452,0.4974693720179931,1.7595269104470337,1.7347291916970755,1.798016619511704
claude-opus-4.6,desktop,229d89,0.1963811197961546,0.15598054462415467,0.2310248786368665,0.4322859355390152,0.40680383636290524,0.45907369335851994,1.3282061231587174,1.0410647862984626,1.4829977256883264
claude-opus-4.6,desktop,22dd48,0.4648207266197113,0.37687980797845055,0.5095791213936999,0.5278285688892884,0.49958140953996555,0.5531763931700016,0.9690626404195579,0.7990624489601248,1.0569740839869561
claude-opus-4.6,desktop,237216,0.28251302013221585,0.26432347078093965,0.3035049230265801,0.3710050408975767,0.3675690550611134,0.3731353014299776,2.929667404412495,2.7251196218046783,3.1822395437566287
claude-opus-4.6,desktop,244817,0.3531842049827838,0.2257998976362956,0.4666881116779606,0.5358366751260645,0.4971823274393946,0.5725258991866831,0.7625091083213323,0.5837599682127421,0.9471659901450624
claude-opus-4.6,desktop,244dfc,0.33312558446258816,0.27741445877524984,0.4111684229016053,0.4548407997279718,0.4329379173803899,0.49484280628954946,2.1107556981437967,1.1184040179401458,3.254131106533762
claude-opus-4.6,desktop,24f619,0.4951750231864349,0.46334828686016116,0.5505333132884068,0.5235324077629567,0.5171908929900835,0.5349620107448125,1.0826564495630215,1.0620673877999165,1.1000465819490737
claude-opus-4.6,desktop,256121,0.6827667640777403,0.6662643850798915,0.7064563409576174,0.5272824040015164,0.5119382136411528,0.5369212201889497,1.9212286137924515,1.898988579665521,1.9476767303561857
claude-opus-4.6,desktop,256ef1,0.27850918568200184,0.2334691426713011,0.3077208563517312,0.40181600603192447,0.39810388437666555,0.40446274183341197,1.4159875246413443,1.3121045336111878,1.4989553391957644
claude-opus-4.6,desktop,25e2f5,0.43056008558941294,0.3738992010797728,0.4891304285189993,0.45425695061933064,0.43566796552776443,0.4737761711545277,2.524635915435899,2.3879826258956767,2.6322999502569933
claude-opus-4.6,desktop,2675a8,0.26306714176656293,0.24094942356391924,0.2831351906870868,0.394852899661055,0.39114404413546805,0.40124133106406284,1.664022000726878,1.6551788496888913,1.6751834700906483
claude-opus-4.6,desktop,26fb2d,0.5701101985052203,0.5467851049402379,0.59211027770248,0.46813466472968357,0.45219987906524495,0.4856179427784544,1.6792212436731528,1.613743126566199,1.765931326485871
claude-opus-4.6,desktop,27e29a,0.3552908295940987,0.3374530764053285,0.3846719187999325,0.48999235258355345,0.4808599497517485,0.5027122558356563,1.0429164502711428,0.9780070231207342,1.0806002847278589
claude-opus-4.6,desktop,27f3f7,0.29173191771927365,0.27273287426224013,0.32477777323621065,0.5107099168169341,0.49450744988488005,0.525449199762682,1.9121025745490814,1.4177826053520335,2.344083805223195
claude-opus-4.6,desktop,285c1c,0.22523771049446553,0.20272567795689395,0.2562271468473496,0.42204919729450413,0.4126390676449679,0.43225115553319604,1.5722516443679198,1.4981317879166212,1.7100368158229842
claude-opus-4.6,desktop,286b3f,0.4507283104899628,0.42940843329254663,0.4892349153722024,0.4272405522246865,0.42138628258874,0.43861258760354754,1.4041849655281116,1.3617532022060237,1.4496352124001781
claude-opus-4.6,desktop,286cb0,0.486166578585443,0.466281406871701,0.505892600375774,0.5597632489571676,0.5550493004209469,0.5643933430933726,0.7041631213255112,0.675094331788753,0.7428086442261443
claude-opus-4.6,desktop,290bcd,0.3958625930770416,0.3868492325177849,0.409918351658337,0.48003613897289127,0.4733620735506454,0.4913556960804287,1.3193926808050473,1.2506298651366001,1.361799065840699
claude-opus-4.6,desktop,2a4b2d,0.7162520637165652,0.706650501796011,0.7253553624055727,0.6634203811228154,0.6590415770658864,0.6685363138769961,0.7471092321576052,0.5969035331243056,1.0067882395970733
claude-opus-4.6,desktop,2a4ccc,0.40842605652303376,0.38714159064419235,0.42428934078757996,0.43872549740694083,0.4214783388769528,0.45181278116904267,1.5630942657056057,1.4862648285867415,1.6469715223132066
claude-opus-4.6,desktop,2a8ea5,0.12948907961966719,0.1243065117707183,0.1342166578792923,0.4834628337082835,0.4780793112669949,0.48653034775518916,1.4950120934739746,1.4534089854801482,1.5167130210058868
claude-opus-4.6,desktop,2a8f6b,0.1292218115870705,0.12158068725256344,0.13457331901550298,0.34385140693787447,0.3385367626836545,0.3499325134216866,2.494629932295361,2.404540565955572,2.5503909255324797
claude-opus-4.6,desktop,2bb7d4,0.3318542949053192,0.2750371923706007,0.37767610581388666,0.4890137229785198,0.4732767514645039,0.5077391667891331,1.760978388204143,1.6580191795624453,1.9286348764431278
claude-opus-4.6,desktop,2c6579,-0.07046141694380259,-0.0758728258405589,-0.06729943368657382,0.177573142627336,0.1737080495373414,0.1823281469543233,5.042294303922429,4.795518017088669,5.331864786031867
claude-opus-4.6,desktop,2c663c,0.2985523414319102,0.26045765277196753,0.3196879732472355,0.4667215642870532,0.46316338774601534,0.4732207704250425,1.1814780963952263,1.0508568213305582,1.313208958966481
claude-opus-4.6,desktop,2c9c76,0.225662875878107,0.18396583003458783,0.3067099609679566,0.32479140653984934,0.30910234367114064,0.3561456650752957,1.8462319254712876,1.6052963677784082,1.96867019009304
claude-opus-4.6,desktop,2cb6b4,0.5113797508168315,0.49280802979246613,0.5480821909584315,0.4917935744005922,0.48153060026517214,0.5086127324779032,1.0917681050450685,1.0741956680388294,1.1178460084599515
claude-opus-4.6,desktop,2e5cd6,0.5429921824418628,0.4608232658576572,0.6079258587960413,0.5069472771225706,0.47576408348550275,0.5345224095555161,1.6617505214908883,1.5830794142126503,1.7623522223831776
claude-opus-4.6,desktop,2e93e6,0.584283877767064,0.5429413338848977,0.6151740711341951,0.5692530572469674,0.5523638637174909,0.5815361471838357,0.7291785880530219,0.6340795431174768,0.8329034673791618
claude-opus-4.6,desktop,2ef49e,0.11693190746745678,-0.046637191584799384,0.22045021237737863,0.2212436454285823,0.12376677010842174,0.30341648759688533,3.1055223094159996,1.7023146171549923,4.3327645080300545
claude-opus-4.6,desktop,2f8185,0.18346429334435999,0.17194768230064916,0.19180398755299682,0.3715196533830023,0.351006395887048,0.3818784181595013,2.198865802390864,2.0932602510255767,2.3479281527006073
claude-opus-4.6,desktop,2fe128,0.2305211083464617,0.20941766028012126,0.24939514819006253,0.4338305109337166,0.4271526633318176,0.44060490822057463,2.6221927162367638,2.5813847363191313,2.6823493638629285
claude-opus-4.6,desktop,302489,0.6997562061307923,0.5993788345642215,0.7680048948483655,0.6096234647541064,0.5673468741195558,0.6405692813147097,0.7378707709300051,0.5966320034636804,0.878199483881398
claude-opus-4.6,desktop,306281,0.6412234013492145,0.6269747855405943,0.663542056313413,0.5752553844885367,0.5597293898302234,0.5913029962343772,0.7272551123965857,0.6840776326957765,0.7677859785029164
claude-opus-4.6,desktop,3076c2,0.015947297088633024,0.0006736233526204244,0.02767476907078002,0.29498851691029015,0.28928262129626475,0.30365425723559736,2.6181676398558396,2.526488522541132,2.6725572801804063
claude-opus-4.6,desktop,30bf75,0.5840513189634892,0.5600346774666609,0.6247520392950374,0.576237381226058,0.5617705846127491,0.5914161416831469,0.6483795554194605,0.5924328187438007,0.7014772496445438
claude-opus-4.6,desktop,312489,0.4676923171491815,0.44761510973997704,0.4978113041366714,0.5531630464309556,0.5412516597331845,0.5691627257782387,0.920815912475946,0.8754457386508312,0.9802294944531887
claude-opus-4.6,desktop,325da3,0.3966917502774485,0.35362821208952816,0.45013126723535096,0.45524535513343106,0.4302807202317649,0.4841698113416378,1.2508070543244882,1.130085249979561,1.3505027331869075
claude-opus-4.6,desktop,3304d5,0.4869771339270783,0.3677488902422324,0.5536269417517031,0.5169306590037098,0.4920791242298905,0.5363420224897625,0.9757414281734031,0.8208350745780265,1.2311000114082455
claude-opus-4.6,desktop,333ba8,0.4152204041890238,0.3174105399843472,0.4864681428571538,0.5046088374673062,0.43914853016479616,0.5510488855805351,1.5610179152670407,1.4398630701947646,1.7464179759724752
claude-opus-4.6,desktop,3351c6,0.21225620453342106,0.15877940255939854,0.24369977514566432,0.4408038117616129,0.42982112505820885,0.44699597717099143,1.5676301432722368,1.5425027606744428,1.5838213307839935
claude-opus-4.6,desktop,33c037,0.3857941497459915,0.35175615899110035,0.41044206849896814,0.5128845854341052,0.5051123318967372,0.5233445924743946,0.9202340021168304,0.8753167755364395,0.9882829383766494
claude-opus-4.6,desktop,33cc24,0.5182704595656676,0.4614543911329674,0.5492819503835407,0.4706721304499788,0.4448573720756178,0.4871750616297206,1.0044354213145998,0.962382636882696,1.0459896983283523
claude-opus-4.6,desktop,33eb5e,0.5556888389848275,0.5421748071971313,0.5818414440539607,0.5134147178941312,0.5095521745401436,0.5165786640321501,0.8585879522411041,0.7675876424201639,0.9384411043871833
claude-opus-4.6,desktop,34558c,0.29880430865235086,0.2495927360246873,0.3269655310063525,0.4670828547671368,0.43912100659945513,0.4853925672659313,1.3770504147130163,1.1868012812776216,1.7297200810438969
claude-opus-4.6,desktop,35c062,0.44665545637397397,0.41697428685778287,0.4758145170683807,0.49913997512133057,0.48983375110803506,0.5097935891932307,0.9712347159160322,0.9444698303934416,1.0177766102095358
claude-opus-4.6,desktop,363885,0.09367449020868246,0.05691173926183035,0.15881458464749557,0.42300745040741106,0.4094585344187258,0.4357130194977844,1.2145388463539735,1.0725052252569705,1.3175563445682579
claude-opus-4.6,desktop,36602c,0.43991470907439595,0.4195585712134643,0.4750306555332675,0.5993107750610789,0.58885761272946,0.6071643900609452,0.5976911763258999,0.5655407356229589,0.6230012386543298
claude-opus-4.6,desktop,36ca43,0.26860610526753265,0.20708214310442574,0.3288281421735755,0.36831548168557277,0.35022044556230897,0.3901927738243218,2.175156098131429,1.9274014347300645,2.4277472258613026
claude-opus-4.6,desktop,370302,0.5542207680619977,0.5467944468364541,0.5629518194626235,0.52531772447866,0.5237858048170119,0.5278258032436687,0.9902514817415499,0.8805861909407584,1.0946963321757694
claude-opus-4.6,desktop,37123f,0.4257880614239764,0.34347720476277577,0.5323974559027443,0.48599958867159626,0.45533570782979327,0.530122366663319,1.4069364551060515,1.2508733315259346,1.4930219744434723
claude-opus-4.6,desktop,3766a5,0.4721658904361547,0.44775129247801637,0.48864427705767155,0.5947065193765152,0.589099669540169,0.6017002463137716,0.5722268947838404,0.5433843753988957,0.6035142552992825
claude-opus-4.6,desktop,37ad54,0.22898775715858463,0.18305369585046088,0.28943881285013684,0.4100185442355444,0.39041225564817084,0.43882575030132803,1.7560194319796898,1.5109133424796095,1.888183634100216
claude-opus-4.6,desktop,37c0ca,0.1420125382710359,0.1351969626220647,0.15142363236977646,0.34944581730270796,0.3414270751215441,0.35380347002372237,2.649297272809347,2.265803726821628,2.9650077287289527
claude-opus-4.6,desktop,387531,0.19984898488155614,0.1854168627848405,0.21725738906472236,0.4889747646523148,0.48214339416425095,0.4982418137512346,1.4880524754605746,1.474384875417262,1.5071114817506586
claude-opus-4.6,desktop,38ad0c,0.3833067993030184,0.34608547098655773,0.4505767835070964,0.49753898301777805,0.47886672269068253,0.5281399923758792,1.1200357160469945,0.9923002465633379,1.2629041367369558
claude-opus-4.6,desktop,38c9d5,0.3432577386649583,0.3224415030828135,0.3612152943420302,0.40839034529989343,0.3976171090152581,0.4160287327546002,1.584713731715216,1.496154529889221,1.6329434482591956
claude-opus-4.6,desktop,39b696,0.6057461902501767,0.5778504049729616,0.6231565552889002,0.6287194492635012,0.6187418452544192,0.6399481761019984,0.4923804846225786,0.44729243551825854,0.5510639997380805
claude-opus-4.6,desktop,39fd3b,0.5886750128091772,0.5471022561690903,0.6393061721902138,0.5374725051111936,0.5104295605865451,0.575438561828492,0.9284012753819839,0.7918188287332184,1.060279477045818
claude-opus-4.6,desktop,3a7320,0.31194405228774547,0.27774778111033216,0.3600961312308102,0.3979114265706401,0.3794620003791739,0.42625287588801086,2.3430376668345594,1.47892243283256,3.17559602241813
claude-opus-4.6,desktop,3a8a8b,0.5066302631438111,0.48836515111573253,0.5163879415211516,0.5088285164092614,0.4918426504821355,0.5216673680090321,0.9785498885007701,0.9511848738343973,1.014976792676519
claude-opus-4.6,desktop,3a8c09,0.7160062591668144,0.7001569964220098,0.737648019359621,0.5947426640075634,0.5919338880691515,0.597524147603389,0.620598146123927,0.5598741174084504,0.6837475049769539
claude-opus-4.6,desktop,3a9ac6,0.05115295631295178,0.037627741306232323,0.0615204996728998,0.4210115209602041,0.4151148620065601,0.4286946730366183,2.2502358132316047,2.132818871760138,2.4570678119387335
claude-opus-4.6,desktop,3aced2,0.15008127941933033,0.12300865528448865,0.186696967193281,0.3647479272745937,0.3455019645563941,0.3849571271455981,2.5137471886997513,2.3416180179133494,2.6770276129673656
claude-opus-4.6,desktop,3aecb7,0.6960215497931644,0.6685030151015696,0.7117436050729995,0.6235217122583471,0.603954196084463,0.63636813450873,0.7139206074447566,0.5534748016358264,0.8419040380170792
claude-opus-4.6,desktop,3b203e,0.5852476979011846,0.5513619779021631,0.6117453667646482,0.5797461224728725,0.5612673968285782,0.5925500406452077,1.1233992074142325,1.0085812237095864,1.207678896983868
claude-opus-4.6,desktop,3bc419,0.4926809050976348,0.4794034154893326,0.5178975800276552,0.5334030524242553,0.5244036049493178,0.546509976886311,1.459699699030917,1.3932702465546793,1.5306206031782756
claude-opus-4.6,desktop,3c9088,0.21302482163942082,0.13833572512587766,0.33182736338656593,0.37019754665873356,0.3432348579970266,0.41475026121057773,2.1484727918170687,2.047341632501194,2.280272651187955
