model,category,image_id,CC_mean,CC_min,CC_max,SIM_mean,SIM_min,SIM_max,KL_mean,KL_min,KL_max,NSS_mean,NSS_min,NSS_max,AUC_mean,AUC_min,AUC_max,CC_partial_mean,CC_partial_min,CC_partial_max
claude-opus-4.6,poster,bb34f1,0.7247712054533947,0.6525503611521124,0.7684280986083548,0.6115414730880908,0.5729126112290526,0.6375831867759645,1.000083177268553,0.899988174043582,1.223647367635253,1.449453053465319,1.3017118359915607,1.547432899051275,0.8245861631441904,0.8112633166886345,0.8346141856646446,0.6996445247778283,0.6238439704515275,0.7531740882242758
claude-opus-4.6,poster,c08f50,0.45369718836906525,0.3880984696832647,0.5518223504531838,0.6005254857001836,0.5845852741664663,0.6255398386903465,0.5151159636777668,0.45196268012778495,0.558029120771164,0.593909555268523,0.5228379348684566,0.7101481961776478,0.6771107815590838,0.6532323565056224,0.7153986727496329,0.3891227387683549,0.3263600684100799,0.45096273855191976
claude-opus-4.6,poster,c9b04c,0.353902056284208,0.24232072119292475,0.41958372797609417,0.5115092148132769,0.4837572093853653,0.5264782767972211,0.7364907903843805,0.6852948098851158,0.8105447234808658,0.5836565470748617,0.4031425968919266,0.6866277396172605,0.669987838238306,0.6256504145435143,0.6974088718439658,0.27462364042697385,0.1839442889481622,0.34769751785833525
claude-opus-4.6,poster,dd0d82,0.3953151905004657,0.3595377800633298,0.44157208855236274,0.5113949787098846,0.4956714813856817,0.5265029840301658,0.945636030120046,0.8624558831169963,1.0510688490691402,0.719522493327002,0.659019895922412,0.7961153494977511,0.6938658593026825,0.6710155407312985,0.7130954810482273,0.36578820066822726,0.3297498082317884,0.41421161262901424
claude-opus-4.6,poster,fac314,0.2934475996574249,0.256671005399043,0.3112603203033123,0.3963178785037559,0.3806715187664542,0.40902708155998146,1.7978604347239107,1.431102892834445,2.1826058412978995,0.5336672275788608,0.4811889844435754,0.5590194137864548,0.6454564817067068,0.6101106286816366,0.6752175096827783,0.32152120710969595,0.28680377758956394,0.35448125728377455
claude-opus-4.6,web,0f8ece,0.288347506660929,0.24706768153567285,0.3207508031886307,0.38761394514941133,0.3711451004521265,0.4105971686467337,2.628565130290447,2.0872778962022203,3.0158229693598324,0.5006194850237684,0.3759773935626485,0.6060628450512958,0.6147580628903443,0.572314862492695,0.6444318954184093,0.27112216667705474,0.23989382297434605,0.3014747839364057
claude-opus-4.6,web,52a3d2,0.026099900328121088,-0.004869514729856427,0.051027284723802045,0.2791328219727186,0.25021994340460973,0.29339996536665097,4.010217581252557,3.647311148694533,4.549809131050951,0.03137795352367275,-0.027300004475059127,0.10141345745926852,0.5218926353958591,0.48914194924302057,0.5564577675263801,0.039737301049422614,0.0011609043280353729,0.07441507817164345
claude-opus-4.6,web,60593d,0.504544906041547,0.4507692408336097,0.5459110695474239,0.5116391314317597,0.49387709115825656,0.5357844040923809,0.9663289529045869,0.8040303465508282,1.063660101174731,0.8370050875525961,0.7378780187385463,0.9146323746557636,0.7327610368663539,0.7186377350881801,0.7521558292405681,0.28022651492492867,0.217835954501852,0.33452863720735393
claude-opus-4.6,web,61707e,0.15782460625710845,0.08915519881651467,0.2416556383784495,0.42021001015515524,0.39815745889939913,0.44613732983521603,2.013267329931176,1.8652604624988582,2.112866649500745,0.28583039724326526,0.19221708845865976,0.4087266948471388,0.5769250301100792,0.5534096301129361,0.596415762401782,-0.03903411600335485,-0.1100213355161987,0.026397296452091615
claude-opus-4.6,web,69a8c4,0.1097770204992925,0.06601996457870202,0.13469821128707324,0.38172591452691085,0.3701045444673545,0.38952947287160467,3.103726386093167,2.7776532442819364,3.2643230061080315,0.17433926801127764,0.10617596544911936,0.21359685591800734,0.5360121125504917,0.5212019910367974,0.5506790742566904,0.003993451425160848,-0.04503912107066367,0.02374582480015231
claude-opus-4.6,web,927a3c,0.4302600467892176,0.37935661412381994,0.502417035223808,0.4321348203233669,0.41757404067561904,0.44369110270138196,1.39842410520156,1.2859900125000545,1.5508132803975299,0.9137797029338204,0.8079976829954167,1.044174736779399,0.720371817341747,0.7035853120954453,0.7336961456265342,0.2806950686555718,0.20677024368076843,0.3738777961584804
claude-opus-4.6,web,a4d155,0.15380919097595355,0.11908781601395078,0.2038626158373639,0.35449306014298465,0.3353611675870442,0.3730636675292832,1.9681159919819329,1.769797556144482,2.27919650708939,0.3004277787128726,0.23090736044491922,0.4099518422498164,0.6350032082158958,0.61345496838879,0.6497760865124175,0.12504911378833866,0.09041343834838807,0.17587375014233927
claude-opus-4.6,web,c3ce89,0.6079327870442409,0.5445425462361682,0.742635503283378,0.6076413614811252,0.5775276282827956,0.6643283348586013,0.6041124947604735,0.40018187504761005,0.7072013052330016,1.5199086631214,1.3754050212550903,1.7874613416657636,0.8788623340144058,0.8618670304838728,0.9104668410368193,0.5003666688674012,0.42311938725681353,0.6724608563625533
claude-opus-4.6,web,ce9bfe,0.08593179037348089,0.04360443936856242,0.10988478646141717,0.3050952278609369,0.27452829935047907,0.3193361320152121,2.356521589335027,2.086233065435891,2.987566084862793,0.14681149878751004,0.06434463364931728,0.19133572049570022,0.6280884911722469,0.592607671292726,0.6417569886760335,-0.19229430201477515,-0.22270634140822987,-0.1449574628664952
claude-opus-4.6,web,d48310,0.636471406697444,0.5958659710062271,0.6812656240574465,0.5237230457580662,0.5012415639638208,0.5447260717054541,0.8324380599998069,0.7397255792883735,0.9356774771827885,1.6435992480174377,1.5350997490155043,1.813603870632716,0.837246430212965,0.8249224940409436,0.8544161760475439,0.5648804855890297,0.5177473323801748,0.6211314737220263
claude-sonnet-4.6,desktop,075286,0.29873623716380676,0.2436253834058174,0.42230219835712113,0.4433150895200132,0.42377252973193946,0.4593223305479145,1.4215117090154703,1.0851496741121882,1.716438868517261,0.47147332457360297,0.3684445255289341,0.744797309395629,0.6691012533166478,0.6516098461462224,0.7008798807446646,0.23759786140029307,0.12111322683798119,0.42295981913169073
claude-sonnet-4.6,desktop,1fdbf2,0.5269276893636363,0.44368202766692066,0.5680760192662888,0.5671176700092809,0.5485098514948095,0.5837082498143265,0.6083760712768624,0.5737366280374476,0.6633020173716495,0.7615876684698982,0.6412311661915008,0.8164786595461107,0.7190664765985614,0.707055801789642,0.7309660855626546,0.523373447388407,0.475482521583339,0.5658275888062012
claude-sonnet-4.6,desktop,2bb7d4,0.2295111658424583,0.12078731531961036,0.31692519279659637,0.4482989565677798,0.392658340638401,0.5067429645815298,1.8954141277917493,0.9533440441641672,3.197059671777425,0.4576389631695794,0.24615373255473158,0.5994555638938972,0.5816573881627873,0.5370585550063365,0.6551489548336016,0.21527031074840136,0.1345239131302459,0.2979682717374348
claude-sonnet-4.6,desktop,2fe128,0.1609698300189568,0.06455622752686241,0.30716835740777493,0.4260250706163526,0.3916029108750041,0.47394057772931447,1.6303386063674477,0.9387684185187374,2.807482163515966,0.3053417964873727,0.1490626666038931,0.5565579082928074,0.6097458820933158,0.5377325289060269,0.6821271000554664,0.13147475309546636,0.01004035388561936,0.2907586697120016
claude-sonnet-4.6,desktop,3ec21e,0.4598766049613274,0.3220008924665205,0.6218553601852685,0.5165317349537865,0.4524165565753213,0.5905758569964039,0.8385548563266827,0.5745208490160956,1.1309295918385665,0.8680848683461045,0.6608133019053892,1.1514367899969977,0.7550121220188057,0.7216958076003119,0.7994951599872422,0.3979705340332425,0.23058492608836062,0.5889705001839997
claude-sonnet-4.6,desktop,5a6a69,0.3394666406001684,0.21391551528025254,0.4415952623990968,0.49228677443074975,0.4566876431458926,0.5173948744180477,1.0249172921546958,0.9509594717258163,1.176209020278965,0.5913756633631099,0.4286827925552175,0.749809714749417,0.6840480518287173,0.6478674522835043,0.7159712882650483,0.3093492343033022,0.19206203659286666,0.3860340516225568
claude-sonnet-4.6,desktop,67225a,0.7402783852224477,0.6944332736503063,0.8097291340009012,0.6724159579400009,0.6495627900419061,0.7066272430776093,0.4002155494238437,0.3079956624728073,0.48288638071063666,1.4596812760146285,1.3425976771172325,1.5989650023369513,0.8575326872282687,0.8455938470473628,0.8764284933601206,0.5902808251446282,0.5258982269080884,0.7160284198826876
claude-sonnet-4.6,desktop,7cc04a,0.6629659915933676,0.6029096734497503,0.7058349316556256,0.5933815075390445,0.5539301776939742,0.6086763540928563,0.5519743546006778,0.5143611604592636,0.6382934151614169,1.3326277013256482,1.2130079673193253,1.44196453151375,0.8234992086291294,0.803946253192157,0.8322682171305605,0.5742141616426435,0.5019559926957451,0.6293527673659713
claude-sonnet-4.6,desktop,b5dab9,0.4557002594795385,0.35672206262023587,0.5245542167921038,0.51589344369748,0.4854838068511008,0.5569970170902677,0.9387319489797974,0.6851335452972459,1.3941653369402933,0.8489368552546954,0.6990254141041936,0.9542386154822587,0.7439609779964426,0.7220167472415351,0.7649698874958583,0.4388103895941242,0.35850548483684463,0.48992709209548657
claude-sonnet-4.6,desktop,f9e25e,0.03723589243735066,-0.05308053406886981,0.13548703703982964,0.4810024424357845,0.45473960011398956,0.5241878247552006,0.9249382248501622,0.787819745246433,1.0587389973063885,0.04336695851492398,-0.060601094339323695,0.16509997241050475,0.530719963106096,0.5074242682034299,0.5567400087880853,-0.09729120870882654,-0.21871933482141798,0.04293235744263736
claude-sonnet-4.6,mobile,1b307f,0.16418128355515405,0.11488276934139324,0.22758771975566863,0.30156010600494554,0.2553271609006362,0.3531849221807338,3.173602868483659,2.301674399214107,3.944644338069283,0.20312434052998735,0.056128773503004936,0.34394286218742803,0.6262587344182361,0.5900929802546073,0.670024431919962,-0.053610301215858115,-0.1253224881403022,0.024620073154247305
claude-sonnet-4.6,mobile,1dd09f,-0.01988324354456505,-0.11271106385460411,0.1635551473040788,0.20354793227488957,0.14351247350615765,0.33662165611635153,4.4126072129651135,2.675928400864316,5.498581999885678,-0.028707424314036466,-0.23119052147340086,0.30806432419387036,0.5043296073702115,0.42751886880410583,0.6477067359153136,-0.09935439399776619,-0.17344491941799986,0.08375962655012582
claude-sonnet-4.6,mobile,3664a3,0.7210315169331878,0.667422030558263,0.7368893288420816,0.6835493964074937,0.6635659230466548,0.6973586946072241,0.3890216155256355,0.3568980519387666,0.4728938622600182,1.102477966030851,1.0137345161030813,1.1341123644478646,0.7996540759140323,0.7850368869192345,0.8059911783034416,0.7241211651167287,0.683916060050199,0.7467216495804732
claude-sonnet-4.6,mobile,3d29ac,-0.011434201346736911,-0.05783239087753172,0.010153449915702939,0.2651029399263076,0.23364826712206607,0.27921759670615054,4.225839269281801,3.9790533475637573,4.545188108555109,0.0010623869047827388,-0.05929908288393539,0.03688496229807808,0.5233075091081185,0.4951645829943548,0.5573749060492474,0.02684907189259081,-0.012235289303244376,0.05034875927137788
claude-sonnet-4.6,mobile,4ae90b,0.05790135506676332,0.01649448318305889,0.10885303771193858,0.3035656673430906,0.28124796690743614,0.3454789691910187,3.8247741822706702,3.1782976019467357,4.179503107667087,0.13389482963545044,0.027987357892321697,0.267523996853195,0.4970159443108453,0.4680730820084069,0.5486056406962019,0.02589740404959027,-0.0005030739413633045,0.07034490394298845
claude-sonnet-4.6,mobile,587857,0.07081417533463738,0.019718827048546262,0.13281854920822117,0.2634275614457749,0.23487374795376997,0.3108285087442765,4.587761001662484,3.502836259952253,5.009418803567628,0.16056207113362433,0.003185115861988675,0.2796262375494555,0.4833205764974965,0.4441792420818743,0.5741735336534145,0.00013170651211830004,-0.05983686428236008,0.05958152368966571
claude-sonnet-4.6,mobile,58b56c,0.21590636370826372,0.09451410685375357,0.3714130479864115,0.370424990902023,0.32357049572527163,0.41151932924447077,2.7259054003224175,2.4652129920293153,3.4106582871737814,0.25613365264019333,0.05783079078017522,0.49937828114168686,0.6691749059909082,0.589317822860138,0.699754561466115,0.24073509276677232,0.10203235903484992,0.3862049028225433
claude-sonnet-4.6,mobile,a77bd5,0.04742999660234072,-0.04210390751536469,0.16244323824166826,0.24508645090322437,0.1469652668723785,0.34713861000412716,4.679167363964852,2.9695967170453574,6.454309337005056,0.0935427771887989,-0.028354799406001302,0.28975180940469364,0.49035685873180646,0.342598773205579,0.61628304077136,0.10164761543370751,0.008849506024470067,0.20095920142286006
claude-sonnet-4.6,mobile,ebe076,0.6015620303754685,0.45906822974317885,0.7996058671358172,0.6372547127675074,0.5777863742190417,0.740561312148412,0.6015667744384346,0.3817006797042087,0.7824529278234051,0.8268253456268507,0.6031518610503827,1.1629462527096146,0.7434919138770782,0.6868398078495143,0.8029739954343703,0.32295427354474504,0.15810742685848675,0.7185297137449314
claude-sonnet-4.6,mobile,f30633,0.007858433298600963,-0.1194005198888655,0.1369237345215957,0.2594674545811517,0.19170878500957556,0.32283345416300946,4.794582885717157,3.8334504521530373,6.017309165054559,0.037358394735612865,-0.20528025477765607,0.21780478189481312,0.4402600832129999,0.3187049623138259,0.5143954148642452,0.0773869255462448,-0.061439240029361804,0.17681617123352888
claude-sonnet-4.6,poster,0b81bd,0.373154730189344,0.250518976855694,0.44782596048616846,0.4336283940804445,0.36365734318692267,0.4888764082705296,1.4322389299296057,1.1675029744654997,2.2400400685148854,0.862924625379686,0.6024516811575991,0.9701454617438847,0.7639764510995316,0.7045350420132085,0.7924640600993373,0.3780430499891981,0.26292507911409435,0.4407872997590477
claude-sonnet-4.6,poster,4ea758,0.47728680750241653,0.362591815416216,0.5764204644705361,0.49841904159294287,0.4582197830383902,0.5392139990184295,1.1120597161885113,0.941161396889969,1.2958512582501016,0.9819510835542242,0.6874665903988353,1.253855002374395,0.7674194165184336,0.7116142265678268,0.8026795434646777,0.4727382498694353,0.3839779614047251,0.5690094961531358
claude-sonnet-4.6,poster,6a889e,0.4365762445798973,0.35281254334006995,0.5255608863117529,0.5372102094308502,0.5197394148828288,0.5588685313230638,0.7368028179017632,0.6373344030869181,0.8215381777109354,0.7203496920938111,0.5576062716026586,0.8740817462070585,0.7046790694798731,0.6581790593072402,0.7441651090317067,0.4264559818686765,0.344767587159297,0.5161119694279978
claude-sonnet-4.6,poster,98474c,0.5719959909744363,0.4664157137725874,0.6216497070268833,0.5814902471944169,0.5570112233266091,0.6082062744760586,0.6227371955484111,0.5156393237339124,0.7614397587581996,0.9172984393309699,0.7643285543663467,1.0213509144868496,0.7479305839145016,0.7184664052269499,0.7844852956113343,0.5517657873788868,0.4367915018249262,0.609562781815935
claude-sonnet-4.6,poster,aabc06,0.3801601599082497,0.06187847043180515,0.5204209383105787,0.44469273279613997,0.29229418398279294,0.5219584959778834,2.0047287738942137,1.566477214192711,3.1739111424505597,0.6323704178812188,0.07130966692704892,0.8742219869755034,0.6796188228557062,0.5836563649846402,0.7271894614592666,0.39320015772055117,0.07723806821188789,0.5250474419442757
claude-sonnet-4.6,poster,bb34f1,0.45677390654471284,0.3574197064173737,0.569929422494849,0.48232393989334643,0.42377325577427977,0.5433561039876964,1.7602264426570577,1.207336882955814,2.3391680002810853,0.9002369303174994,0.7124382607294217,1.1510606741484533,0.7422256635424584,0.6875329727267451,0.789636571279205,0.4433091707036228,0.3554627717495549,0.5530280081113982
claude-sonnet-4.6,poster,c08f50,0.329218077836321,0.05629111582758285,0.44669014389085776,0.5736436792448198,0.5072386534040434,0.6042267325903632,0.6062940956388772,0.5288101218873721,0.846633058640587,0.4282012081784309,0.09419363681999647,0.5649678013530598,0.6264419338467057,0.5282162577305387,0.667606750586133,0.2643322871076353,0.08005576216365667,0.34833141645545246
claude-sonnet-4.6,poster,c9b04c,0.5670672284392339,0.4964775180975525,0.6973454059621835,0.5569139017438982,0.5412315499806759,0.5853369363540855,0.6091058662747062,0.5405445396066786,0.6525978895699026,1.0009235064082378,0.8840685672198209,1.1967813047355464,0.7686597503190575,0.7470815800878022,0.7871159844320584,0.5495706093364519,0.46409695012909163,0.6703460641955914
claude-sonnet-4.6,poster,dd0d82,0.3661140452043302,0.24504794388412104,0.4905034810795828,0.48808082701742955,0.457723732548767,0.5204981568584477,0.9172010774450602,0.7724696253112767,1.1162246686281596,0.6182360215559042,0.4226209748969732,0.8648468900545121,0.6983024363436966,0.6400842657967913,0.7370465618339375,0.3478804073982154,0.20965300637326884,0.4683636297959801
claude-sonnet-4.6,poster,fac314,0.04389593673613296,-0.007173727247425862,0.08219662372277468,0.2767579803267182,0.23473740888738098,0.31147785434257663,3.5144651672301515,2.953962883067908,4.037574039675848,0.08003014984150267,-0.037539677138959414,0.18887662704711236,0.5204815302736097,0.4560289811923357,0.5766637000685421,0.08080211432075649,0.04400951010202628,0.11329879283279506
claude-sonnet-4.6,web,0f8ece,0.08930390161262076,0.03187558066314889,0.20289776203571203,0.30032361558398846,0.2695085676443958,0.3584540733035711,3.8568872731145234,2.739622802826791,4.4707759640325,0.18963605576788128,0.0874490861380517,0.40800222553194315,0.5235078322454662,0.472948773477313,0.6223637384373923,0.10075907585889687,0.03750529137532436,0.22489101179868662
claude-sonnet-4.6,web,52a3d2,0.011622595975452751,-0.0576277444288637,0.09714083187109963,0.2673756297838174,0.22863774450293362,0.3068230629308407,4.106156954008415,2.9776369342886317,4.864265852207988,0.01618899318104598,-0.13069197802708066,0.13944218477613118,0.5159409633294294,0.4545037311148263,0.6002503257587567,0.023230348670819904,-0.03952499421729954,0.11007694993188546
claude-sonnet-4.6,web,60593d,0.3010787916803458,0.14611480178861652,0.5381048717534527,0.4521196931972492,0.3904149055096117,0.5510561404025321,1.2690716385270249,0.7590769745885746,1.7872395863495316,0.544612090552343,0.29652906864505046,0.9457063994575192,0.6662051924199328,0.5928176835186939,0.7468536455280584,0.216936940584996,0.09132816449038962,0.41282417877210226
claude-sonnet-4.6,web,61707e,-0.05409930093943268,-0.11863737259997223,0.05756139703731779,0.37131281906710617,0.3435038031522214,0.41475081672709324,1.7556054698123926,1.4054432848794587,2.006949538135188,-0.007823417417517794,-0.11860339284145839,0.20246429441747166,0.5025978402205714,0.45851263077462234,0.5629698523965833,-0.09394349310333884,-0.16386221675766427,-0.020829213076770166
claude-sonnet-4.6,web,69a8c4,0.11232515378242222,0.05060124899199077,0.22084330881845762,0.39614904149535335,0.3480473282535045,0.4461165438904557,3.083431513660951,1.8718165581457802,4.049503878759044,0.18736183678676618,0.06598718327590322,0.37152925871423303,0.5355815614300903,0.47733033629180344,0.6245484345508632,0.03094003791094655,-0.0453757443011409,0.14798740969772764
claude-sonnet-4.6,web,927a3c,0.26135885932888503,0.1346513270581236,0.37430296600584695,0.39164509081927773,0.3444458659547721,0.45242910465837305,1.2546751920629324,0.954743416975793,1.8270260754135472,0.5823992875327593,0.306203274174319,0.8304610808189018,0.6752534179225961,0.5981298833245532,0.756453766826838,0.14231431505899392,0.044475992584315886,0.2510112243495452
