model,run,image_id,category,n_points,CC,SIM,KL,NSS,AUC,CC_partial
claude-opus-4.6,2,074c75,web,47,0.2528421093274283,0.2631878453074609,2.0495253788836587,1.020327055814866,0.7259150216048291,0.0983619253596563
claude-opus-4.6,1,074c75,web,49,0.2495958346835212,0.2534128757885212,2.133105914308768,1.0147945422707527,0.7108345900693837,0.1059611901160288
claude-opus-4.6,3,074c75,web,48,0.265098369841519,0.246347536079001,2.0229612881610177,1.0456036354935707,0.7373065133493221,0.1505751052562475
claude-opus-4.6,1,07950c,desktop,40,0.4477565208695958,0.3743607862127075,2.3950782126192056,1.5499270196932984,0.7583527009286548,0.4150469692087575
claude-opus-4.6,3,07950c,desktop,40,0.344607220606732,0.3246602060504183,2.72974805561748,1.3516932612449548,0.7508760221493804,0.2992493046579015
claude-opus-4.6,3,075286,desktop,45,0.2637105857701268,0.3065298663144321,1.8691623718646355,0.6508602866267129,0.686655269181079,0.0905743405875775
claude-opus-4.6,2,075286,desktop,45,0.2599244583190405,0.314100107879402,1.858040553419211,0.6905215767280061,0.6894991866780096,0.1336645071206417
claude-opus-4.6,1,07a2c8,web,45,0.2277954931775095,0.2388579313252692,2.2259982671942673,0.5964411493619661,0.6837693736137057,0.1499645677562282
claude-opus-4.6,2,07950c,desktop,40,0.4958334350351198,0.3912960740534545,2.2445328084721043,1.668984871777765,0.7645421885398004,0.4656570679507539
claude-opus-4.6,2,07b304,desktop,43,0.4509005001552545,0.3501073760001534,1.2421902813376349,1.1625187108570114,0.7795619082608417,0.2785913170529254
claude-opus-4.6,1,07b304,desktop,45,0.3810787468242926,0.3237182864195916,1.4637091659892325,0.9768608324976416,0.7333483820063337,0.2020655562882004
claude-opus-4.6,2,07a2c8,web,46,0.2089027966878905,0.225324477221056,2.341818247473972,0.5525237930570224,0.6768204948550502,0.1510410135569159
