model,variant,image_id,category,duration,n_points,CC,SIM,KL,CC_partial
claude-opus-4.6,base,0b81bd,poster,3s,43,0.29207134205471824,0.3986350242075476,1.5683152764142616,0.26848809644167143
claude-opus-4.6,base,0b81bd,poster,7s,43,0.415558016879613,0.4730842430515807,1.2347136601715607,0.37584132855893115
claude-opus-4.6,base,1102e9,poster,1s,48,0.10778766312860942,0.27062364164427627,2.817983340481372,0.06701036176374096
claude-opus-4.6,base,1102e9,poster,3s,48,0.0711641930258358,0.3142320523267202,3.203306233998631,-0.024703474151083968
claude-opus-4.6,base,1102e9,poster,7s,48,0.18745270818609674,0.40878908155329574,2.7827621095160944,0.07957678813344995
claude-opus-4.6,base,1d1d01,web,1s,46,0.20905933993602913,0.25855605690851713,1.9018327270131927,-0.184388529064676
claude-opus-4.6,base,1d1d01,web,3s,46,0.3071865155567771,0.38550056776747554,1.2364513044022525,-0.02428842106067693
claude-opus-4.6,base,1d1d01,web,7s,46,0.36422668911312156,0.4874519776876233,1.1040475722397773,-0.1041574768355497
claude-opus-4.6,base,0939f7,poster,1s,45,-0.02837235071023076,0.1076864736167563,5.672251791417706,-0.010842076487779047
claude-opus-4.6,base,0939f7,poster,3s,45,0.12739141343214266,0.22729494951009283,3.8676891140335314,0.15969649808919364
claude-opus-4.6,base,0939f7,poster,7s,45,0.1065199873096403,0.2878190734839835,3.5069058859191458,0.12811092793624929
claude-opus-4.6,base,1ed970,desktop,1s,42,0.12330026977459282,0.23409728289853876,2.6980004150169865,-0.05230228134123321
claude-opus-4.6,base,1ed970,desktop,3s,42,0.19327415905087564,0.28513526618940815,2.0227117194464026,0.04670876896825912
claude-opus-4.6,base,1ed970,desktop,7s,42,0.34404834562355624,0.44960940954413053,1.4540020842779573,0.08576254343089001
claude-opus-4.6,base,1d5a20,web,1s,43,0.49235086513456044,0.39435058312834537,2.298861565015701,0.39934672823509465
claude-opus-4.6,base,1d5a20,web,3s,43,0.5642818166959007,0.5235075513902959,1.4523037518256772,0.4177790753200007
claude-opus-4.6,base,1d5a20,web,7s,43,0.5760655432570757,0.5483028993387593,1.5920858906771609,0.42638251148802897
claude-opus-4.6,base,21d79e,web,1s,44,0.16539946941500902,0.2936521104512196,1.8444301524904576,0.038484626566624
claude-opus-4.6,base,21d79e,web,3s,44,0.20629768409573393,0.4192340004490848,1.4569840030413648,0.06726008942481697
claude-opus-4.6,base,21d79e,web,7s,44,0.10773154259084866,0.42232381144079845,1.6702306548655037,0.03362125767571592
claude-opus-4.6,base,251672,web,1s,46,0.34561099152852687,0.35089857944939534,1.6084062380337953,0.2627592514264354
claude-opus-4.6,base,251672,web,3s,46,0.41578236264441826,0.4898432392231295,1.0251763150123618,0.2803062955102554
claude-opus-4.6,base,251672,web,7s,46,0.5289281641180955,0.5694979052604369,0.8427940068356549,0.46307869582415606
claude-opus-4.6,base,110636,poster,1s,45,0.5580110798615482,0.46802777711435484,1.7770385693430972,0.44890923314044684
claude-opus-4.6,base,110636,poster,3s,45,0.5111061578744145,0.48627404659207096,1.642551697202729,0.413219515951406
claude-opus-4.6,base,110636,poster,7s,45,0.644658520166609,0.5805158972621484,1.1577003537867836,0.5530755051847153
claude-opus-4.6,base,27d67e,web,1s,46,0.15551482148839263,0.25540746338236453,2.0956820450038136,0.1052806545248491
claude-opus-4.6,base,27d67e,web,3s,46,0.17621252528323553,0.26912550272086266,1.9653815673639654,0.14420139141069652
claude-opus-4.6,base,27d67e,web,7s,46,0.17509420071591164,0.3698363359268276,1.5620969220429035,0.15484073993110462
claude-opus-4.6,base,29d7dd,poster,1s,45,0.18670746402523053,0.28709107537817746,1.7932457941602298,-0.0604722243644908
claude-opus-4.6,base,29d7dd,poster,3s,45,0.23077543263976294,0.36899645858356117,1.8715765199750802,-0.07874243939775973
claude-opus-4.6,base,29d7dd,poster,7s,45,0.3551728532243592,0.5488036115570473,1.2418233331485742,0.10980744740948663
claude-opus-4.6,base,230d6a,poster,1s,45,0.13375958312377417,0.19226511017713793,2.4580698616483376,0.104467940866437
claude-opus-4.6,base,230d6a,poster,3s,45,0.10849346954006184,0.24503299432560616,2.8183878623932457,0.06718634491654965
claude-opus-4.6,base,230d6a,poster,7s,45,0.09113429322180991,0.35532143061577665,2.125481258631998,0.06698502715810342
claude-opus-4.6,base,1a2169,mobile,1s,40,0.025639545508474776,0.18348071888551665,3.5096966592482435,-0.1571592352131064
claude-opus-4.6,base,1a2169,mobile,3s,40,0.04171986702050798,0.20889863135288977,3.418826023419009,-0.12024016847838016
claude-opus-4.6,base,1a2169,mobile,7s,40,0.036821142486318896,0.2162316496673389,3.645249217179974,-0.15977012115310174
claude-opus-4.6,base,17a8d1,mobile,1s,40,0.15636174730719438,0.32039389204424923,2.7905169641849183,0.0440879331415724
claude-opus-4.6,base,17a8d1,mobile,3s,40,0.10025236631883841,0.31517085192922767,2.900945384176067,-0.029773539576148766
claude-opus-4.6,base,17a8d1,mobile,7s,40,0.20835162742159152,0.4054949267687855,2.2839389037397924,0.1579526926177629
claude-opus-4.6,base,325d49,poster,1s,45,0.20508026467079069,0.3240893867747528,1.5005326004991237,0.20992785201534922
claude-opus-4.6,base,325d49,poster,3s,45,0.34068961769165435,0.43431655611036757,1.087052950437463,0.3418918052010303
claude-opus-4.6,base,325d49,poster,7s,45,0.4523829851560407,0.533131199822867,0.7126886755411133,0.42585578337899804
claude-opus-4.6,base,2e5cd6,desktop,1s,44,0.5802154391252985,0.3694893531655534,1.9688157654433662,0.48500749790453
claude-opus-4.6,base,2e5cd6,desktop,3s,44,0.5747847305887747,0.5015149122950522,1.3243060828637585,0.4612588217841206
claude-opus-4.6,base,2e5cd6,desktop,7s,44,0.6024922989568182,0.5269252940496973,1.6024265902303187,0.5012920331186673
claude-opus-4.6,base,2ffa4a,poster,1s,47,0.12279984329215046,0.19608045996735984,2.2852640261397803,0.03670023554053729
claude-opus-4.6,base,2ffa4a,poster,3s,47,0.20587803901601423,0.28522121563727826,1.7989499279442107,0.07437830402082025
claude-opus-4.6,base,2ffa4a,poster,7s,47,0.24384796171401157,0.468906529188035,1.0504493971344153,0.09344061126793529
claude-opus-4.6,base,33fdee,poster,1s,43,0.28071590265498697,0.41978805701772715,1.2041415075015878,0.13834761755821987
claude-opus-4.6,base,33fdee,poster,3s,43,0.4577042553324611,0.5439450626255317,0.6798916346954644,0.3829516690276146
claude-opus-4.6,base,33fdee,poster,7s,43,0.48053467090424196,0.6820801376856589,0.4603814819242374,0.39870105827950897
claude-opus-4.6,base,325da3,desktop,1s,49,0.3021640104012067,0.2955124876516473,2.2546681217998605,0.19443106933385118
claude-opus-4.6,base,325da3,desktop,3s,49,0.366953081350199,0.4073637717293569,1.6360446088684875,0.22831360613451623
claude-opus-4.6,base,325da3,desktop,7s,49,0.49634222626102326,0.5039496804883545,1.1744628149509284,0.36009518400605317
claude-opus-4.6,base,23b246,mobile,1s,42,0.3093866261994441,0.34040852445314723,3.4655597300054897,0.1729375472065857
claude-opus-4.6,base,23b246,mobile,3s,42,0.24230726833612318,0.32956450103222545,3.4948480837109637,0.15315664050646968
claude-opus-4.6,base,23b246,mobile,7s,42,0.17212489705927286,0.31743479867721563,3.569144385469246,0.012938803984464538
claude-opus-4.6,base,330777,web,1s,46,0.15459097693897575,0.1920323233136941,2.3167938829035157,-0.051996048625339165
claude-opus-4.6,base,330777,web,3s,46,0.3523232812730075,0.33548902719895224,2.0246113849256195,0.16416724207144984
claude-opus-4.6,base,330777,web,7s,46,0.23645091077636046,0.38402929441044387,2.4345385524318313,0.0637334172346892
claude-opus-4.6,base,35c59b,poster,1s,43,0.33436284341200084,0.25159021169634843,1.7194413825075616,0.15193475435956313
claude-opus-4.6,base,35c59b,poster,3s,43,0.4527808890189067,0.3927043629213086,1.1703983010285106,0.2345200004636148
claude-opus-4.6,base,35c59b,poster,7s,43,0.4215361023441224,0.526479574325019,0.7532252217875365,0.19013510914313178
claude-opus-4.6,base,33eb5e,desktop,1s,43,0.3031717154789874,0.2671449909295105,2.0363844566868847,0.24318123315665152
claude-opus-4.6,base,33eb5e,desktop,3s,43,0.5778120606820354,0.4630686490747567,1.0975586744370316,0.5489523411906015
claude-opus-4.6,base,33eb5e,desktop,7s,43,0.51773859618162,0.5039697875106219,1.3313325892971446,0.46819992761167545
claude-opus-4.6,base,3364ed,web,1s,44,0.16726304330431507,0.23608205379668223,1.9329199689417904,0.06297735502987716
claude-opus-4.6,base,3364ed,web,3s,44,0.158941712663334,0.319120512121491,1.7468083047126033,0.0717752205996242
claude-opus-4.6,base,3364ed,web,7s,44,0.25340368220965603,0.45724576421380125,1.2227137204657472,0.19179472770771863
claude-opus-4.6,base,2ad467,mobile,1s,40,0.00537305973393198,0.1850534618941473,4.1387119988716226,-0.001179591410222046
claude-opus-4.6,base,2ad467,mobile,3s,40,0.06251100335325592,0.2605415203050405,3.014534319695286,0.06378817327860128
claude-opus-4.6,base,2ad467,mobile,7s,40,0.14640563127574685,0.29522433581553775,2.4592259386599724,0.15448622797008654
claude-opus-4.6,base,387531,desktop,1s,44,0.26704067653590813,0.3071189233329559,1.9466819501366774,0.13905618735044734
claude-opus-4.6,base,387531,desktop,3s,44,0.29665688257655676,0.45366669916851726,1.2798970377596803,0.18845202634131056
claude-opus-4.6,base,387531,desktop,7s,44,0.19287540298160416,0.477340006359511,1.5245313640325984,0.11823061095718895
claude-opus-4.6,base,319181,mobile,1s,40,0.16888616302149434,0.2719593055217181,3.517445185930655,0.22396821755536447
claude-opus-4.6,base,319181,mobile,3s,40,0.21272118542751128,0.32808533858953287,2.7227559110002786,0.27498969835580284
claude-opus-4.6,base,319181,mobile,7s,40,0.23988584916432654,0.3916111370780953,2.408383638180851,0.2883976189306576
claude-opus-4.6,base,3a1d22,web,1s,43,0.6700592296762423,0.4178620991324997,1.5783554820671082,0.648530030441681
claude-opus-4.6,base,3a1d22,web,3s,43,0.5856315454348889,0.4309065685452543,1.804259539945312,0.5532809467493842
claude-opus-4.6,base,3a1d22,web,7s,43,0.6815742499402148,0.5333248777391946,1.3057181128305941,0.65535410334009
claude-opus-4.6,base,3b4d85,web,1s,43,0.09230260164740228,0.2482582614056401,2.620049455042376,-0.04378167125082502
claude-opus-4.6,base,3b4d85,web,3s,43,0.10417067502199737,0.2999321883707935,2.3108704423075728,-0.05672745067536145
claude-opus-4.6,base,3b4d85,web,7s,43,0.11702150171418982,0.4017863022929257,1.9313493286298875,0.0036402482730952175
claude-opus-4.6,base,3d5500,web,1s,47,0.4225711613350986,0.3574720355061069,1.3087340615194258,0.2651001519634832
claude-opus-4.6,base,3d5500,web,3s,47,0.5687445485351902,0.4293718714091356,1.029567089797583,0.4647283045077261
claude-opus-4.6,base,3d5500,web,7s,47,0.6300960881271138,0.5848811622005696,0.8729865580283818,0.5238116259540769
claude-opus-4.6,base,3fdde1,web,1s,45,0.07053163365636272,0.21346244926029362,2.970937152442452,0.055245058351581784
claude-opus-4.6,base,3fdde1,web,3s,45,0.10182182191903691,0.2876784014762451,2.5995903097546114,0.08590697702100208
claude-opus-4.6,base,3fdde1,web,7s,45,0.013111093558689935,0.32940624599784796,2.578781896581531,-0.015135027317566004
claude-opus-4.6,base,4867f6,mobile,1s,42,0.44209920512487755,0.49602675694632026,0.8488610329728742,0.28484800665310056
claude-opus-4.6,base,4867f6,mobile,3s,42,0.5314380219627586,0.558119775742963,0.8175853446129603,0.40818638472762103
claude-opus-4.6,base,4867f6,mobile,7s,42,0.6643983755624262,0.6806131638149692,0.5693258344579579,0.594859292674097
claude-opus-4.6,base,34a3b6,mobile,1s,41,0.300642959705446,0.36394480745674684,2.5221509990954347,0.2474271075897537
claude-opus-4.6,base,34a3b6,mobile,3s,41,0.32904698169075386,0.3774674830614612,2.120600430191869,0.2550544387485102
claude-opus-4.6,base,34a3b6,mobile,7s,41,0.4932279385424122,0.5034237274334147,1.3376003524499414,0.4510917273473162
claude-opus-4.6,base,38a251,mobile,1s,40,0.2601445579614232,0.35079516279699374,2.2316110693259827,-0.024767734666207464
claude-opus-4.6,base,38a251,mobile,3s,40,0.43596176944812937,0.4502305318937405,1.6228404307368014,0.235760346801113
claude-opus-4.6,base,38a251,mobile,7s,40,0.38866164029035555,0.44005262050359767,1.804710865580024,0.10973538862315906
claude-opus-4.6,base,3a564f,mobile,1s,40,0.26355560201987605,0.29227208436429425,3.110851842735925,0.07643929617164437
claude-opus-4.6,base,3a564f,mobile,3s,40,0.3866209766179177,0.4239143935630137,1.89327312592575,0.11067074945845404
claude-opus-4.6,base,3a564f,mobile,7s,40,0.4093507237211369,0.43150358723976445,1.6632706205177739,0.24065139540863006
claude-opus-4.6,base,4afbad,web,1s,47,0.3961096280274972,0.3386240630691191,1.4835341614164983,0.13045835766200645
claude-opus-4.6,base,4afbad,web,3s,47,0.4941542989850407,0.4486765752644685,1.0005149484209006,0.1336969281077234
claude-opus-4.6,base,4afbad,web,7s,47,0.5924140614522434,0.589431079689264,0.7525113843972318,0.3388584614966173
claude-opus-4.6,base,538ccc,desktop,1s,48,0.4016189278884767,0.35561638210772545,2.5297434272287944,0.09590111212447204
claude-opus-4.6,base,538ccc,desktop,3s,48,0.5635978011019425,0.538370154222565,1.08154753339619,0.24030638670414917
claude-opus-4.6,base,538ccc,desktop,7s,48,0.6181511504905077,0.6258107484924896,1.461356306751721,0.406936232213842
claude-opus-4.6,base,42962f,desktop,1s,50,0.11745477920964362,0.25660405135195985,3.40545570720927,-0.12191245878550223
claude-opus-4.6,base,42962f,desktop,3s,50,0.16326611441000416,0.3028834691422652,3.1320378177391905,-0.05395868612721622
claude-opus-4.6,base,42962f,desktop,7s,50,0.19609618204406906,0.35615104163050515,2.8642376470517226,0.019689838697841505
claude-opus-4.6,base,468f66,poster,1s,47,0.10563445114233322,0.31251563193119075,3.1602919944428356,-0.00595273260055637
claude-opus-4.6,base,468f66,poster,3s,47,0.21050013729798908,0.32425301012970414,2.7148512100855875,0.07335398598173992
claude-opus-4.6,base,468f66,poster,7s,47,0.4322390801795146,0.4961785986059102,1.4435799157925953,0.3270288962519973
claude-opus-4.6,base,38dec1,poster,1s,46,0.08027905011599888,0.23231890428835547,4.53474945868446,0.059792879039282314
claude-opus-4.6,base,38dec1,poster,3s,46,0.04437894227394533,0.21840837595312268,5.3819101684578845,0.002467406501191218
claude-opus-4.6,base,38dec1,poster,7s,46,0.1879077573945545,0.3659616579706651,3.333801638627592,0.1509185385832894
claude-opus-4.6,base,5073f5,web,1s,42,0.04324709984521327,0.18288374043865124,3.5832360999997075,-0.017273589537855683
claude-opus-4.6,base,5073f5,web,3s,42,0.116764382266348,0.3211228956496763,2.667645530712878,0.021385002331179806
claude-opus-4.6,base,5073f5,web,7s,42,0.2990248339083751,0.46066831852910906,1.6276099893486395,0.22404181880311375
claude-opus-4.6,base,4ea758,poster,1s,44,0.2864461511255358,0.279752072345269,1.6930612349186318,0.10545384334966293
claude-opus-4.6,base,4ea758,poster,3s,44,0.49364838643474246,0.4270901436581107,0.9662452935326158,0.39947574961296745
claude-opus-4.6,base,4ea758,poster,7s,44,0.4787090626317264,0.4803250276100841,1.3771565987194991,0.3802114164115553
claude-opus-4.6,base,53faa2,web,1s,44,0.07602817802264689,0.15021813384415938,2.683468642968084,0.06234288863042255
claude-opus-4.6,base,53faa2,web,3s,44,0.15273550883610162,0.20521856907186986,2.196823259248114,0.11912096965271936
claude-opus-4.6,base,53faa2,web,7s,44,0.18011430177486978,0.2923342561871281,2.2340569887666426,0.1320487670743975
claude-opus-4.6,base,56d63a,web,1s,44,0.42308308389077737,0.4106847022833219,1.1816203293100682,0.3388958754690028
claude-opus-4.6,base,56d63a,web,3s,44,0.4392777790756021,0.48834864543666706,0.8904087296892224,0.3479414953448905
claude-opus-4.6,base,56d63a,web,7s,44,0.6079361169512028,0.6305433117062539,0.5379722805914837,0.5548978162011452
claude-opus-4.6,base,45d01a,poster,1s,45,0.04075758471731357,0.12981650267317826,3.506969742799981,0.05980547195625175
claude-opus-4.6,base,45d01a,poster,3s,45,0.2838435681714392,0.27948279431913137,2.659736370331254,0.30785997196180986
claude-opus-4.6,base,45d01a,poster,7s,45,0.4192123268901514,0.43579043231653025,1.8241369453076404,0.4201940742989706
claude-opus-4.6,base,574bac,web,1s,45,0.17496048899608918,0.22862386626283906,2.3531212827624666,0.08185907398215618
claude-opus-4.6,base,574bac,web,3s,45,0.30282783832327714,0.3409694949718089,2.011370198399532,0.17470259964017845
claude-opus-4.6,base,574bac,web,7s,45,0.32295531433936886,0.433154413233241,1.7784871856681947,0.21352019388156673
claude-opus-4.6,base,5ac518,web,1s,45,0.18302091677393,0.23255081863534405,2.1884802886239116,0.1553702495513672
claude-opus-4.6,base,5ac518,web,3s,45,0.316557741963796,0.3065380417905824,1.6643538237816986,0.29403040113084944
claude-opus-4.6,base,5ac518,web,7s,45,0.2958853840333809,0.4139139225570033,1.27013745002844,0.27330203771204803
claude-opus-4.6,base,567366,web,1s,45,-0.030493022845735487,0.13894559102219128,5.815498371803491,-0.042180888880340155
claude-opus-4.6,base,567366,web,3s,45,-0.049018761108709175,0.19700331784489644,5.321656385373863,-0.060243225008171565
claude-opus-4.6,base,567366,web,7s,45,-0.021659477640892946,0.2712217184521371,4.186243394580982,-0.02910219485096735
claude-opus-4.6,base,58033d,mobile,1s,41,0.15590964534666935,0.28579245352961014,2.612048637205545,0.061598209521037665
claude-opus-4.6,base,58033d,mobile,3s,41,0.30403912300984703,0.44271983543857585,1.7047701897385172,0.3061097291822881
claude-opus-4.6,base,58033d,mobile,7s,41,0.33594221488555653,0.4684026885317274,1.700122643824455,0.3246125601859105
claude-opus-4.6,base,59b238,mobile,1s,40,0.05601699061988731,0.2564344476573157,3.3871487501618947,0.017956503811763662
claude-opus-4.6,base,59b238,mobile,3s,40,0.2006289930447257,0.37917248694216815,2.9032730729012446,0.1969215753926111
claude-opus-4.6,base,59b238,mobile,7s,40,0.21800528126270013,0.3483055171625854,2.9646200478949085,0.2161339281303631
claude-opus-4.6,base,5ad367,poster,1s,45,0.16589957243224465,0.37044607777908223,1.9011755039751295,0.14402052424624479
claude-opus-4.6,base,5ad367,poster,3s,45,0.162963327867142,0.39507302641029035,1.8963807212450114,0.1294370867996818
claude-opus-4.6,base,5ad367,poster,7s,45,0.18725174562529312,0.4681106464339855,1.5247367593026515,0.12628736172376795
claude-opus-4.6,base,5be5fa,web,1s,44,0.16464209723952963,0.13672840811237444,2.780238044193442,0.14399193248955086
claude-opus-4.6,base,5be5fa,web,3s,44,0.3564064071360293,0.27079502334220285,1.6684205746653036,0.31674864224117866
claude-opus-4.6,base,5be5fa,web,7s,44,0.40353921773665086,0.36604583689505127,1.9923146599976858,0.340657391578842
claude-opus-4.6,base,5d4c5e,desktop,1s,45,0.32630613787476803,0.36013835801912075,1.8434922947886234,0.19456954568256044
claude-opus-4.6,base,5d4c5e,desktop,3s,45,0.41247206582403334,0.4533154405337778,1.5193979139696343,0.2750448514854037
claude-opus-4.6,base,5d4c5e,desktop,7s,45,0.35887883016236344,0.44773919307938553,1.6859192536663514,0.27262351907762555
claude-opus-4.6,base,5ee443,poster,1s,40,0.47328347561213635,0.5005765542454986,0.7919136975013278,0.1407839638332803
claude-opus-4.6,base,5ee443,poster,3s,40,0.41327675821683796,0.47388000669550767,0.8639692641305711,-0.16502636747187294
claude-opus-4.6,base,5ee443,poster,7s,40,0.5096572138795203,0.6657520164033448,0.38212706498655125,0.15186969094377048
claude-opus-4.6,base,5d66d2,poster,1s,45,0.22280053889411766,0.21174715440739564,2.0077952592464516,0.1073948062364283
claude-opus-4.6,base,5d66d2,poster,3s,45,0.28411032600428954,0.3227699114041422,1.5521225813540847,0.19741361956513867
claude-opus-4.6,base,5d66d2,poster,7s,45,0.6245799542952544,0.5653740219632596,0.7074346442310435,0.5903303625956299
claude-opus-4.6,base,5d7115,web,1s,50,0.175390438186322,0.2286627456970764,2.0470764836668898,0.05090974085203314
claude-opus-4.6,base,5d7115,web,3s,50,0.2607311797840096,0.35096943739907976,1.4076151665620882,0.053019514440131074
claude-opus-4.6,base,5d7115,web,7s,50,0.3855893414278997,0.47588408561799944,0.9617177064589798,0.18245241398895784
claude-opus-4.6,base,5ae7ba,poster,1s,44,0.3234704807230443,0.34793947125769364,1.9526832401774947,0.21580016569505076
claude-opus-4.6,base,5ae7ba,poster,3s,44,0.4641378224243402,0.4737355578289208,1.2968404369343216,0.36372523531347406
claude-opus-4.6,base,5ae7ba,poster,7s,44,0.6573499575704388,0.63940831933599,0.9796257039416412,0.5868004297758562
claude-opus-4.6,base,5b5e85,mobile,1s,40,0.2572264749695982,0.32834965021794194,2.3929878730433845,0.12284841079492011
claude-opus-4.6,base,5b5e85,mobile,3s,40,0.24041020280168668,0.3647355786015801,3.501046597145178,0.13627413973907443
claude-opus-4.6,base,5b5e85,mobile,7s,40,0.325837775693145,0.42497377227420086,2.780431842337836,0.21505376290208825
claude-opus-4.6,base,5bcc14,mobile,1s,40,0.10778905804616744,0.2635059841092142,4.738883685161789,0.10993021404663289
claude-opus-4.6,base,5bcc14,mobile,3s,40,0.12156501511268036,0.22141560660955398,3.905332511318069,0.13888377883074798
claude-opus-4.6,base,5bcc14,mobile,7s,40,0.17622611924026,0.33226621379305776,3.2953775044347005,0.18403998924409426
claude-opus-4.6,base,623ccb,mobile,1s,44,0.2722982697217179,0.4295334570802035,1.3916328561456708,0.18449617186878225
claude-opus-4.6,base,623ccb,mobile,3s,44,0.35035293013429447,0.46304751269474054,1.2081423069891917,0.23610943916590338
claude-opus-4.6,base,623ccb,mobile,7s,44,0.6635625943092502,0.6618896791607773,0.5483779808961123,0.6260059669924554
claude-opus-4.6,base,685482,desktop,1s,49,0.31947180414854015,0.3441978550020624,1.5015799046019103,0.11724437386534044
claude-opus-4.6,base,685482,desktop,3s,49,0.4105456065311446,0.38131344645469334,1.2503332068085735,0.1869757537824012
claude-opus-4.6,base,685482,desktop,7s,49,0.40783093727544895,0.5082985084279855,1.1083323890278942,0.22030100827848711
