model,image_id,run,n_points,n_unique_coords,unique_ratio,max_duplicate_count,n_unique_x,n_unique_y,frac_grid_005,frac_edge,std_x,std_y,n_unique_intensity
claude-opus-4.6,01ca85,2,42,42,1.0,1,22,14,0.022675736961451243,0.0,0.21456806794654448,0.2550955758817999,20
claude-opus-4.6,01ca85,3,42,42,1.0,1,20,16,0.007936507936507936,0.0,0.20697146713645523,0.2675457449177295,18
claude-opus-4.6,01d4b9,1,48,48,1.0,1,12,17,0.1597222222222222,0.0,0.2747637874409379,0.2785415108451322,9
claude-opus-4.6,01d4b9,2,50,50,1.0,1,14,18,0.13720000000000002,0.0,0.27632126230169113,0.29563788661130697,8
claude-opus-4.6,01d4b9,3,48,48,1.0,1,13,17,0.15625,0.0,0.27585347358496115,0.29213266345199324,8
claude-opus-4.6,01e2cd,1,40,38,0.95,2,20,14,0.06124999999999999,0.075,0.18685555918944452,0.3291810194919355,23
claude-opus-4.6,01e2cd,2,40,39,0.975,2,23,16,0.065,0.0,0.19388124586973338,0.32609471400192924,29
claude-opus-4.6,01e2cd,3,39,38,0.9743589743589743,2,21,14,0.10059171597633136,0.07692307692307693,0.20597708967920514,0.3231697567072607,17
claude-opus-4.6,020ba5,1,42,41,0.9761904761904762,2,28,15,0.2698412698412698,0.0,0.2382770734225617,0.2700755752128108,18
claude-opus-4.6,020ba5,2,43,43,1.0,1,27,15,0.12547322877230935,0.0,0.22434111205755666,0.2625811059640475,19
claude-opus-4.6,020ba5,3,42,40,0.9523809523809523,2,28,14,0.2505668934240363,0.0,0.21629533852903016,0.2711861908604099,17
claude-opus-4.6,02622b,1,44,42,0.9545454545454546,2,31,20,0.09090909090909091,0.11363636363636363,0.32087850742753965,0.2518160280511768,31
claude-opus-4.6,02622b,2,41,40,0.975609756097561,2,28,20,0.11600237953599048,0.14634146341463414,0.3341155406847566,0.255151562894666,22
claude-opus-4.6,02622b,3,44,43,0.9772727272727273,2,30,20,0.10072314049586777,0.1590909090909091,0.3270525616765194,0.24323406405632286,28
claude-opus-4.6,026a98,1,43,43,1.0,1,24,16,0.03353163872363439,0.0,0.2246391252974115,0.28307455918419844,27
claude-opus-4.6,026a98,2,42,42,1.0,1,23,15,0.1054421768707483,0.0,0.2149967040827368,0.23775797541887728,25
claude-opus-4.6,026a98,3,43,43,1.0,1,27,15,0.20118983234180637,0.0,0.23229217349483622,0.28119346977101095,22
claude-opus-4.6,026dd2,1,48,48,1.0,1,27,24,0.006510416666666667,0.0,0.2827100221025463,0.17069273558836326,32
claude-opus-4.6,026dd2,2,48,48,1.0,1,28,24,0.010416666666666666,0.0,0.2702232415252557,0.1753619867271379,35
claude-opus-4.6,026dd2,3,48,48,1.0,1,27,23,0.015190972222222224,0.0,0.28139163100561465,0.17666692216962657,29
claude-opus-4.6,027990,1,45,45,1.0,1,21,29,0.16691358024691355,0.0,0.20829063266100323,0.26050037321363756,20
claude-opus-4.6,027990,2,43,43,1.0,1,16,27,0.2568956192536506,0.0,0.21201166330152418,0.27846950948403115,19
claude-opus-4.6,027990,3,45,45,1.0,1,19,32,0.19259259259259257,0.0,0.2192947168527007,0.26282567099378507,20
claude-opus-4.6,029a48,1,49,49,1.0,1,23,18,0.02873802582257393,0.0,0.1678459459078005,0.210914788236173,13
claude-opus-4.6,029a48,2,49,49,1.0,1,25,17,0.05747605164514786,0.0,0.17250464021428588,0.20875546016596674,12
claude-opus-4.6,029a48,3,49,49,1.0,1,23,19,0.054144106622240736,0.0,0.16170890800688648,0.2100622664079149,15
claude-opus-4.6,02a592,1,45,44,0.9777777777777777,2,25,28,0.29333333333333333,0.3111111111111111,0.2969466011770758,0.264691761101591,20
claude-opus-4.6,02a592,2,43,42,0.9767441860465116,2,23,28,0.21957815035154138,0.3023255813953488,0.2988412813042633,0.26248304691708196,21
claude-opus-4.6,02a592,3,45,44,0.9777777777777777,2,25,26,0.21333333333333335,0.3111111111111111,0.29945794651068297,0.2754897770951775,22
claude-opus-4.6,02f37c,1,40,40,1.0,1,20,18,0.30937499999999996,0.0,0.21489299662855466,0.27255228856129604,14
claude-opus-4.6,02f37c,2,42,42,1.0,1,20,21,0.3968253968253968,0.0,0.20410650925480403,0.26796918291698635,14
claude-opus-4.6,02f37c,3,42,42,1.0,1,22,18,0.4166666666666667,0.0,0.21322395686768622,0.271474515743951,13
claude-opus-4.6,030bb3,1,45,45,1.0,1,21,39,0.014814814814814814,0.0,0.2657865104473936,0.16921789007367885,12
claude-opus-4.6,030bb3,2,46,46,1.0,1,19,39,0.01890359168241966,0.0,0.27386611054096405,0.16639745759518046,19
claude-opus-4.6,030bb3,3,46,46,1.0,1,21,38,0.017013232514177693,0.0,0.2714789188917742,0.16739662470370428,18
claude-opus-4.6,03340d,1,41,41,1.0,1,23,15,0.09994051160023795,0.0,0.2117056311048974,0.250493148350634,21
claude-opus-4.6,03340d,2,40,40,1.0,1,22,14,0.140625,0.0,0.2153681441160693,0.23511898583483215,14
claude-opus-4.6,03340d,3,43,43,1.0,1,24,13,0.13142239048134127,0.0,0.21888650805211168,0.2450485321849818,20
claude-opus-4.6,03474c,1,48,48,1.0,1,17,10,0.03515625,0.0,0.26903344226239895,0.2692002043089864,35
claude-opus-4.6,03474c,2,48,48,1.0,1,17,10,0.03515625,0.0,0.2663115311007434,0.2692002043089864,37
claude-opus-4.6,03474c,3,44,44,1.0,1,14,8,0.05268595041322314,0.0,0.26605813616234664,0.26077681157370086,24
claude-opus-4.6,035da4,1,43,43,1.0,1,24,15,0.06489994591671173,0.0,0.18715859489494543,0.29685734519534884,21
claude-opus-4.6,035da4,2,41,41,1.0,1,21,16,0.058298631766805484,0.0,0.14072811425433937,0.30225564857743537,24
claude-opus-4.6,035da4,3,40,39,0.975,2,24,16,0.1,0.0,0.20264439296462164,0.28617084058303355,21
claude-opus-4.6,037d19,1,46,44,0.9565217391304348,2,19,20,0.0,0.0,0.2636465418980883,0.14650529516808372,27
claude-opus-4.6,037d19,2,44,43,0.9772727272727273,2,21,24,0.0,0.0,0.2613031550574451,0.14461651162258166,20
claude-opus-4.6,037d19,3,44,43,0.9772727272727273,2,21,20,0.04390495867768595,0.0,0.25157304691457766,0.19607038287646175,23
claude-opus-4.6,038d71,1,40,40,1.0,1,21,18,0.12,0.0,0.1821098569545317,0.20291463106439617,17
claude-opus-4.6,038d71,2,41,41,1.0,1,25,17,0.1933372992266508,0.0,0.19910627201328132,0.22654296119260284,31
claude-opus-4.6,038d71,3,40,40,1.0,1,26,18,0.223125,0.0,0.18877483280352814,0.21482318310647947,29
claude-opus-4.6,039978,1,43,43,1.0,1,24,17,0.08436992969172526,0.0,0.21791007915192415,0.2909346011234854,12
claude-opus-4.6,039978,2,43,43,1.0,1,21,19,0.0562466197944835,0.0,0.21109772586361933,0.2878983355204698,11
claude-opus-4.6,039978,3,43,41,0.9534883720930233,2,20,17,0.10275824770146025,0.23255813953488372,0.2205077968695429,0.3095232555955398,12
claude-opus-4.6,042af0,1,48,48,1.0,1,21,28,0.14583333333333334,0.0625,0.2963088168289218,0.24194380660714496,29
claude-opus-4.6,042af0,2,48,48,1.0,1,24,28,0.078125,0.041666666666666664,0.28990053071412847,0.23794028998305902,22
claude-opus-4.6,042af0,3,49,48,0.9795918367346939,2,25,30,0.07496876301541025,0.04081632653061224,0.29325131689469836,0.22690830804143278,29
claude-opus-4.6,045d43,1,42,42,1.0,1,24,16,0.40816326530612246,0.0,0.25945226187196013,0.22786261624515367,26
claude-opus-4.6,045d43,2,42,42,1.0,1,26,18,0.45691609977324266,0.0,0.2712605996549629,0.24570413415722195,23
claude-opus-4.6,045d43,3,42,42,1.0,1,23,18,0.3492063492063492,0.0,0.2548722502462326,0.23242059088161623,28
claude-opus-4.6,045f81,1,44,44,1.0,1,11,17,0.1115702479338843,0.09090909090909091,0.3165473441278258,0.15927910946117135,25
claude-opus-4.6,045f81,2,42,42,1.0,1,11,15,0.03401360544217687,0.09523809523809523,0.31819288492695846,0.16158902160964372,18
claude-opus-4.6,045f81,3,42,42,1.0,1,12,20,0.03061224489795918,0.07142857142857142,0.30241282171764644,0.16423640564374123,12
claude-opus-4.6,04741e,1,43,43,1.0,1,14,15,0.15143320713899405,0.0,0.23849151858049297,0.29390123174016863,28
claude-opus-4.6,04741e,2,43,43,1.0,1,14,16,0.06327744726879395,0.0,0.20117260360526137,0.2931015030262681,16
claude-opus-4.6,04741e,3,42,41,0.9761904761904762,2,14,15,0.15419501133786848,0.0,0.2327515828511761,0.2773212688702409,26
claude-opus-4.6,0529f2,1,45,45,1.0,1,19,12,0.24691358024691357,0.022222222222222223,0.2628320592279882,0.20138213781787787,13
claude-opus-4.6,0529f2,2,45,45,1.0,1,18,17,0.16296296296296295,0.0,0.2463116564411141,0.16613188275925786,20
claude-opus-4.6,0529f2,3,46,46,1.0,1,16,18,0.17863894139886582,0.0,0.2449166557054991,0.21369122911075641,22
claude-opus-4.6,05490b,1,43,41,0.9534883720930233,2,19,25,0.15467820443482963,0.20930232558139536,0.2405779951876803,0.3163543002183321,18
claude-opus-4.6,05490b,2,41,40,0.975609756097561,2,19,26,0.1356335514574658,0.1951219512195122,0.23972570087440845,0.2931118807860605,17
claude-opus-4.6,05490b,3,42,36,0.8571428571428571,3,20,19,0.11904761904761904,0.30952380952380953,0.2631839970942964,0.32209076409835213,23
claude-opus-4.6,056cfb,1,48,48,1.0,1,24,14,0.125,0.0,0.2829593119553096,0.208611480987984,22
claude-opus-4.6,056cfb,2,45,45,1.0,1,28,17,0.0908641975308642,0.0,0.27728275892139725,0.22717415954600137,27
claude-opus-4.6,056cfb,3,44,44,1.0,1,24,17,0.10743801652892562,0.0,0.275254765536245,0.21610134980705178,27
claude-opus-4.6,05890e,1,43,43,1.0,1,32,19,0.2531097890751758,0.0,0.2454789691264741,0.2637771155439653,30
claude-opus-4.6,05890e,2,43,43,1.0,1,28,18,0.36884802595997834,0.0,0.2572517732713828,0.24165823387809832,25
claude-opus-4.6,05890e,3,45,44,0.9777777777777777,2,31,18,0.3674074074074074,0.0,0.24262107833888008,0.2501608371517101,25
claude-opus-4.6,05a1ad,1,45,45,1.0,1,26,27,0.1782716049382716,0.0,0.26015721742396036,0.22432406012422584,28
claude-opus-4.6,05a1ad,2,44,44,1.0,1,27,26,0.14876033057851237,0.0,0.2532972643599441,0.24899747335171332,25
claude-opus-4.6,05a1ad,3,44,44,1.0,1,29,26,0.2510330578512397,0.0,0.26518082089132133,0.23600267455411222,19
claude-opus-4.6,05dac7,1,42,42,1.0,1,19,17,0.03061224489795918,0.0,0.1690880233404726,0.17490522214815052,18
claude-opus-4.6,05dac7,2,43,43,1.0,1,15,16,0.07193077339102218,0.0,0.16712890650614726,0.19258931328381215,28
claude-opus-4.6,05dac7,3,41,41,1.0,1,19,15,0.03033908387864366,0.0,0.16676614124442712,0.17565988444427036,19
claude-opus-4.6,05e980,1,42,42,1.0,1,23,15,0.4444444444444444,0.0,0.26295158758784093,0.3021233435854122,18
claude-opus-4.6,05e980,2,40,40,1.0,1,23,17,0.48750000000000004,0.0,0.2724311839712921,0.3028860140382847,23
claude-opus-4.6,05e980,3,40,40,1.0,1,24,13,0.345,0.0,0.2758431393020316,0.30251239644021205,12
claude-opus-4.6,0616a4,1,40,40,1.0,1,16,17,0.065625,0.0,0.19973983077994234,0.2765858817799636,17
claude-opus-4.6,0616a4,2,42,42,1.0,1,18,16,0.2040816326530612,0.0,0.20075142287627273,0.2958166374516438,15
claude-opus-4.6,0616a4,3,40,40,1.0,1,18,13,0.24750000000000003,0.0,0.2076649946428141,0.26838766271943276,15
claude-opus-4.6,06256f,1,49,49,1.0,1,17,37,0.1420241566014161,0.0,0.16764160220195337,0.3113761423757709,13
claude-opus-4.6,06256f,2,48,48,1.0,1,18,30,0.14322916666666666,0.0,0.17034470261306436,0.30978816406896864,13
claude-opus-4.6,06256f,3,45,45,1.0,1,13,29,0.13777777777777778,0.0,0.17057549648176318,0.2720633550035772,12
claude-opus-4.6,0632d7,1,44,44,1.0,1,13,19,0.04700413223140496,0.0,0.2985009681657126,0.17577573051481404,22
claude-opus-4.6,0632d7,2,48,47,0.9791666666666666,2,14,25,0.0546875,0.0,0.30270625429430575,0.20447043728182868,28
claude-opus-4.6,0632d7,3,46,45,0.9782608695652174,2,14,19,0.04300567107750473,0.021739130434782608,0.3023935118539122,0.16886323478037338,28
claude-opus-4.6,064f44,1,35,35,1.0,1,21,10,0.34285714285714286,0.0,0.20082361028768403,0.2950566960391698,17
claude-opus-4.6,064f44,2,35,35,1.0,1,21,12,0.3306122448979592,0.0,0.20319971075023605,0.3091151215442993,19
claude-opus-4.6,064f44,3,40,40,1.0,1,30,11,0.3,0.0,0.21915519615103815,0.28687342047495445,17
claude-opus-4.6,070781,1,46,46,1.0,1,24,22,0.07277882797731569,0.0,0.27200508724254097,0.22070614032706892,19
claude-opus-4.6,070781,2,42,42,1.0,1,19,21,0.047619047619047616,0.0,0.2809915226971525,0.23162359507597313,18
claude-opus-4.6,070781,3,44,44,1.0,1,24,21,0.09400826446280992,0.0,0.27404030514319455,0.22071388213838078,19
claude-opus-4.6,0720ce,1,45,45,1.0,1,15,22,0.0,0.0,0.14391587048612037,0.158051180958793,26
claude-opus-4.6,0720ce,2,44,44,1.0,1,14,23,0.0010330578512396695,0.0,0.15288661026778488,0.16396307504843532,24
claude-opus-4.6,0720ce,3,43,43,1.0,1,15,22,0.0,0.0,0.14063913831337035,0.17778929380253988,28
claude-opus-4.6,072634,1,45,45,1.0,1,23,26,0.2291358024691358,0.0,0.2292030206855006,0.2971356260143061,25
claude-opus-4.6,072634,2,45,45,1.0,1,24,27,0.19753086419753088,0.0,0.2306187062107517,0.22841958360184333,28
claude-opus-4.6,072634,3,45,45,1.0,1,23,25,0.2518518518518518,0.0,0.2298366569737928,0.19788436578522878,25
claude-opus-4.6,074c75,1,49,49,1.0,1,20,27,0.22490628904623072,0.0,0.21122360248260832,0.2808186995628258,19
claude-opus-4.6,074c75,2,47,47,1.0,1,21,26,0.24717066545948393,0.0,0.21226195625105693,0.2726942515367459,18
claude-opus-4.6,074c75,3,48,48,1.0,1,20,24,0.234375,0.0,0.21820288724029296,0.29593066180648164,21
claude-opus-4.6,075286,1,45,45,1.0,1,12,25,0.06222222222222222,0.0,0.2992357343155359,0.21541071880892507,26
claude-opus-4.6,075286,2,45,45,1.0,1,13,25,0.09333333333333334,0.0,0.30181050387107733,0.2172033239861151,24
claude-opus-4.6,075286,3,45,45,1.0,1,13,20,0.04345679012345679,0.0,0.30397368307141326,0.1945778589919124,23
claude-opus-4.6,07950c,1,40,40,1.0,1,16,24,0.390625,0.0,0.08995519718170819,0.21323930219356843,20
claude-opus-4.6,07950c,2,40,40,1.0,1,14,23,0.5062500000000001,0.0,0.09862523764229925,0.23638937687637318,20
claude-opus-4.6,07950c,3,40,40,1.0,1,18,24,0.27,0.0,0.11191486719824136,0.21445279200793818,22
claude-opus-4.6,07a2c8,1,45,45,1.0,1,22,25,0.12839506172839504,0.022222222222222223,0.2809634218976635,0.2628442715965313,24
claude-opus-4.6,07a2c8,2,46,46,1.0,1,23,25,0.06947069943289225,0.021739130434782608,0.2836996501467419,0.26863936373970326,28
claude-opus-4.6,07a2c8,3,45,45,1.0,1,21,25,0.08444444444444445,0.022222222222222223,0.2889598203518576,0.26003665458622377,24
claude-opus-4.6,07b304,1,45,45,1.0,1,29,25,0.4888888888888888,0.0,0.24575647888424068,0.2342401426836238,45
claude-opus-4.6,07b304,2,43,43,1.0,1,30,26,0.43915630070308276,0.0,0.23239854989312725,0.22604722939880298,36
claude-opus-4.6,07b304,3,45,45,1.0,1,30,26,0.48987654320987656,0.0,0.2404015159870854,0.22664117503715475,44
claude-opus-4.6,07e9bb,1,42,42,1.0,1,17,19,0.35374149659863946,0.07142857142857142,0.21071589991310688,0.30013149045814214,24
claude-opus-4.6,07e9bb,2,42,42,1.0,1,17,19,0.24319727891156465,0.0,0.21160452245380412,0.2953862915310895,15
claude-opus-4.6,07e9bb,3,40,40,1.0,1,16,19,0.34687500000000004,0.025,0.20735898823055635,0.30037216498870195,17
claude-opus-4.6,085001,1,42,42,1.0,1,28,24,0.562358276643991,0.0,0.2094350461330501,0.2129514013096131,39
claude-opus-4.6,085001,2,41,41,1.0,1,29,19,0.5693039857227841,0.0,0.24627480382815228,0.23320644690243664,41
claude-opus-4.6,085001,3,42,42,1.0,1,27,23,0.5975056689342404,0.0,0.21862653626281656,0.21058012947499397,35
claude-opus-4.6,08a5d7,1,44,44,1.0,1,22,20,0.029442148760330578,0.045454545454545456,0.33221401903313585,0.18242589914177743,16
claude-opus-4.6,08a5d7,2,44,44,1.0,1,22,20,0.027892561983471075,0.045454545454545456,0.3324905042762639,0.18241214771015501,16
claude-opus-4.6,08a5d7,3,45,45,1.0,1,21,17,0.02074074074074074,0.022222222222222223,0.32683638826079026,0.1793993627581344,16
claude-opus-4.6,08aaa5,1,45,45,1.0,1,29,29,0.30419753086419754,0.0,0.27479608601450073,0.23680799118982032,20
claude-opus-4.6,08aaa5,2,45,45,1.0,1,29,29,0.42962962962962964,0.0,0.2703629019770133,0.25522645476101524,20
claude-opus-4.6,08aaa5,3,45,45,1.0,1,30,27,0.42864197530864195,0.0,0.2701211433760146,0.24338254195483092,23
claude-opus-4.6,08b92b,1,40,40,1.0,1,20,22,0.36124999999999996,0.0,0.17817898304794538,0.2736730485451572,16
claude-opus-4.6,08b92b,2,42,42,1.0,1,19,21,0.32653061224489793,0.0,0.1620986234328375,0.2542397854009589,19
claude-opus-4.6,08b92b,3,43,43,1.0,1,20,23,0.3028664142779881,0.0,0.1584036781671929,0.24753910486424757,24
claude-opus-4.6,08d1eb,1,42,40,0.9523809523809523,2,20,17,0.11337868480725623,0.0,0.23140162492545424,0.1601968743413954,19
claude-opus-4.6,08d1eb,2,42,42,1.0,1,20,18,0.2295918367346939,0.0,0.22493334865659315,0.16507144745969823,19
claude-opus-4.6,08d1eb,3,40,38,0.95,2,16,15,0.195,0.0,0.23994582721939553,0.16786229475376535,20
claude-opus-4.6,08d885,1,39,39,1.0,1,19,24,0.06837606837606837,0.0,0.15004930156254737,0.24607023686889748,39
claude-opus-4.6,08d885,2,40,40,1.0,1,21,27,0.008749999999999999,0.0,0.1482320815478215,0.2327360038756359,16
claude-opus-4.6,08d885,3,39,38,0.9743589743589743,2,19,24,0.09467455621301776,0.0,0.14356959565605867,0.24149285867071643,26
claude-opus-4.6,09094b,1,42,42,1.0,1,18,28,0.4739229024943311,0.0,0.1892118753853681,0.25966313429260146,15
claude-opus-4.6,09094b,2,45,45,1.0,1,18,27,0.6014814814814815,0.0,0.19557777651529495,0.2777018562913369,41
claude-opus-4.6,09094b,3,45,45,1.0,1,17,28,0.5520987654320988,0.0,0.1835916025944811,0.26061882671730796,39
claude-opus-4.6,091ab0,1,40,35,0.875,4,16,17,0.21125000000000002,0.3,0.19254853284302118,0.3412015524217321,18
claude-opus-4.6,091ab0,2,40,38,0.95,3,18,18,0.21875,0.225,0.1941969039403049,0.34378592175945777,23
claude-opus-4.6,091ab0,3,40,37,0.925,3,14,19,0.1425,0.275,0.1718063953990072,0.3443453580346336,17
claude-opus-4.6,091b5e,1,43,43,1.0,1,28,25,0.03785830178474851,0.0,0.24735070011630444,0.2528107007340169,12
claude-opus-4.6,091b5e,2,43,43,1.0,1,28,20,0.08112493239588967,0.0,0.23546393912998895,0.20442773215593477,11
