duration,category,image_id,CC,CC_sb,CC_partial,SIM,KL
1s,desktop,290bcd,0.47409803646182197,0.6409333695328743,0.4188178937384099,0.4525908906146894,1.8809824396645183
1s,desktop,2a4b2d,0.6651888332072609,0.7943334623697641,0.5360524002978946,0.5239565209233381,2.124774744444112
1s,desktop,2a4ccc,0.7042169720319301,0.826367489392674,0.581609914015895,0.5228360791234271,1.6438737272427886
1s,desktop,2a8ea5,0.2235729404335006,0.35056599398191085,0.027983514834586158,0.3902239549511047,2.679731960919969
1s,desktop,2a8f6b,0.6368251878687777,0.7758390178364409,0.5821895922589551,0.5203630546390874,1.5770421115665294
1s,desktop,2bb7d4,0.7121446278007093,0.8309092994305811,0.6297081340594389,0.5043066061489678,2.5241273493146745
1s,desktop,2c6579,0.07700743551881947,0.130963073202906,0.07160618112624888,0.1980020444600093,6.197944486295479
1s,desktop,2c663c,0.4785637287264639,0.6431388978661241,0.3759408272334267,0.39200807500107915,4.317564499599091
1s,desktop,2c9c76,0.11906498187479606,0.20205430737008032,0.11519186999810907,0.2496152231816769,5.218245224566283
1s,desktop,2cb6b4,0.8304644910823514,0.9067470966494117,0.7780161038939453,0.6165895014058507,1.5235780870070612
1s,desktop,2e5cd6,0.47894016415854657,0.6419907216381407,0.2850612535658431,0.40857170027363565,3.6259002410990737
1s,desktop,2e93e6,0.5563364751353845,0.7114051797442384,0.3592806727154554,0.5093489639208876,1.6728336067770777
1s,desktop,2ef49e,0.910661975449983,0.9530293865987008,0.8908029328694115,0.7078044078877641,0.9677473487906694
1s,desktop,2f8185,0.5833392145149446,0.735649210862409,0.539056669194288,0.48845330602585724,2.5406247234380617
1s,desktop,2fe128,0.5400337295247943,0.7007756090018061,0.3892692934538705,0.4843511869453547,2.0459103670501326
1s,desktop,302489,0.42270032302875027,0.5897260953748752,0.2945832070429554,0.42984765949257253,2.4535906594118932
1s,desktop,306281,0.5491938369094161,0.7046322416918706,0.37225487590541817,0.465663450652945,1.6012312459320714
1s,desktop,3076c2,0.49976482369167474,0.6147212505177975,0.46412707552065263,0.32646810879488786,4.944117409696536
1s,desktop,30bf75,0.6773877044870633,0.8064952545039459,0.6123960566046767,0.47160561864029915,3.1044441789717254
1s,desktop,312489,0.3519892603590174,0.5183774361846992,0.19032922073358632,0.35711623490211253,3.3014434116785103
1s,desktop,325da3,0.4458688411929404,0.6139509650729551,0.36008275210978774,0.3594940381528414,3.5675885766509503
1s,desktop,3304d5,0.36888579126521576,0.5312900232137261,0.29643035044091137,0.38143486261212384,3.6170050392695634
1s,desktop,333ba8,0.7114355095455824,0.8290418140368319,0.6780740925077855,0.5231898895434711,1.7034803641157086
1s,desktop,3351c6,0.8915343871938255,0.942357913592558,0.8812319788160895,0.662839852125525,0.7571983408756535
1s,desktop,33c037,0.28922781264500613,0.41373002943441806,0.13285987030065094,0.3249150002998932,4.178055162996889
1s,desktop,33cc24,0.6000928774628533,0.7375626553006016,0.43357022165482606,0.5073867988150542,1.926284566355727
1s,desktop,33eb5e,0.4682901099404253,0.618673896251779,0.3969705296981462,0.4067362460419318,2.4645326927327367
1s,desktop,34558c,0.44524881868494803,0.6122572176065325,0.3637053928437518,0.46318820970124025,2.3107572527850384
1s,desktop,35c062,0.8367358115635548,0.9102984356742109,0.8240093882778761,0.547053975049753,2.951859797304194
1s,desktop,363885,0.5247857987043412,0.688044391676476,0.39699340786718257,0.4643368232569786,2.02928473242062
1s,desktop,36602c,0.5992765522646379,0.7326963962802026,0.47571981901901195,0.5106855016776601,1.71401779938591
1s,desktop,36ca43,0.48078848511067934,0.6478510457764615,0.37812324508060297,0.42571709663912644,2.485334150467601
1s,desktop,370302,0.5802181864789493,0.7281138918308308,0.4622140832705767,0.4349391039940788,3.4601630488184285
1s,desktop,37123f,0.6309324545099594,0.7715456705658594,0.4183326614033424,0.551938436577667,1.5228944830021482
1s,desktop,3766a5,0.6348015390578768,0.7751384306872202,0.4360276027195885,0.5504408860163876,1.433978997774361
1s,desktop,37ad54,0.639446283777809,0.7794800158993221,0.5625040172624092,0.46753745615711806,2.9294235153257433
1s,desktop,37c0ca,0.2669939852480335,0.41513806722250707,0.2387689381875111,0.2528288025497961,4.9976600660719415
1s,desktop,387531,0.5956964959189084,0.7431533905794356,0.2966165518214045,0.525561770480014,1.3165303426341297
1s,desktop,38ad0c,0.7863006772497066,0.8794928632339873,0.7792805732130728,0.5386101672221391,2.027646968002826
1s,desktop,38c9d5,0.6059318930692157,0.7539382988181349,0.49187164143613804,0.5099689482329168,1.513931925667729
1s,desktop,39b696,0.7856722005936748,0.8783614987448936,0.7392775577582639,0.5777098942946429,1.6020410631537145
1s,desktop,39fd3b,0.8595825478479006,0.9237990983335436,0.8379946238974402,0.6112796841396112,1.2375251489541377
1s,desktop,3a7320,0.8487475163359408,0.9178395409724096,0.8323099409864568,0.6446446114966939,1.3216377287520187
1s,desktop,3a8a8b,0.7056178739731087,0.8272810594778376,0.5868362972740208,0.5078791008398159,2.3153632466523484
1s,desktop,3a8c09,0.777375380949126,0.873391354272024,0.7723062600842869,0.5685367817758842,1.8496884862840683
1s,desktop,3a9ac6,0.5801111503872209,0.7328329286131917,0.4503494320026974,0.48525673733947594,2.204785260686643
1s,desktop,3aced2,0.2663864177507435,0.4040970743422207,0.10313516710945059,0.33618143185739163,3.7083595939817373
1s,desktop,3aecb7,0.703882034442622,0.8250818260484509,0.5776314860645184,0.5739909998322588,1.1793079741051782
1s,desktop,3b203e,0.564888183570085,0.7187231810973631,0.5008275240279255,0.4224126982452464,3.04798775484521
1s,desktop,3bc419,0.33899193502842556,0.49102210606350294,0.27836659175790046,0.3624562760942013,2.9254359348715995
1s,desktop,3c9088,0.4657548817238465,0.6267693597663315,0.3705040063149179,0.4575075697041274,2.0230043651993284
1s,desktop,3d6147,0.7289641961110468,0.8424449872746547,0.6969088926213091,0.5508817610956104,1.5164003982443037
1s,desktop,3e3ebf,0.34955392362976284,0.5152003810986671,0.15333588795661915,0.3534288105275314,3.6280438891139895
1s,desktop,3ea9d8,0.6071546741477609,0.7550815495738791,0.4173980404367416,0.5150902554312558,2.701440266002393
1s,desktop,3ec21e,0.5335275630529341,0.6944713663497091,0.4811312751617331,0.5488556266883797,1.3126297568463268
1s,desktop,3f177a,0.5913391418416056,0.7419903266191658,0.503735310182269,0.5039121189357155,1.2760673991888518
1s,desktop,3f6cd4,0.7217679759581138,0.8354375305374239,0.704334701052306,0.585101234482556,1.4293641018284724
1s,desktop,40f316,0.4126162047554901,0.5693258568940399,0.38514119506229305,0.2918984188509798,5.373754482630423
1s,desktop,4238a0,0.3152496149406467,0.4704759015414705,0.2088075611808911,0.32838331386506836,3.8884124940310736
1s,desktop,425384,0.3366612721928914,0.48993186018219365,0.035324307871312764,0.3946177415134473,2.139236244432086
1s,desktop,42962f,0.5246568368552651,0.6868423189921705,0.44539379723276556,0.402983444346048,3.2461541331495036
1s,desktop,42b098,0.21454481198621558,0.3487360189092724,0.13089116428417252,0.32752290385966615,3.213266131204237
1s,desktop,432066,0.49667234754610057,0.6589705025430049,0.3275200015502372,0.4616770437842811,2.18468409165832
1s,desktop,44c36b,0.7749586115834006,0.8724844326779516,0.5681206708383575,0.6310893622838527,0.837311965888944
1s,desktop,4587b5,0.7042457196488903,0.8251230497077007,0.6236084253727157,0.5250457198269792,1.8038445481146894
1s,desktop,460bf9,0.7299891223017605,0.8431416174575495,0.696323637427499,0.5446007807620414,1.8873106497747956
1s,desktop,46e6ec,0.6792245275785188,0.8087260696996769,0.6499683850815906,0.5130405796050785,3.381997874289347
1s,desktop,48a5a0,0.8755313950327845,0.9331141291985154,0.8607171014271016,0.6510668333381171,2.0111835138065635
1s,desktop,48a71e,0.26163314706280166,0.40492126785147853,0.10250698601257657,0.29138266165985033,5.625198877242197
1s,desktop,49046b,0.8457697632529652,0.916079426187487,0.8058693606558208,0.6325545197154211,0.775221626313676
1s,desktop,49e0ba,0.6802304442358365,0.808112986475552,0.5631289233090531,0.543821499714255,1.3962373493079006
1s,desktop,49e72e,0.2907401041796205,0.4425453987095569,-0.0027790477137387025,0.3687836728634079,3.119963174279021
1s,desktop,49fc6a,0.754316886459006,0.8581990267703266,0.6837863191786647,0.5696497754685539,1.2707034715874543
1s,desktop,4af601,0.6292849488059231,0.7681713706338558,0.45602111854411803,0.4967701297333088,1.98605144682625
1s,desktop,4b2bd1,0.6107852560259408,0.756546773176394,0.47649968730886216,0.4990551435548891,1.9348850801136783
1s,desktop,4bb6dd,0.7774259570558364,0.8715507657311848,0.6109106219154056,0.6493881574444098,1.0073163492982138
1s,desktop,4cdee3,0.6367502624820778,0.7755204087653249,0.4855163399900029,0.500226785718355,1.5871171826659471
1s,desktop,4d3cc1,0.6835544499782934,0.8096551213343843,0.624003706654945,0.4874400077636446,2.1884870931326152
1s,desktop,4d78ff,0.6924259718370523,0.8164969348535029,0.6033001758116815,0.4761508629677616,3.430090009123096
1s,desktop,4f2d13,0.7262771047756379,0.84121858022505,0.6592621625076218,0.49341854262719503,2.5306358555403756
1s,desktop,4f9082,0.8699496907951986,0.9302656262226231,0.8446382413001056,0.6586894751619358,0.9512032043027002
1s,desktop,4fbc40,0.43635944490888184,0.5977794001925261,0.3704830850298174,0.32799257094105727,4.742958015747922
1s,desktop,5062ba,0.4598902792523985,0.6283581601817362,0.33926804689891615,0.5006744616882508,2.0624803768852407
1s,desktop,50ebe2,0.8196103283528666,0.9007547696351658,0.7071924967431168,0.6640742954362342,0.6554717891820052
1s,desktop,511f7b,0.7148399698537518,0.8315811514446775,0.6389304996854678,0.5157562953814667,2.3377086123024986
1s,desktop,512240,0.7890750016689555,0.8817499150336813,0.7465621924056194,0.5673510923111997,1.7132880896438007
1s,desktop,51e1ce,0.7246662250722498,0.8368952304966385,0.5804737189756164,0.5763571074876156,1.4577298497127429
1s,desktop,51f8bb,0.49513196958659644,0.651872493901077,0.464854651636016,0.4503886766915537,2.3809904324793796
1s,desktop,529ce0,0.5211989490625543,0.6817865459294277,0.4672353975375185,0.4643201026310747,1.8559551003623453
1s,desktop,52fbfe,0.47325034099129776,0.6387854878739907,0.2989494934298465,0.4091743027547029,2.1183909781031973
1s,desktop,5305a4,0.7057911319361672,0.8254311218580186,0.674282043300161,0.4561926137160225,2.5835103124778613
1s,desktop,538ccc,0.797224073942976,0.8869721189359066,0.7070687842509036,0.5740313807114253,1.5632686672965
1s,desktop,55079d,0.4079711279378917,0.564068787476703,0.3095520403142162,0.4058706738729663,4.221103098137578
1s,desktop,55251b,0.6769156997852984,0.8060001657845859,0.6710589832579753,0.46683848705421377,2.7602347027539773
1s,desktop,555c68,0.3200570737470425,0.4796665992691594,0.10096730863110485,0.3551531894915819,2.9982507935052736
1s,desktop,55c555,0.5385393283500377,0.6983767544982146,0.3291152791422144,0.46962848703982896,2.0939336288220503
1s,desktop,57f74a,0.45836166056305283,0.6241154528129258,0.13469576058994798,0.5408905565937645,1.0458186892706367
1s,desktop,583824,0.3227424859641982,0.48770859572698866,0.3256739021672873,0.3047833778808907,4.418913236152422
1s,desktop,586b04,0.11700410512951032,0.2070314080406357,0.09546222321615086,0.11730518328568518,7.268167961935347
1s,desktop,58e0a1,0.5684240418933072,0.7228210670847519,0.569963496220009,0.3755224722589974,3.0751154901340145
1s,desktop,592a12,0.6049661265751256,0.7472275509419826,0.5824044666079888,0.522990424245012,1.5019385746917493
1s,desktop,592b58,0.7413987400945603,0.845369137258715,0.6932634051991009,0.6045188134085989,1.3612441759106515
1s,desktop,592d83,0.7689782588552251,0.8691213699118334,0.77659339368084,0.5398285861463379,2.6338028635162427
1s,desktop,5a6a69,0.15827276308386276,0.27135211690063243,-0.11388075730325105,0.3389944730482486,2.5455931439064665
1s,desktop,5aa40c,0.6485222291802424,0.7844283995091911,0.5114645463589347,0.5249348188158737,2.0311432189227894
1s,desktop,5b5a0c,0.2124366651970185,0.32668888343670843,0.15451495158631506,0.24473846025590068,5.100079973772326
1s,desktop,5c0bcf,0.281811047798212,0.427220236224754,0.14955621644349298,0.47333870724009586,1.9331795377645584
1s,desktop,5d4c5e,0.23720250827674275,0.3817170116318571,0.1435562095263848,0.33655628717952407,3.392664686918856
1s,desktop,5dbe49,0.5646509324690038,0.7048281760490352,0.40024609724018967,0.48298824118887307,2.3687901068422237
1s,desktop,5eb5e5,0.3780436434995838,0.5359544331126804,0.2578868412474287,0.34978931316652023,3.540873613859516
1s,desktop,5fc8c2,0.6338402994410085,0.7741976449675074,0.5392898192704229,0.47297341769453405,1.6441185267668517
1s,desktop,5fd00b,0.41987312494611573,0.5896467136506022,0.3704453413160236,0.43550773547910515,2.4503007611247103
1s,desktop,6177fb,0.8192508442100189,0.8991504976004798,0.8067387772744056,0.5832714464584056,1.6970191599647233
1s,desktop,61a9f0,0.43411844840822666,0.5952036975102255,0.2552235157718928,0.3916112747285432,2.887753437508556
1s,desktop,61ea3d,0.7347194904682144,0.8463466916605631,0.7254999791313902,0.5727585881829599,1.084790899108523
1s,desktop,628715,0.5855272729182521,0.7221703833983973,0.513051925211594,0.45238628932497404,2.38717508757549
1s,desktop,6294a2,0.5994191679669674,0.7468354134659038,0.25555476345384837,0.5343234184488851,1.7251324080080295
1s,desktop,631570,0.3223438120197474,0.46344535471848713,0.21030787190368602,0.3887814370473651,2.7510921910208594
1s,desktop,6457e0,0.4932391869713088,0.6540929827935472,0.435387759203011,0.4034659681541415,3.0354585296140395
1s,desktop,6581b4,0.8502651960475252,0.91878216325445,0.8383795281509121,0.5905230564100019,1.468946018027027
1s,desktop,669937,0.6057818574608164,0.7522532584911594,0.5797835083570233,0.4644250646186194,2.768473639982939
1s,desktop,67225a,0.529888185887568,0.6869198052584035,0.05341421398981416,0.5630731052288083,0.8843548826968928
1s,desktop,6722bc,0.6971653075722609,0.820283901632231,0.5395445454442352,0.5957005711130858,1.2028452414947353
1s,desktop,685482,0.6875793005771715,0.8127265298520239,0.6059039323272856,0.5442860739380272,1.2173314118834238
1s,desktop,698985,0.4062280208391084,0.5745135493378173,0.2172300620151395,0.41720975171315083,2.5824823690908336
1s,desktop,69cd24,0.603144854596622,0.7497146692899539,0.48165644415628195,0.471367641026168,2.379915340530098
1s,desktop,6a8c97,0.32136570781154833,0.4571577780214103,0.21542640248103412,0.3866890546597793,2.652873855297726
1s,desktop,6ba20c,0.39663204598824875,0.5589374711853657,0.32185257896119224,0.48610550330639724,1.3112122228007048
1s,desktop,6cb077,0.5561060247822793,0.6925323066845726,0.4620967224692166,0.4050464498709655,3.108706313923256
1s,desktop,6d4031,0.3656685676310582,0.5255364508342744,0.17310356900333806,0.33169319910359285,3.7521999977930998
1s,desktop,6d8534,0.8152528984839027,0.8969613532428046,0.8147327802020788,0.6231433389232144,1.4050990325660897
1s,desktop,6dc873,0.11280905844967364,0.18683972802000143,-0.07384453253719024,0.17170819181062738,5.452554488826961
1s,desktop,6e2c8e,0.4098756173644819,0.5795570299140894,0.12789098893259623,0.3876682817359256,2.3362407158133327
1s,desktop,6f11a2,0.5098122262661987,0.6690096979014292,0.45313797082444934,0.44169154369042324,2.504895997477154
1s,desktop,6fbe76,0.7050839907335724,0.812141218764458,0.7003653492775933,0.4461173733346538,3.5330873805468057
1s,desktop,709b8f,0.8138667280034036,0.8964962372828136,0.7929597688314599,0.5584265655215194,1.9873534702717368
1s,desktop,7142a6,0.888471942320073,0.9404774064730164,0.8729157243669097,0.6593936680672187,1.2402932866886696
1s,desktop,721348,0.9513788961589269,0.9750150350485356,0.9415462846245963,0.7075627509798869,1.2301014978606433
1s,desktop,72b54f,0.507919926246744,0.6637242269133304,0.32586241213771977,0.5059534298701827,1.574518284485818
1s,desktop,72cfd2,0.38416082595118495,0.5525823316739326,0.16328119880436756,0.37689423531038474,3.3615149358345455
1s,desktop,73386c,0.5898228956493317,0.7405977820166374,0.5252994275696607,0.5135328950078442,1.8239245699613822
1s,desktop,73ada1,0.6674910540393879,0.7996633783974867,0.5431123399066041,0.5402444840858195,1.5297086538435598
1s,desktop,742a95,0.21972212089937643,0.35422553819141955,0.15741433317630787,0.24368331459322373,4.328115968513257
1s,desktop,7613f2,0.6748162003092177,0.7995307429887988,0.6248670667204982,0.5165956625686665,1.6699019377619273
1s,desktop,762fc4,0.7398578003762661,0.8477028049103408,0.6855533741112728,0.5741270029081396,1.4931660738143324
1s,desktop,763560,0.5528509707450836,0.7117743732084415,0.26049033563436474,0.47965519078034574,1.793393846406501
1s,desktop,76822c,0.6573773984695994,0.7851820102240624,0.4598670737311535,0.5339575550891305,1.2444561030317662
1s,desktop,76b63f,0.5794329125128032,0.7306680071565534,0.37544422412950806,0.48112549454487336,2.4297633977646047
1s,desktop,7760b5,0.705295359291348,0.8248443902419316,0.7082746258596971,0.455074766494301,2.8626061357472836
1s,desktop,786754,0.5393568264879491,0.690446600186038,0.43175987036580554,0.41306434422825944,2.999049789247926
1s,desktop,78b10c,0.43121860745299384,0.5925183092876442,0.2825590566948163,0.4415318782230063,1.8098788346648433
1s,desktop,79e0cc,0.8961117227515855,0.9451922485789066,0.8857708861779596,0.646858255512351,1.7639536727331049
1s,desktop,7bed0d,0.7261204014118883,0.8406377401195465,0.5808695688971761,0.5574028024110759,1.469773549018211
1s,desktop,7caa99,0.4531210906858722,0.6195510478738248,0.3635153466510222,0.4329977736428843,1.8691247670504556
1s,desktop,7cc04a,0.513544548180043,0.6748291495019023,0.17600468075913822,0.4657725263730236,2.1864276945217593
1s,desktop,7d53b3,0.7715198943875314,0.8707171136839786,0.7360935912507707,0.4851558374798667,3.1258002215571907
1s,desktop,7d5fb2,0.33370466332876714,0.486782690096771,0.1734895423145489,0.34261911945426815,3.3233805325282084
1s,desktop,7e305e,0.9369109816287231,0.9673977649589443,0.92909015681958,0.6400502545283979,1.9431401092111433
1s,desktop,7f066d,0.6029942147468037,0.7499098965820631,0.43882777180990784,0.5224164117090204,1.968556204516041
